,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backlow_CO2_scaled
225,225,0.8622222222222222,0.8208092485549133,0.8482755802549853,0.8338509316770185,0.4262222222222223
226,226,0.6977777777777778,0.6909090909090909,0.7175547564563582,0.7830173259235045,0.26888888888888884
227,227,0.7822222222222223,0.7632850241545893,0.7940094802222949,0.8450474011114743,0.3617777777777778
228,228,0.7866666666666666,0.7692307692307693,0.7994442628309906,0.8385093167701863,0.3782222222222222
229,229,0.8577777777777778,0.813953488372093,0.8428407976462897,0.8338509316770186,0.42444444444444446
230,230,0.8222222222222222,0.797979797979798,0.8278440666884603,0.8505230467473031,0.4031111111111111
231,231,0.7466666666666667,0.7323943661971831,0.7622589081399149,0.84807126511932,0.3324444444444445
232,232,0.8488888888888889,0.8131868131868132,0.8420235371036286,0.8327884929715592,0.4155555555555556
233,233,0.8577777777777778,0.813953488372093,0.8428407976462897,0.8346681922196797,0.4231111111111111
234,234,0.7644444444444445,0.7414634146341463,0.7739457338999673,0.8372834259561948,0.33866666666666667
235,235,0.6533333333333333,0.6213592233009708,0.6598561621444916,0.7422360248447204,0.24444444444444446
236,236,0.88,0.850828729281768,0.8733654789146781,0.8979241582216412,0.44355555555555565
237,237,0.8488888888888889,0.8172043010752689,0.8453743053285387,0.8760215756783263,0.4222222222222223
238,238,0.8577777777777778,0.813953488372093,0.8428407976462897,0.835812356979405,0.4151111111111111
239,239,0.7955555555555556,0.77,0.8019369074861066,0.8583687479568487,0.3515555555555555
240,240,0.8266666666666667,0.8,0.8299280810722458,0.8610657077476299,0.40044444444444444
241,241,0.8533333333333334,0.8070175438596491,0.8374060150375939,0.8377737822817914,0.4168888888888889
242,242,0.8622222222222222,0.8208092485549133,0.8482755802549853,0.8346681922196797,0.43377777777777776
243,243,0.8622222222222222,0.8208092485549133,0.8482755802549853,0.8313174239947695,0.42977777777777776
244,244,0.8577777777777778,0.813953488372093,0.8428407976462897,0.8329519450800915,0.41688888888888886
245,245,0.6666666666666666,0.6753246753246753,0.6945897352075842,0.7713305001634521,0.21599999999999997
246,246,0.8222222222222222,0.7916666666666666,0.8228179143510952,0.8617195161817588,0.3857777777777777
247,247,0.8044444444444444,0.7821782178217822,0.8128064727034978,0.8536286368094148,0.39288888888888884
248,248,0.7244444444444444,0.7129629629629629,0.741786531546257,0.79903563255966,0.3
249,249,0.8622222222222222,0.8208092485549133,0.8482755802549853,0.8350768224910101,0.4226666666666667
