,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.lefttop_CO2_scaled,feature_importance.lefttop_CO2_fd1_scaled,feature_importance.lefttop_CO2_fd2_scaled,feature_importance.lefttop_CO2_fd3_scaled,feature_importance.lefttop_temperature_scaled,feature_importance.lefttop_temperature_fd1_scaled,feature_importance.lefttop_temperature_fd2_scaled,feature_importance.lefttop_temperature_fd3_scaled,feature_importance.lefttop_humidity_scaled,feature_importance.lefttop_humidity_fd1_scaled,feature_importance.lefttop_humidity_fd2_scaled,feature_importance.lefttop_humidity_fd3_scaled
13,13,0.8446215139442231,0.7664670658682635,0.8132348919879683,0.9372436423297785,0.019521912350597526,0.007968127490039945,0.014741035856573714,0.018326693227091684,-0.01713147410358562,0.007569721115537775,-0.0031872509960159112,-0.0007968127490038945,-0.021115537848605537,-0.011155378486055745,0.015537848605577609,0.01035856573705185
14,14,0.8406374501992032,0.7777777777777778,0.82383100902379,0.9433278643697021,0.014342629482071767,0.02270916334661366,0.017529880478087678,0.002788844621513964,0.0063745019920319335,-0.0031872509960159112,0.008764940239043839,-0.015139442231075662,-0.02908366533864537,1.1102230246251565e-16,-0.00517928286852587,0.009163346613545786
15,15,0.8645418326693227,0.8333333333333334,0.877050861361772,0.9466776045939296,0.007171314741035939,0.0031872509960160222,0.008764940239043839,0.019521912350597526,0.026693227091633465,-0.021912350597609542,-0.023505976095617553,-0.00517928286852587,-0.0011952191235059528,0.013944223107569709,0.00836653386454178,0.00836653386454178
16,16,0.8565737051792829,0.797752808988764,0.8386997538966365,0.9384057971014493,0.012749003984063756,0.02031872509960153,0.035059760956175356,0.005577689243027928,-0.005976095617529875,-0.007569721115537886,0.009561752988047845,0.016733067729083673,-0.005976095617529875,-0.008366533864541892,0.016334661354581614,-0.0035856573705179695
17,17,0.8247011952191236,0.75,0.8020918785890074,0.9269893355209189,0.01394422310756982,-0.0011952191235059528,-0.0023904382470119057,0.005976095617529986,-0.008764940239043728,0.009960159362549903,-0.012350597609561809,0.0031872509960160222,-0.013944223107569709,0.011553784860557914,0.003984063745020028,0.007569721115537997
18,18,0.8326693227091634,0.7878787878787878,0.8358627290128521,0.9444216570959804,0.008764940239043839,-0.0031872509960159112,0.011553784860557692,0.017131474103585842,-0.021513944223107484,-0.014342629482071656,-0.036653386454183146,-0.037051792828685204,-0.03784860557768921,0.012350597609561698,-0.027091633466135412,-0.0015936254980079
19,19,0.8645418326693227,0.8131868131868132,0.8518594476346733,0.9602816516270167,-0.014342629482071656,0.011952191235059861,-0.019920318725099473,0.017928286852589626,0.030278884462151434,0.0035856573705178585,0.007171314741035939,0.004780876494023922,-0.004382470119521975,-0.007968127490039723,0.007569721115537775,0.03227091633466128
20,20,0.8685258964143426,0.8135593220338984,0.850423844681433,0.9394995898277277,0.011553784860557692,0.017529880478087678,0.03067729083665338,0.055776892430278946,0.013944223107569709,0.006772908366533881,0.026294820717131517,0.030278884462151434,0.009561752988047845,0.009960159362549792,0.00039840637450194727,0.043426294820717026
21,21,0.8764940239043825,0.8050314465408805,0.8383921246923708,0.9642466502597757,0.04262948207171313,0.03745019920318726,0.009960159362549792,0.009163346613545786,0.0007968127490040056,0.013944223107569709,0.042231075697211184,0.026294820717131517,0.019521912350597526,0.028685258964143423,0.026294820717131517,0.054183266932270935
22,22,0.8924302788844621,0.8457142857142858,0.8738720262510254,0.9617856166256495,0.0063745019920319335,0.04860557768924301,0.016334661354581614,0.027091633466135523,-0.01195219123505964,0.043426294820717026,0.024302788844621448,0.05139442231075686,0.004382470119521864,0.00836653386454178,0.026294820717131517,0.050597609561752965
