,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.righttop_CO2_scaled,feature_importance.righttop_CO2_fd1_scaled,feature_importance.righttop_CO2_fd2_scaled,feature_importance.righttop_CO2_fd3_scaled
113,113,0.8645418326693227,0.8282828282828283,0.8701804757998359,0.9364916598304622,0.06892430278884465,0.021912350597609542,0.033466135458167345,0.014342629482071767
114,114,0.8406374501992032,0.7894736842105263,0.8352816516270167,0.9301339896089692,0.06374501992031878,0.010756972111553798,0.009960159362549792,0.003984063745020028
115,115,0.9043824701195219,0.883495145631068,0.9222381733661471,0.9790812141099262,0.012749003984063756,0.12270916334661353,0.04581673306772904,0.11115537848605572
116,116,0.8725099601593626,0.8476190476190476,0.8925006836204539,0.9757314738856987,0.1270916334661354,0.028286852589641365,0.10278884462151394,0.015139442231075773
117,117,0.852589641434263,0.8262910798122066,0.874487284659557,0.9393628657369429,0.14223107569721105,-0.003984063745019806,-0.00517928286852587,-0.0019920318725099584
118,118,0.8884462151394422,0.8613861386138614,0.9004990429313645,0.9751162154771671,0.015936254980079778,0.2103585657370517,0.16932270916334657,0.19083665338645406
119,119,0.7928286852589641,0.6486486486486487,0.7357123325129888,0.9230243368881598,0.07211155378486045,0.021912350597609542,0.00677290836653377,0.012749003984063645
120,120,0.8565737051792829,0.8285714285714286,0.875341810226962,0.9023106371342631,0.13745019920318724,0.008764940239043839,-0.005577689243027817,-0.0035856573705179695
121,121,0.7649402390438247,0.5354330708661418,0.6816379546076019,0.9420973475526387,0.045418326693226985,-0.005577689243027928,-0.03984063745019917,-0.014741035856573714
122,122,0.6334661354581673,0.0,0.5,0.9366967459666393,-1.1102230246251565e-16,-0.0015936254980080111,-1.1102230246251565e-16,-0.0007968127490040056
123,123,0.9123505976095617,0.8865979381443299,0.9170768389390211,0.9729969920700028,0.02111553784860576,0.4,0.36175298804780864,0.31633466135458155
124,124,0.8725099601593626,0.8490566037735849,0.8947908121410992,0.9778506972928631,0.007171314741035939,0.12509960159362543,0.18406374501992018,0.09960159362549803
125,125,0.8605577689243028,0.8356807511737089,0.883066721356303,0.9616488925348647,0.0023904382470120167,0.1888446215139441,0.06254980079681272,0.21235059760956176
126,126,0.6972111553784861,0.40625,0.6098578069455838,0.9099671862182116,0.020318725099601642,0.023107569721115606,0.02948207171314743,0.03107569721115544
127,127,0.8406374501992032,0.7333333333333333,0.7894790812141099,0.9497538966365874,0.025099601593625454,0.02390438247011961,0.027091633466135523,0.04183266932270924
128,128,0.8605577689243028,0.8356807511737089,0.883066721356303,0.9755263877495215,-0.0031872509960159112,0.14143426294820716,0.2203187250996016,0.1047808764940239
129,129,0.6334661354581673,0.0,0.5,0.8458435876401422,-1.1102230246251565e-16,0.004382470119521864,-1.1102230246251565e-16,-1.1102230246251565e-16
130,130,0.7689243027888446,0.546875,0.6870727372162975,0.9434645884604869,0.0816733067729083,0.01912350597609558,0.029880478087649376,0.03426294820717124
131,131,0.6334661354581673,0.0,0.5,0.9158463221219579,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16
132,132,0.796812749003984,0.7243243243243244,0.7823694284933005,0.8545255674049768,0.23067729083665334,0.0063745019920318224,0.015537848605577609,0.005976095617529875
133,133,0.8087649402390438,0.7303370786516854,0.7872231337161608,0.9303390757451464,0.017928286852589626,0.016334661354581614,0.019920318725099584,0.009960159362549792
134,134,0.8565737051792829,0.8285714285714286,0.875341810226962,0.8551408258135084,0.09521912350597606,0.04342629482071725,-0.003984063745019806,-0.0011952191235059528
135,135,0.7808764940239044,0.5864661654135338,0.7056672135630297,0.9404566584632212,0.026294820717131406,0.015139442231075662,0.01673306772908356,0.026693227091633354
136,136,0.8286852589641435,0.7189542483660131,0.780045118949959,0.949001914137271,0.0677290836653387,0.00836653386454178,0.007569721115537997,0.006772908366533881
137,137,0.6334661354581673,0.0,0.5,0.9351927809680065,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16
138,138,0.9123505976095617,0.8910891089108911,0.9262373530216024,0.9817473338802297,-0.009163346613545786,0.3199203187250995,0.11434262948207163,0.32470119521912344
139,139,0.8326693227091634,0.7980769230769231,0.8473133716160788,0.8626606508066722,0.21752988047808763,0.014741035856573825,0.017529880478087678,0.02270916334661366
