,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.leftlow_CO2_scaled
141,141,0.7450199203187251,0.6,0.6979764834563851,0.9012168444079847,0.22749003984063743
142,142,0.8605577689243028,0.8372093023255814,0.8853568498769484,0.9010117582718076,0.4924302788844621
143,143,0.6334661354581673,0.0,0.5,0.9164957615531857,-1.1102230246251565e-16
144,144,0.848605577689243,0.8207547169811321,0.8690525020508614,0.9312961443806399,0.4609561752988048
145,145,0.8685258964143426,0.847926267281106,0.8962264150943396,0.9096595570139461,0.49721115537848604
146,146,0.8884462151394422,0.8526315789473684,0.8867582718074924,0.9717664752529396,0.3645418326693227
147,147,0.852589641434263,0.8021390374331551,0.8447156138911676,0.9207683893902106,0.4266932270916335
148,148,0.6334661354581673,0.0,0.5,0.9551544982225868,-1.1102230246251565e-16
149,149,0.8605577689243028,0.8372093023255814,0.8853568498769484,0.9055236532677058,0.49043824701195216
150,150,0.6334661354581673,0.0,0.5,0.92787804211102,-1.1102230246251565e-16
151,151,0.7410358565737052,0.5751633986928104,0.6856713152857534,0.886860814875581,0.12390438247011948
152,152,0.9083665338645418,0.8844221105527639,0.9185124418922614,0.9839349193327864,0.4729083665338645
153,153,0.8565737051792829,0.8317757009345794,0.8799220672682526,0.9316379546076019,0.4892430278884462
154,154,0.848605577689243,0.8207547169811321,0.8690525020508614,0.8770850423844682,0.4749003984063745
155,155,0.6334661354581673,0.0,0.5,0.9420289855072463,-1.1102230246251565e-16
156,156,0.6334661354581673,0.0,0.5,0.9087708504238448,-0.0007968127490040056
157,157,0.8565737051792829,0.8317757009345794,0.8799220672682526,0.8685056056877223,0.47290836653386453
158,158,0.8645418326693227,0.8349514563106796,0.8793409898824174,0.9548810500410172,0.42470119521912353
159,159,0.7370517928286853,0.5657894736842105,0.6802365326770577,0.8996445173639596,0.17689243027888446
160,160,0.8007968127490039,0.7395833333333334,0.7946745966639321,0.889595296691277,0.33306772908366533
161,161,0.852589641434263,0.8262910798122066,0.874487284659557,0.9344749794913865,0.4589641434262948
162,162,0.8764940239043825,0.848780487804878,0.8910650806672136,0.9609652720809407,0.4454183266932271
163,163,0.6334661354581673,0.0,0.5,0.9265449822258681,-1.1102230246251565e-16
