,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.lefttop_CO2_scaled,feature_importance.lefttop_temperature_scaled,feature_importance.lefttop_humidity_scaled
202,202,0.8773234200743495,0.7950310559006211,0.833701793171211,0.8234463276836157,0.3873605947955391,0.017100371747211907,0.1122676579925651
203,203,0.8847583643122676,0.8143712574850299,0.8497912060918693,0.8406411201179071,0.3301115241635687,0.004832713754646778,0.035687732342007505
204,204,0.8661710037174721,0.7721518987341772,0.817397445345124,0.8117170228445099,0.34460966542750937,-0.0007434944237918462,0.05910780669144988
205,205,0.8661710037174721,0.7831325301204819,0.827837140751658,0.824674527143208,0.2092936802973978,0.018959107806691522,0.009665427509293556
206,206,0.8475836431226765,0.757396449704142,0.8111029231147138,0.8157700810611644,0.170260223048327,0.005204460966542812,0.009293680297397633
207,207,0.8884758364312267,0.8192771084337349,0.8526160648489314,0.8222795381970033,0.4185873605947955,0.00892193308550182,0.06022304832713754
208,208,0.8587360594795539,0.759493670886076,0.8091378039793662,0.7939695406534021,0.41003717472118956,0.0033457249070631967,0.06394052044609655
209,209,0.8661710037174721,0.7721518987341772,0.817397445345124,0.8069270449521002,0.38066914498141263,0.014126394052044633,0.07026022304832713
210,210,0.8736059479553904,0.7901234567901234,0.8308769344141489,0.8362810120363546,0.33197026022304843,-0.0007434944237917351,0.013382899628252787
211,211,0.8810408921933085,0.8072289156626506,0.8443564234831737,0.8297101449275364,0.35464684014869885,0.00631970260223047,0.03977695167286244
212,212,0.8475836431226765,0.7602339181286549,0.8137128469663473,0.8133136821419797,0.10743494423791822,0.007806691449814052,0.0033457249070630857
213,213,0.8587360594795539,0.759493670886076,0.8091378039793662,0.8303242446573323,0.3282527881040892,-0.00855018587360612,0.028624535315985078
214,214,0.8438661710037175,0.7529411764705882,0.8082780643576517,0.8048391058707934,0.12379182156133839,-0.0018587360594795044,0.014126394052044744
215,215,0.8475836431226765,0.770949720670391,0.8241525423728814,0.8368951117661508,0.1631970260223048,-0.0007434944237918462,-0.019702602230483257
216,216,0.8810408921933085,0.813953488372093,0.8521861950380742,0.8438958486858266,0.34981412639405207,0.012267657992564907,0.0026022304832712395
217,217,0.8810408921933085,0.8024691358024691,0.8391365757799067,0.8264554163596167,0.3676579925650557,0.02118959107806684,0.06802973977695159
218,218,0.8661710037174721,0.7804878048780488,0.8252272169000245,0.8367722918201915,0.32899628252788093,-0.008550185873605898,0.014126394052044633
219,219,0.8847583643122676,0.8121212121212121,0.8471812822402358,0.8317366740358635,0.3483271375464684,0.005947955390334547,0.029739776951672847
220,220,0.8773234200743495,0.7924528301886793,0.8310918693195775,0.8263325964136575,0.39219330855018586,0.03011152416356888,0.10297397769516736
221,221,0.8736059479553904,0.7901234567901234,0.8308769344141489,0.8357897322525177,0.3226765799256506,0.005947955390334658,0.04758364312267682
222,222,0.8847583643122676,0.8098159509202454,0.8445713583886023,0.8270695160894129,0.4011152416356877,0.010037174721189368,0.07286245353159859
223,223,0.8736059479553904,0.7875,0.8282670105625154,0.8200073691967574,0.38996282527881043,0.003717472118959231,0.07137546468401501
224,224,0.8847583643122676,0.8121212121212121,0.8471812822402358,0.8316752640628838,0.3420074349442379,0.011524163568773171,0.05130111524163561
225,225,0.8587360594795539,0.7710843373493976,0.8195774993859002,0.8544583640383198,0.18847583643122678,0.011524163568773282,0.009293680297397633
226,226,0.8513011152416357,0.7674418604651163,0.819147629575043,0.8271309260623925,0.12527881040892197,0.009665427509293667,0.0011152416356876582
227,227,0.8810408921933085,0.8117647058823529,0.8495762711864407,0.8357283222795382,0.31598513011152407,0.014126394052044522,-0.0033457249070630857
228,228,0.8587360594795539,0.7564102564102564,0.8065278801277327,0.813129452223041,0.36765799256505577,0.008550185873606009,0.07992565055762091
229,229,0.8810408921933085,0.8024691358024691,0.8391365757799067,0.8295259150085975,0.3985130111524164,0.023048327137546343,0.09479553903345717
230,230,0.8698884758364313,0.7770700636942676,0.8202223041021861,0.7953819700319332,0.37918215613382905,0.021933085501858796,0.08921933085501865
231,231,0.8661710037174721,0.7692307692307693,0.8147875214934905,0.8252886268730042,0.3717472118959108,0.023420074349442488,0.07881040892193314
232,232,0.8736059479553904,0.7875,0.8282670105625154,0.8535986244166053,0.29665427509293685,0.010780669144981325,0.04052044609665428
233,233,0.8661710037174721,0.7721518987341772,0.817397445345124,0.8203144190616557,0.37063197026022293,0.028996282527881,0.10446096654275094
234,234,0.8773234200743495,0.7975460122699386,0.8363117170228445,0.8445099484156228,0.3397769516728625,0.013011152416356864,0.08624535315985127
235,235,0.8736059479553904,0.7848101265822784,0.8256570867108819,0.8331491034143946,0.32750929368029746,0.015241635687732291,0.05613382899628272
236,236,0.862453531598513,0.7757575757575758,0.8224023581429625,0.8165070007369196,0.20334572490706315,0.014126394052044522,0.011524163568773393
237,237,0.862453531598513,0.7612903225806451,0.8093527388847949,0.8301400147383936,0.3182156133828996,0.025278810408921992,0.04535315985130117
238,238,0.8847583643122676,0.8121212121212121,0.8471812822402358,0.8275607958732497,0.3988847583643123,0.011895910780669094,0.07211895910780663
239,239,0.8773234200743495,0.8070175438596491,0.8467514124293785,0.8331491034143944,0.2639405204460967,0.017100371747211907,-0.00520446096654259
240,240,0.8736059479553904,0.7875,0.8282670105625154,0.8122697126013264,0.40892193308550195,0.02267657992565053,0.0985130111524164
241,241,0.8736059479553904,0.8023255813953488,0.8439265536723164,0.8369565217391305,0.2635687732342009,0.006319702602230581,-0.0029739776951671626
242,242,0.8698884758364313,0.782608695652174,0.8254421518054532,0.8043478260869567,0.38327137546468404,0.03122676579925654,0.1427509293680298
243,243,0.8810408921933085,0.8072289156626506,0.8443564234831737,0.8201915991156964,0.3962825278810409,0.017843866171003753,0.07918215613382895
244,244,0.8550185873605948,0.7483870967741936,0.8010930975190371,0.8370793416850896,0.3278810408921933,-0.0003717472118960341,0.05427509293680299
245,245,0.8661710037174721,0.7857142857142857,0.8304470646032915,0.8147875214934904,0.20260223048327142,0.013011152416356864,0.010037174721189701
246,246,0.8661710037174721,0.7721518987341772,0.817397445345124,0.8269466961434537,0.3869888475836431,0.014869888475836368,0.13382899628252787
247,247,0.8847583643122676,0.8187134502923976,0.8550110537951363,0.8329034635224761,0.28178438661710037,0.018215613382899565,0.0037174721189591198
248,248,0.8661710037174721,0.7692307692307693,0.8147875214934905,0.8454925079832964,0.3684014869888476,0.03643122676579913,0.112267657992565
249,249,0.8773234200743495,0.8,0.838921640874478,0.8130680422500615,0.3687732342007436,0.0074349442379181285,0.0799256505576208
