,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.lefttop_CO2_scaled,feature_importance.lefttop_temperature_scaled,feature_importance.lefttop_humidity_scaled
190,190,0.8698884758364313,0.7878787878787878,0.8306619995087202,0.8292802751166789,0.2665427509293682,-0.0007434944237918462,0.004832713754646778
191,191,0.8847583643122676,0.8165680473372781,0.8524011299435028,0.8378776713338246,0.37323420074349434,0.015613382899628103,0.11338289962825276
192,192,0.8847583643122676,0.8121212121212121,0.8471812822402358,0.8393515106853352,0.33791821561338287,0.013754646840148599,0.12676579925650566
193,193,0.8587360594795539,0.7564102564102564,0.8065278801277327,0.7991893883566692,0.40483271375464686,0.015985130111524026,0.08587360594795534
194,194,0.8475836431226765,0.7602339181286549,0.8137128469663473,0.8334561532792926,0.13159851301115233,-0.004832713754646889,-0.004832713754646889
195,195,0.8513011152416357,0.75,0.803488086465242,0.8337017931712112,0.36505576208178436,0.01635687732341995,0.09405204460966532
196,196,0.862453531598513,0.7672955974842768,0.8145725865880619,0.8212355686563498,0.3490706319702602,0.014498141263940556,0.09776951672862455
197,197,0.8661710037174721,0.7931034482758621,0.838276836158192,0.8348685826578237,0.2888475836431227,0.009665427509293556,-0.004089219330855043
198,198,0.8773234200743495,0.7950310559006211,0.833701793171211,0.8450012281994596,0.37620817843866183,0.02118959107806684,0.10334572490706329
199,199,0.8736059479553904,0.7926829268292683,0.8334868582657824,0.8174895603045934,0.4014869888475837,0.0,0.10260223048327133
200,200,0.862453531598513,0.7784431137724551,0.825012281994596,0.8402112503070498,0.18327137546468408,0.013754646840148599,0.0033457249070631967
201,201,0.862453531598513,0.7643312101910829,0.8119626627364285,0.8165684107098993,0.3851301115241636,0.009293680297397744,0.10148698884758367
