,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backtop_CO2_scaled,feature_importance.backtop_temperature_scaled,feature_importance.backtop_humidity_scaled
210,210,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9424941245593419,0.23791666666666667,0.06166666666666665,0.025416666666666754
211,211,0.9083333333333333,0.8804347826086957,0.9030552291421856,0.950940070505288,0.21000000000000008,0.06666666666666654,0.0024999999999999467
212,212,0.9,0.8695652173913043,0.8942420681551116,0.9526292596944772,0.1412500000000001,0.07416666666666671,0.014583333333333282
213,213,0.8958333333333334,0.8648648648648649,0.8908636897767332,0.9413924794359577,0.12791666666666668,0.06500000000000006,0.010833333333333361
214,214,0.8833333333333333,0.8390804597701149,0.8663337250293772,0.9471944770857815,0.15166666666666662,0.06874999999999987,0.0024999999999999467
215,215,0.8583333333333333,0.7976190476190477,0.8337250293772033,0.9499118683901293,0.12624999999999997,0.050000000000000044,0.050416666666666665
216,216,0.8041666666666667,0.6887417218543046,0.7589600470035253,0.9487367802585194,0.11583333333333345,0.010000000000000009,0.0508333333333334
217,217,0.8833333333333333,0.8585858585858586,0.8910105757931845,0.9613689776733255,0.10208333333333319,0.05916666666666659,-0.02083333333333326
218,218,0.9125,0.8864864864864865,0.9084900117508813,0.9455052878965922,0.20958333333333334,0.09499999999999986,0.0033333333333332993
219,219,0.9041666666666667,0.8743169398907104,0.89762044653349,0.942494124559342,0.1891666666666667,0.0708333333333333,0.012499999999999845
220,220,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9395564042303174,0.19124999999999992,0.06166666666666665,-0.0025000000000001688
221,221,0.8166666666666667,0.7027027027027027,0.7690951821386605,0.9460193889541715,0.10875000000000012,0.12166666666666659,0.05499999999999994
222,222,0.9083333333333333,0.8804347826086957,0.9030552291421856,0.9429347826086957,0.1908333333333333,0.07666666666666666,0.006249999999999978
223,223,0.85,0.7777777777777778,0.8187426556991775,0.9487367802585194,0.12624999999999997,0.04625000000000001,-0.011666666666666714
224,224,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9336075205640424,0.21749999999999992,0.06250000000000011,0.017916666666666803
225,225,0.8958333333333334,0.8648648648648649,0.8908636897767332,0.9567420681551116,0.1595833333333334,0.05583333333333329,-0.0033333333333332993
226,226,0.8541666666666666,0.782608695652174,0.8221210340775558,0.9433754406580493,0.10291666666666666,0.06541666666666657,0.013749999999999929
227,227,0.8958333333333334,0.8633879781420765,0.888807285546416,0.9470475910693302,0.1625000000000001,0.0625,0.043749999999999956
228,228,0.8708333333333333,0.8228571428571428,0.8541421856639249,0.9443301997649824,0.12625000000000008,0.046666666666666634,0.0379166666666666
229,229,0.8666666666666667,0.8024691358024691,0.8363689776733255,0.9521886016451234,0.1466666666666666,0.07125000000000004,0.04916666666666658
230,230,0.9,0.8723404255319149,0.8983548766157461,0.9504994124559343,0.14249999999999996,0.06541666666666668,-0.005416666666666736
231,231,0.6166666666666667,0.0,0.5,0.9435957696827263,-0.0012499999999999734,-1.1102230246251565e-16,0.0008333333333333526
232,232,0.8041666666666667,0.6713286713286714,0.7507344300822562,0.9463131609870741,0.08250000000000002,0.04458333333333342,-0.02124999999999999
233,233,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9429347826086956,0.23250000000000004,0.06541666666666657,0.012499999999999845
234,234,0.8541666666666666,0.7852760736196319,0.824177438307873,0.9418331374853114,0.11916666666666664,0.053749999999999964,0.004583333333333273
235,235,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9452849588719153,0.2054166666666667,0.06458333333333344,0.0029166666666667895
236,236,0.9,0.8695652173913043,0.8942420681551116,0.9381609870740306,0.19541666666666668,0.06874999999999998,-0.004166666666666541
237,237,0.9083333333333333,0.8817204301075269,0.9051116333725029,0.9431551116333725,0.23375,0.0641666666666667,0.0008333333333333526
238,238,0.8916666666666667,0.8571428571428571,0.8833725029377204,0.939042303172738,0.16708333333333347,0.07500000000000007,0.02499999999999991
239,239,0.9,0.8695652173913043,0.8942420681551116,0.94286133960047,0.1925,0.06291666666666662,0.009999999999999787
240,240,0.9083333333333333,0.8804347826086957,0.9030552291421856,0.9409518213866039,0.20000000000000007,0.07291666666666674,-1.1102230246251565e-16
241,241,0.85,0.7804878048780488,0.8207990599294948,0.9419800235017626,0.12208333333333332,0.0591666666666667,0.018333333333333313
242,242,0.8625,0.8023952095808383,0.8371034077555817,0.9527027027027029,0.12541666666666673,0.0591666666666667,0.01750000000000007
243,243,0.8333333333333334,0.7368421052631579,0.790834312573443,0.946900705052879,0.12708333333333333,0.0887500000000001,0.06291666666666662
244,244,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9407314923619271,0.19458333333333333,0.061249999999999916,-0.0024999999999999467
245,245,0.8958333333333334,0.8691099476439791,0.8970329024676851,0.9487367802585195,0.1970833333333335,0.09000000000000019,-0.010000000000000009
246,246,0.8833333333333333,0.8426966292134831,0.8704465334900118,0.94286133960047,0.13374999999999992,0.07000000000000006,0.014583333333333282
247,247,0.8125,0.6896551724137931,0.7616039952996474,0.940364277320799,0.09958333333333336,0.08250000000000002,0.02416666666666667
248,248,0.8625,0.8,0.8350470035252644,0.9510869565217392,0.12124999999999997,0.05500000000000016,0.022916666666666696
249,249,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9413924794359577,0.22916666666666663,0.05958333333333343,0.00708333333333333
