,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backtop_CO2_scaled,feature_importance.backtop_temperature_scaled,feature_importance.backtop_humidity_scaled
118,118,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9391157461809636,0.21333333333333337,0.06250000000000011,-0.004583333333333384
119,119,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9424941245593419,0.17958333333333332,0.06166666666666665,-0.004583333333333384
120,120,0.725,0.4406779661016949,0.6413043478260869,0.9465334900117509,0.10249999999999992,0.050416666666666665,0.004166666666666652
121,121,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9397767332549942,0.20000000000000007,0.06250000000000011,0.009166666666666545
122,122,0.8916666666666667,0.8586956521739131,0.8854289071680377,0.9480757931844888,0.16000000000000003,0.054166666666666696,0.027083333333333348
123,123,0.8958333333333334,0.8633879781420765,0.888807285546416,0.9462397179788483,0.14875000000000016,0.0675,0.02375000000000005
124,124,0.8958333333333334,0.8633879781420765,0.888807285546416,0.944403642773208,0.1545833333333333,0.05999999999999994,1.1102230246251565e-16
125,125,0.8916666666666667,0.8617021276595744,0.8895417156286722,0.9621768507638073,0.13124999999999998,0.053333333333333455,-0.005416666666666625
126,126,0.825,0.7307692307692307,0.7861339600470035,0.9412455934195064,0.09041666666666659,0.06333333333333324,-0.00666666666666671
127,127,0.8958333333333334,0.8633879781420765,0.888807285546416,0.948810223266745,0.1433333333333333,0.06458333333333333,0.01333333333333342
128,128,0.8416666666666667,0.7654320987654321,0.8099294947121034,0.9336075205640423,0.09583333333333333,0.0641666666666666,0.023333333333333317
129,129,0.8416666666666667,0.759493670886076,0.8058166862514688,0.9303760282021152,0.14208333333333334,0.04958333333333331,0.022500000000000075
130,130,0.8875,0.8556149732620321,0.8841069330199764,0.9587984723854288,0.12458333333333327,0.04791666666666672,0.019999999999999907
131,131,0.8916666666666667,0.87,0.9018801410105758,0.9464600470035253,0.2450000000000001,0.09250000000000003,0.0004166666666666208
132,132,0.8458333333333333,0.7643312101910829,0.8091950646298472,0.9521886016451234,0.1316666666666667,0.06125000000000003,0.056666666666666754
133,133,0.8958333333333334,0.8587570621468926,0.8826380728554641,0.9426410105757932,0.19583333333333341,0.09250000000000003,-0.005416666666666736
134,134,0.9041666666666667,0.8743169398907104,0.89762044653349,0.9395564042303174,0.1841666666666667,0.06666666666666665,0.01416666666666666
135,135,0.9,0.8709677419354839,0.8962984723854289,0.9462397179788484,0.15541666666666665,0.06374999999999997,-0.0050000000000000044
136,136,0.7875,0.6382978723404256,0.7310517038777908,0.939042303172738,0.06208333333333338,0.14291666666666658,0.030833333333333268
137,137,0.9,0.8695652173913043,0.8942420681551116,0.9461662749706228,0.15500000000000014,0.06708333333333327,0.007916666666666572
138,138,0.8041666666666667,0.6758620689655173,0.7527908343125735,0.947855464159812,0.07000000000000006,0.05958333333333332,0.00041666666666650976
139,139,0.7166666666666667,0.4426229508196721,0.6366039952996475,0.9410987074030553,0.047083333333333366,0.08041666666666669,0.03499999999999992
