,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.frontlow_CO2_scaled,feature_importance.frontlow_temperature_scaled,feature_importance.frontlow_humidity_scaled
179,179,0.8291666666666667,0.7284768211920529,0.7853995299647474,0.8986486486486487,0.10333333333333328,0.039583333333333415,0.0008333333333333526
180,180,0.8791666666666667,0.8304093567251462,0.8588425381903643,0.906066392479436,0.15625,0.057083333333333375,0.015416666666666745
181,181,0.9083333333333333,0.8804347826086957,0.9030552291421856,0.9021004700352526,0.21000000000000008,0.07833333333333325,0.013749999999999818
182,182,0.8875,0.8439306358381503,0.8697121034077555,0.901072267920094,0.21583333333333332,0.0724999999999999,-0.004583333333333495
183,183,0.8833333333333333,0.8372093023255814,0.86427732079906,0.8921856639247943,0.20375,0.09333333333333338,-0.0029166666666667895
184,184,0.9083333333333333,0.8777777777777778,0.8989424206815511,0.8977673325499413,0.25916666666666677,0.10166666666666668,0.0024999999999999467
185,185,0.8208333333333333,0.7074829931972789,0.7724735605170387,0.9040099882491187,0.09333333333333327,0.02750000000000008,0.01041666666666674
186,186,0.875,0.8214285714285714,0.8513513513513513,0.901659811985899,0.16208333333333336,0.042916666666666714,0.006666666666666599
187,187,0.9,0.8620689655172413,0.8839600470035253,0.9030552291421856,0.21416666666666673,0.07416666666666671,0.016666666666666607
188,188,0.9125,0.8839779005524862,0.9043772032902467,0.8982814336075206,0.23291666666666655,0.0891666666666665,0.015833333333333255
189,189,0.8833333333333333,0.8372093023255814,0.86427732079906,0.9057726204465335,0.15041666666666675,0.05833333333333335,0.014583333333333282
190,190,0.8875,0.8421052631578947,0.8676556991774383,0.9009988249118683,0.18458333333333332,0.06708333333333316,0.015000000000000013
191,191,0.8708333333333333,0.8143712574850299,0.8459165687426558,0.8979876615746181,0.15916666666666668,0.07916666666666661,-0.002083333333333437
192,192,0.8583333333333333,0.7926829268292683,0.8296122209165688,0.9074618096357228,0.14874999999999994,0.0495833333333332,0.008750000000000147
193,193,0.8583333333333333,0.7926829268292683,0.8296122209165688,0.8980611045828437,0.1399999999999999,0.05374999999999985,0.003749999999999809
194,194,0.8958333333333334,0.8554913294797688,0.8785252643948296,0.895490599294947,0.22958333333333336,0.08208333333333329,-0.0016666666666668162
195,195,0.9083333333333333,0.8804347826086957,0.9030552291421856,0.8986486486486487,0.2633333333333333,0.1020833333333333,-1.1102230246251565e-16
196,196,0.9083333333333333,0.8791208791208791,0.9009988249118683,0.8965922444183313,0.2575000000000002,0.10333333333333328,0.0016666666666667052
197,197,0.8666666666666667,0.8072289156626506,0.8404817861339601,0.8977673325499412,0.14874999999999994,0.05166666666666686,0.005833333333333468
198,198,0.8833333333333333,0.8372093023255814,0.86427732079906,0.9096650998824912,0.16666666666666674,0.05333333333333323,0.02708333333333346
199,199,0.8291666666666667,0.7421383647798742,0.7936251468860165,0.8868977673325499,0.10958333333333337,0.0508333333333334,-0.012916666666666576
200,200,0.8875,0.8421052631578947,0.8676556991774383,0.9051850763807285,0.16166666666666663,0.05958333333333332,0.05208333333333337
201,201,0.8958333333333334,0.8571428571428571,0.8805816686251469,0.8974001175088131,0.22375000000000012,0.09999999999999998,-0.004583333333333273
202,202,0.9041666666666667,0.8715083798882681,0.8935076380728555,0.9035693301997649,0.22375,0.06916666666666671,0.013333333333333308
203,203,0.9,0.8651685393258427,0.8880728554641598,0.8987955346651,0.2100000000000002,0.09583333333333344,0.0024999999999998357
204,204,0.8875,0.8439306358381503,0.8697121034077555,0.9056991774383079,0.19333333333333336,0.0691666666666666,0.0029166666666666785
205,205,0.8958333333333334,0.8571428571428571,0.8805816686251469,0.8990893066980024,0.20750000000000013,0.08583333333333343,0.0
206,206,0.8333333333333334,0.7468354430379747,0.7970035252643948,0.907021151586369,0.10958333333333337,0.03375000000000006,0.006666666666666599
207,207,0.8416666666666667,0.7625,0.8078730904817861,0.9013660399529965,0.12250000000000016,0.05625000000000002,-0.009166666666666656
208,208,0.8541666666666666,0.7852760736196319,0.824177438307873,0.904524089306698,0.14625,0.03416666666666657,0.0183333333333332
