,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.frontlow_temperature_scaled,feature_importance.frontlow_CO2_scaled,feature_importance.frontlow_humidity_scaled,feature_importance.frontlow_temperature_fd1_scaled,feature_importance.frontlow_humidity_fd3_scaled,feature_importance.frontlow_humidity_fd2_scaled,feature_importance.frontlow_CO2_fd2_scaled,feature_importance.frontlow_CO2_fd3_scaled,feature_importance.frontlow_temperature_fd2_scaled,feature_importance.frontlow_humidity_fd1_scaled,feature_importance.frontlow_CO2_fd1_scaled,feature_importance.frontlow_temperature_fd3_scaled
16,16,0.9465020576131687,0.946557779632715,0.9442124964008063,0.9871148862654766,2.56492116866742,1.0808502138462563,1.941490053907852,1.7689780196833824,0.2330448341084979,0.056378600823045286,0.07160493827160498,0.03374485596707821,-0.0024691358024691245,0.00658436213991771,-0.0012345679012345622,0.00452674897119344,0.005349794238683159,-0.002057613168724259,-0.003292181069958833,0.003703703703703731,0.0012345679012345956
17,17,0.9547325102880658,0.9548963879865457,0.9545755968169761,0.9879899793692897,2.579840140760102,1.1705413173143095,1.2500079018360142,2.1254010961336705,0.45000710880632966,0.12057613168724277,0.06872427983539094,0.05596707818930038,0.006995884773662519,0.0008230452674897082,0.007407407407407374,0.004526748971193395,0.0024691358024691245,-0.0008230452674897082,0.006172839506172811,0.0028806584362139785,0.005761316872427957
18,18,0.9465020576131687,0.9463015324823113,0.9388224135415146,0.9924850430468408,2.726751107839418,1.2911834231802335,1.8501483026141288,1.0923204291427813,1.0653248505548933,0.09176954732510291,0.08518518518518522,0.03168724279835394,-0.007818930041152227,0.002880658436214034,-0.0037037037037036757,-0.0028806584362139785,0.003292181069958855,-0.006172839506172811,-0.005761316872427957,-0.0016460905349794165,-0.005761316872427957
19,19,0.9465020576131687,0.9470710873713146,0.9504662004662006,0.9873348873348874,2.9826916468478584,0.9026339898170962,1.2104104138889284,1.5740182555644042,0.8758400594764725,0.0843621399176955,0.08559670781893007,0.027572016460905367,-0.0012345679012345622,-0.0020576131687242705,0.0024691358024691358,0.005349794238683181,0.005349794238683148,0.0008230452674897082,-0.0012345679012345512,-0.004115226337448541,0.002057613168724304
20,20,0.9629629629629629,0.9632712882475724,0.9658840214308226,0.9928301292152537,2.6497997617463236,0.9900284788071902,0.888711678711872,1.9313257325033937,1.1349486070854498,0.13086419753086415,0.0864197530864197,0.06172839506172835,0.003703703703703687,0.00905349794238679,0.0012345679012345401,-0.0032921810699589214,0.003703703703703687,-0.004115226337448629,-0.0028806584362140453,0.006172839506172811,0.0012345679012345512
21,21,0.9670781893004116,0.9673142344291275,0.9687350071965457,0.9895250279865665,2.2614768475967484,1.353387468213793,1.8689938356129352,1.7543912371078567,0.4995256285881271,0.0901234567901235,0.06748971193415641,0.02921810699588483,0.004115226337448652,0.00493827160493836,0.00493827160493836,0.0024691358024691913,0.005761316872428068,0.0032921810699589106,0.004526748971193495,0.0028806584362140565,0.0037037037037037533
22,22,0.9300411522633745,0.9307482809118127,0.9353429121611614,0.9767441860465117,2.539339014156715,1.1621756673271064,1.4996629962256471,1.9444402880880234,0.7605986331580274,0.09629629629629628,0.09259259259259259,0.05061728395061728,-0.011934156378600824,-0.004526748971193406,0.004938271604938249,-0.0028806584362139785,-0.003703703703703687,-0.01069958847736625,-0.006995884773662553,0.0004115226337448541,0.0
23,23,0.9547325102880658,0.9549654430876751,0.9527261266939804,0.9876300031515916,2.732348943838099,0.9078699015823882,1.4684802977853515,1.9099560075825461,0.8871237109529672,0.07860082304526747,0.07736625514403292,0.04526748971193415,-0.003703703703703687,0.003292181069958833,0.0028806584362139785,-0.0008230452674897082,0.00493827160493826,0.0008230452674897082,0.0,0.003292181069958833,0.003292181069958833
24,24,0.9259259259259259,0.9266037279109174,0.9295289586727893,0.9702266330913939,2.9035392473944417,0.3901074249414272,1.5669606548988262,2.184564144976344,0.9439629899745197,0.09876543209876544,0.07325102880658436,0.04032921810699588,0.006172839506172823,0.005349794238683103,0.0057613168724279795,0.0012345679012345622,0.006584362139917676,0.003703703703703687,0.0024691358024691245,0.006584362139917676,0.0020576131687242705
25,25,0.9670781893004116,0.9670781893004116,0.9636118598382749,0.9944594189877209,3.7845518786995007,0.15938702526380338,1.5212999549932442,1.48828449356312,0.640327223216406,0.09835390946502062,0.10082304526748975,0.05802469135802474,0.008641975308642047,0.009465020576131754,0.004115226337448619,0.005761316872428058,0.009053497942386902,0.004115226337448641,0.001646090534979483,0.006172839506172922,0.0
