,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.frontlow_temperature_scaled,feature_importance.frontlow_humidity_scaled,feature_importance.frontlow_temperature_fd3_scaled,feature_importance.frontlow_humidity_fd3_scaled,feature_importance.frontlow_temperature_fd1_scaled,feature_importance.frontlow_humidity_fd1_scaled,feature_importance.frontlow_temperature_fd2_scaled,feature_importance.frontlow_humidity_fd2_scaled
69,69,0.9382716049382716,0.9385273999040883,0.935730421686747,0.981777108433735,1.6612662202130444,0.8495109874167512,0.7459465355923224,2.757377798430179,0.8180277594230375,0.17901234567901225,0.07489711934156375,0.03251028806584357,0.009465020576131643,0.02139917695473247,0.00987654320987651,0.010699588477366207,-0.006584362139917754
70,70,0.9465020576131687,0.9468959818561756,0.9473926380368098,0.9824386503067484,1.876758798938974,0.6678251529893113,1.9324538550069015,2.2947736686603615,0.05788861176029319,0.16913580246913582,0.08436213991769549,0.042386831275720196,0.010699588477366306,0.01399176954732514,0.014403292181069994,0.004938271604938283,0.024691358024691377
71,71,0.934156378600823,0.9350807331240595,0.9413785118863847,0.9753010188329732,1.9916506292351879,0.8068668154054138,1.5650491663175918,1.9073974294423615,0.5269499484694343,0.1736625514403292,0.0604938271604938,0.02921810699588473,0.007407407407407374,0.0028806584362139676,0.000411522633744843,-0.0008230452674897193,0.003703703703703665
72,72,0.9218106995884774,0.9223160875946091,0.9205974842767295,0.9634621144055107,2.5401717347239443,0.7114582746758722,1.8530035415072588,2.1032683839073125,0.043129748508211545,0.1794238683127572,0.0740740740740741,0.029218106995884795,0.016460905349794264,-0.0016460905349794052,0.009465020576131722,-0.0037037037037036757,0.0020576131687242926
73,73,0.9423868312757202,0.9430131546289403,0.9475308641975309,0.9753848498704466,2.658037513631041,0.7741727704544888,1.6819731567001537,1.5045786673271997,0.21875571796174492,0.2004115226337449,0.053497942386831324,0.020576131687242837,0.013168724279835443,0.0008230452674897415,0.01111111111111116,0.010288065843621453,0.0028806584362140453
74,74,0.9588477366255144,0.9588477366255144,0.9545148247978437,0.9874962563641809,2.6318434428992052,0.9591986242627801,1.2444630480450891,1.4602996271588868,0.759991797816666,0.19423868312757198,0.08106995884773657,0.03950617283950617,0.007818930041152227,0.007407407407407374,0.015226337448559635,0.002057613168724259,0.004526748971193395
75,75,0.9670781893004116,0.9673466135946487,0.9721633085896076,0.9893198000302984,2.2418650112794,0.8922639116663454,1.8129438005817349,1.9869737821395819,0.39213756659820104,0.20000000000000004,0.068724279835391,0.040329218106995926,0.015226337448559713,0.016049382716049422,0.03086419753086426,0.011522633744856025,0.014403292181070004
76,76,0.9423868312757202,0.9428879096633448,0.9443251533742332,0.9764570552147239,3.3164951565119463,0.9778486802523498,1.6486444484213512,1.40888895261674,-0.5426012199970178,0.19753086419753088,0.05226337448559676,0.038271604938271656,0.0061728395061728895,0.007407407407407462,0.009053497942386867,0.0012345679012345956,0.004115226337448608
77,77,0.9135802469135802,0.9146873658365297,0.9199236298292902,0.9584456424079065,2.469605903773633,0.7824344725017389,1.8334209125325545,1.6186725785014042,0.6929239058106278,0.19876543209876538,0.06913580246913577,0.01687242798353903,0.004115226337448518,0.007818930041152227,0.014403292181069893,0.006584362139917666,0.001234567901234529
78,78,0.9588477366255144,0.9591832669933109,0.962960157551886,0.9840175730949856,1.5801762453430075,0.46745738856202035,2.324800581603657,2.1237870962681535,0.3101022803524667,0.19382716049382714,0.07325102880658435,0.01687242798353906,0.011111111111111082,0.0016460905349794052,0.01851851851851848,0.0012345679012345401,0.009876543209876498
79,79,0.9506172839506173,0.9510605389007651,0.9535736338376042,0.9858752701451066,1.5043641735982876,1.1324326113269914,1.5538375353540685,2.4325994652749454,0.42201681699927673,0.18436213991769548,0.06954732510288067,0.04773662551440331,0.013991769547325117,0.009053497942386824,0.016872427983539107,0.004526748971193395,0.0004115226337448541
80,80,0.9588477366255144,0.9589285367999252,0.958494623655914,0.9830824372759857,2.268559847979309,1.2385112089313486,1.7360709482870287,1.5399960927330734,0.25380170080323333,0.18559670781893,0.09588477366255141,0.02263374485596705,0.0222222222222222,0.009465020576131643,0.0127572016460905,0.01769547325102878,0.011111111111111072
81,81,0.9176954732510288,0.9198553635794211,0.9335899115623977,0.9690468391745823,1.5111961025854277,0.9505150194882848,1.5339171510096097,2.3938405409182164,0.5443810405679781,0.168724279835391,0.059670781893004156,0.06543209876543214,0.004115226337448619,0.0012345679012346177,0.013580246913580295,-0.003292181069958833,0.006584362139917766
