,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.lefttop_CO2_scaled,feature_importance.lefttop_humidity_scaled,feature_importance.lefttop_temperature_scaled
104,104,0.9709090909090909,0.971107438016529,0.960910005027652,0.9961454667337021,2.2466677631177427,0.15065315633947818,2.1746877451309174,2.2138261351913626,1.521982212053134,0.22290909090909095,0.16909090909090913,0.00545454545454549
105,105,0.9709090909090909,0.971097552053612,0.9617987606001304,0.9973091976516635,2.506353435276621,0.4462221452661787,1.9512923145031233,1.790895908835085,1.4752184483343296,0.21490909090909094,0.19236363636363643,0.02254545454545458
106,106,0.9927272727272727,0.9926835799859056,0.9836065573770492,0.9992339512793014,2.2663985018345914,0.8013701956188362,1.8030931719278218,1.8849058313228866,1.335594976307481,0.2396363636363636,0.20981818181818176,0.042909090909090855
107,107,0.9527272727272728,0.9523268449197861,0.9256516587677726,0.9895586492890995,2.6419612294740644,-0.12543621106945574,1.8260890964150909,2.8302882988707445,1.8126985849622466,0.2210909090909091,0.18690909090909097,0.019272727272727285
108,108,0.9636363636363636,0.9636363636363636,0.9479403301529608,0.9934120854157201,1.8514444011509739,0.20560763962653372,2.1823102630079823,2.110440290677917,1.7832687862481522,0.24472727272727268,0.14545454545454545,0.010181818181818148
109,109,0.9745454545454545,0.9744619480072387,0.9580315467568002,0.9972638017061002,2.417748077536708,0.3594961788905184,2.2305094541171746,1.4212643475873168,2.2971069027668314,0.24872727272727263,0.17999999999999994,0.016727272727272667
110,110,0.9890909090909091,0.9891305997373413,0.98590031045188,0.9980165574335979,2.1766332145982634,0.7756566505258838,2.0290217102684966,2.0491792263249455,1.243372604713322,0.2832727272727273,0.1752727272727273,0.012363636363636432
111,111,0.9709090909090909,0.9716461366181411,0.9734848484848485,0.9953758362849272,2.47062536348097,-0.12979246032564865,2.2389284157808786,1.7011851496916108,2.0169368425203498,0.24290909090909096,0.1523636363636364,0.013818181818181851
112,112,0.9636363636363636,0.963012680186692,0.9336996336996337,0.9967765567765567,2.6957763859924184,0.22788836146155975,1.9316663567779997,2.0616599136649754,1.5864000230534547,0.23163636363636364,0.15999999999999998,0.00836363636363634
113,113,0.9745454545454545,0.9748161047618865,0.9695584684373922,0.993187305967575,2.2908967058751566,1.5096973769446969,2.0340329432807716,1.4883069982635222,0.593155007012664,0.24254545454545448,0.17454545454545448,0.02872727272727269
114,114,0.9672727272727273,0.967147155695525,0.9420518207282913,0.9965861344537815,2.080558094068961,0.44363953179923504,1.7689935875729184,1.884144651014377,2.042196676480697,0.21781818181818186,0.17163636363636367,0.012363636363636344
115,115,0.9709090909090909,0.9710928448637014,0.962216320618059,0.9958152261387414,2.0496800425439536,0.12731560552332447,2.4640920133952418,2.1785897455140706,1.3344814253565114,0.2261818181818182,0.16981818181818184,0.024000000000000042
116,116,0.96,0.9603649905437813,0.9493882091212458,0.9919752105514064,1.9727604525102316,0.4772069756849513,3.139212275701272,1.9184126101368628,0.9768215124542017,0.2461818181818181,0.1636363636363636,0.021454545454545428
117,117,0.9745454545454545,0.9746289610836704,0.9640818656229615,0.994781474233529,2.3486467341598174,0.09185387682050458,2.577403220246078,2.0106516721138084,1.425824836857651,0.24109090909090902,0.1709090909090909,0.02618181818181814
118,118,0.9854545454545455,0.985700227357562,0.991304347826087,0.9973913043478262,2.5243851119913794,0.9612337390392537,2.499140458885672,0.8593906229528492,1.5962563594691717,0.2432727272727273,0.1530909090909091,0.00872727272727276
119,119,0.9745454545454545,0.9743298395721927,0.9561981635071091,0.9978524881516588,1.708056382153003,0.28945200978537605,2.5125260423275324,1.5600717663929673,2.3516948221094105,0.2592727272727272,0.176,0.02799999999999995
120,120,0.9563636363636364,0.9566193573547641,0.9420542635658915,0.9951162790697674,2.043386591503134,0.300654907799752,1.8142664680281075,2.619818047190501,1.6264500220491347,0.23600000000000007,0.17490909090909096,0.01563636363636369
