,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.fronttop_temperature_scaled,feature_importance.fronttop_CO2_scaled,feature_importance.fronttop_humidity_scaled,feature_importance.fronttop_temperature_fd3_scaled,feature_importance.fronttop_humidity_fd3_scaled,feature_importance.fronttop_temperature_fd1_scaled,feature_importance.fronttop_humidity_fd2_scaled,feature_importance.fronttop_CO2_fd3_scaled,feature_importance.fronttop_temperature_fd2_scaled,feature_importance.fronttop_humidity_fd1_scaled,feature_importance.fronttop_CO2_fd2_scaled,feature_importance.fronttop_CO2_fd1_scaled
30,30,0.9465020576131687,0.9472111212505813,0.9538461538461538,0.992929292929293,2.2551491211727805,0.41197669198896186,1.7649117954521467,1.6083688150099862,1.2317459852618184,0.09012345679012349,0.08765432098765435,0.03251028806584364,0.01316872427983542,0.0008230452674897193,-0.004938271604938249,0.0012345679012345622,-0.0028806584362139785,0.0008230452674897193,-0.000411522633744843,-0.0008230452674897082,0.0004115226337448652
31,31,0.9588477366255144,0.9591603437757283,0.9586988304093567,0.9777452891487979,2.311553079441833,0.8561064010015376,1.9768635729768202,1.7149224130401206,0.724595329661529,0.11069958847736623,0.0699588477366255,0.04444444444444442,0.0193415637860082,0.0020576131687242705,0.000411522633744843,-0.0016460905349794275,0.004115226337448541,-0.0004115226337448652,0.0020576131687242705,0.0,-0.0032921810699588438
32,32,0.9259259259259259,0.9265498652291104,0.9259259259259259,0.9810242341106539,2.353214985511879,1.3012735322618492,1.7982523691720211,0.776113720121903,1.5491377458696076,0.06296296296296298,0.06008230452674899,0.027572016460905367,0.0028806584362139898,0.0008230452674897193,0.0004115226337448652,0.009053497942386824,0.0008230452674897082,0.0016460905349794165,1.1102230246251566e-17,0.0008230452674897082,-0.003292181069958833
33,33,0.9423868312757202,0.9428261889947713,0.944743935309973,0.9916891284815813,2.076174636285685,0.6255634050164719,2.2240176517774843,1.81768356458162,1.1727561350631126,0.1135802469135803,0.05720164609053503,0.02551440329218111,-0.005349794238683092,-0.004115226337448541,-0.0024691358024691245,-0.0008230452674896748,0.005761316872428058,-0.0008230452674896971,-0.0012345679012345512,0.0008230452674897415,-0.007407407407407374
34,34,0.9423868312757202,0.9423868312757202,0.9376466275659824,0.9866568914956012,2.921889448845565,1.2882741516384049,1.2060922116332677,1.4291702940382747,0.8784297922622937,0.11440329218107,0.08312757201646095,0.05432098765432105,0.00246913580246918,0.010699588477366306,0.005761316872428046,0.016460905349794275,0.0016460905349794607,0.0028806584362140453,0.017283950617283984,0.006995884773662609,0.0012345679012346067
35,35,0.9300411522633745,0.930463261486732,0.9300844319360095,0.9793363946082062,1.453219066451574,1.3589939328386627,2.228380982821965,1.328691101561104,1.283670858277529,0.1419753086419753,0.05308641975308641,0.036213991769547316,0.0057613168724279795,0.00781893004115224,-0.0057613168724279795,0.01358024691358024,-0.0020576131687242705,0.0016460905349794165,0.009053497942386812,0.003292181069958833,0.004115226337448541
36,36,0.934156378600823,0.9343125085946559,0.9311950146627566,0.9904692082111437,2.32893573331107,0.7287312024923484,1.300507850181072,1.5165840001596445,1.4163673999086352,0.139917695473251,0.06008230452674894,0.02798353909465019,0.00411522633744853,0.0032921810699588216,-0.0016460905349794165,0.008641975308641936,0.0028806584362139785,0.0008230452674896971,0.000411522633744843,-0.0004115226337448763,0.0016460905349794165
37,37,0.9382716049382716,0.9386310591340343,0.9392130857648099,0.9860005894488653,2.4536501400221082,0.7881254103684844,1.6048155180204786,2.036350683497483,0.6204083348950526,0.10370370370370363,0.07818930041152258,0.031687242798353873,0.008641975308641936,0.000823045267489686,0.002057613168724259,0.0016460905349793941,0.006584362139917666,0.0024691358024691245,0.008641975308641936,-0.002057613168724326,-0.0037037037037037646
38,38,0.9547325102880658,0.9550056397855324,0.9570804325285143,0.9930380684343061,2.611018001183498,0.28877392869000296,2.032583366277633,1.217819306572553,1.7367900250292607,0.1168724279835391,0.10905349794238679,0.028806584362139898,-0.0016460905349794165,-0.003703703703703709,0.005349794238683103,-0.0012345679012345622,0.0008230452674897193,0.0004115226337448541,-0.0028806584362139898,0.005349794238683115,-0.004526748971193406
39,39,0.9300411522633745,0.930134664507634,0.9244601638123604,0.9721518987341772,2.2497135868425415,1.0594664225040014,1.4242642671065857,1.5924812541650482,1.330362590022565,0.11234567901234567,0.060905349794238686,0.03456790123456788,0.004938271604938249,-0.0032921810699588438,-0.00864197530864197,-0.0065843621399176875,0.0074074074074073955,-0.0012345679012345733,-0.0024691358024691358,-0.004115226337448541,-0.003703703703703687
40,40,0.9465020576131687,0.9471070773297355,0.9503230381342578,0.9867633154743145,2.475857634271851,0.49032617030082015,1.742124680350518,1.4566659333195167,1.3548118911611624,0.10617283950617287,0.05308641975308644,0.03744855967078191,0.006172839506172867,0.004115226337448585,0.00823045267489716,0.0012345679012345733,0.011522633744856015,0.0041152263374485635,-0.005349794238683103,0.004938271604938283,0.0032921810699588438
41,41,0.9629629629629629,0.9631558468767771,0.9660130718954248,0.9917937545388525,2.390516614596751,0.8555659501005847,1.3615699885690375,1.529900215563411,1.1368609509394494,0.09547325102880654,0.09958847736625509,0.04691358024691354,0.013168724279835332,0.004526748971193395,0.007407407407407374,0.003292181069958833,0.009876543209876498,0.00905349794238679,0.008230452674897082,0.0032921810699588216,-0.006172839506172911
42,42,0.9588477366255144,0.9589827297710389,0.9561771561771562,0.9925407925407925,2.467459804606595,0.24761618335886698,1.9735049253572547,2.213891756231289,1.0969346632499721,0.11646090534979421,0.0818930041152263,0.02633744855967076,0.012757201646090488,0.009876543209876498,0.0020576131687242705,0.010699588477366217,-0.002469135802469158,0.004115226337448541,0.008641975308641936,-0.0028806584362139785,0.0008230452674896971
43,43,0.9259259259259259,0.9267460317460319,0.9232456140350878,0.9776640675763482,2.76791655606602,0.7421397771026422,2.7122007354804403,0.6429027559571449,0.949362774124774,0.08395061728395065,0.03950617283950618,0.029218106995884775,0.011934156378600836,0.0020576131687242817,-0.008230452674897092,0.0016460905349794165,-0.006995884773662519,-0.0020576131687242705,0.0004115226337448541,-0.008230452674897082,-0.011522633744855914
44,44,0.9629629629629629,0.9631265930331352,0.9629629629629629,0.9933699131229996,1.8679825261834402,0.6548340342335638,2.0982648559940564,1.8176022887067906,1.1536891672014746,0.11934156378600817,0.06172839506172835,0.03580246913580244,0.0004115226337448319,-0.0008230452674897748,-0.010699588477366318,0.006995884773662508,0.0004115226337448208,-0.008230452674897193,0.0028806584362139455,0.004115226337448541,-0.006995884773662619
45,45,0.934156378600823,0.9343595996545241,0.9286426380368098,0.9807515337423313,2.0698751074212556,1.124090302311419,1.586674482692897,1.3650291491539328,1.2831897975843392,0.11851851851851847,0.05637860082304523,0.039094650205761285,0.0020576131687242484,0.014814814814814791,-0.007407407407407451,0.0016460905349794165,0.0012345679012345622,-0.008641975308642002,0.003703703703703687,-0.0016460905349794165,-0.0024691358024691466
46,46,0.9465020576131687,0.9470363039546512,0.9505751533742332,0.9827453987730062,2.0785739554243925,0.7446057262711754,1.2372507559111894,2.700303642023578,0.7617125535418301,0.09670781893004118,0.08971193415637863,0.05185185185185187,0.011111111111111138,0.006172839506172856,0.00823045267489716,0.0024691358024691358,0.004938271604938283,0.0028806584362139785,0.009465020576131722,0.008230452674897148,0.005761316872428024
47,47,0.9506172839506173,0.9507471229685224,0.9484363365599404,0.9867460908413999,1.990693370776675,0.5530902726937148,1.4585925561936472,1.7233812688526085,1.4924559360668601,0.07860082304526747,0.08724279835390945,0.044444444444444474,0.0004115226337448541,0.012345679012345678,0.0008230452674897082,0.009053497942386824,0.0008230452674897082,0.003292181069958833,2.2204460492503132e-17,-0.003703703703703687,0.004115226337448552
48,48,0.9382716049382716,0.9387552865813735,0.9376456876456877,0.9823620823620823,1.5770325353973114,0.7193081542179192,1.6241046055006099,2.2987665397011923,0.9890926983550319,0.10370370370370367,0.05514403292181064,0.02633744855967074,-0.006584362139917754,0.005761316872427957,-0.0016460905349794496,0.0037037037037036757,-0.0032921810699588884,-0.007407407407407474,-0.0028806584362140453,-0.0012345679012346067,-0.001646090534979472
49,49,0.9423868312757202,0.9423868312757202,0.9347776073619631,0.9922546012269938,2.4327541999862503,0.6431870345017133,1.7846822793084887,1.6985022836154597,1.1686050241563337,0.06954732510288071,0.06049382716049386,0.029629629629629683,-0.001234567901234529,0.0008230452674897526,-0.0016460905349793941,-0.004526748971193395,-0.004115226337448518,-0.005761316872427957,0.005349794238683181,0.0012345679012345956,-0.0008230452674897082
50,50,0.934156378600823,0.9347808985761545,0.9384959046909903,0.9788533134772897,2.4769067286130184,0.9855102799985298,1.9157815941543634,1.4558244232496083,0.8660395767353254,0.12057613168724277,0.07325102880658432,0.02798353909465019,0.013168724279835365,-0.0016460905349794275,-0.0008230452674897082,-0.0024691358024691466,-0.006172839506172867,0.0012345679012345622,0.0008230452674897082,-0.0004115226337448541,-0.0008230452674897082
51,51,0.9423868312757202,0.9423868312757202,0.9343547391170114,0.9875733251003397,1.8049364854747967,1.1955641901273493,1.03191571992516,2.0490989274396383,1.2923459300056142,0.1283950617283951,0.07736625514403297,0.027983539094650244,0.00246913580246918,0.009053497942386902,-0.006172839506172811,0.002057613168724326,0.0032921810699589106,0.0008230452674897526,-0.009053497942386779,0.005349794238683192,0.0008230452674897637
52,52,0.9382716049382716,0.9386841589570634,0.9386295180722892,0.9762048192771084,2.223600857507065,0.838018473992652,1.7041429946572513,1.4720256380572667,1.5960904678157695,0.131275720164609,0.1012345679012345,0.04362139917695468,0.010288065843621352,0.0037037037037036757,0.00041152263374480966,0.00411522633744853,0.0032921810699588104,0.004938271604938249,-0.006172839506172911,-4.4408920985006264e-17,-0.0012345679012345956
53,53,0.934156378600823,0.934575840196981,0.9361958266452648,0.9797898730482999,2.6624369967456687,0.9735577135746618,1.5543645497125813,1.3975144223782194,1.2584279777382867,0.07201646090534976,0.046913580246913555,0.036213991769547295,0.013168724279835332,0.003292181069958833,0.0016460905349794165,0.0012345679012345622,0.0012345679012345622,0.0,-0.003292181069958855,-0.004938271604938293,-0.0024691358024691466
54,54,0.9588477366255144,0.9591017629426408,0.959671194813214,0.994288360605125,2.3883161328396714,0.40600522443131104,1.1116072790381368,1.7219328007239862,1.931456608683022,0.09053497942386828,0.09094650205761315,0.03950617283950615,0.012345679012345645,-0.0037037037037037203,0.0024691358024691245,-0.011522633744856015,-0.0020576131687242817,0.004526748971193395,-0.006172839506172856,0.0016460905349794052,-0.0049382716049383045
55,55,0.9423868312757202,0.9428879096633448,0.9443251533742332,0.975920245398773,2.7086410446971856,0.8695006596026831,2.090961952409496,1.2643758884476668,0.9728191609051241,0.11111111111111116,0.06090534979423874,0.054320987654321015,0.016460905349794275,0.023868312757201672,0.016049382716049422,0.015637860082304566,0.012757201646090576,0.01193415637860088,0.00905349794238688,0.012345679012345734,0.010288065843621463
56,56,0.934156378600823,0.9345628207082255,0.9315375115776474,0.9775393640012349,2.1656868286101347,1.1221699336943327,2.1229330573362675,1.6102813452865163,0.5551605437187196,0.0810699588477366,0.054732510288065805,0.03744855967078185,0.008641975308641947,0.008230452674897082,0.0008230452674896971,-0.002880658436214012,0.014403292181069916,0.0020576131687242705,-0.0008230452674897193,0.005761316872427957,0.005349794238683103
57,57,0.9629629629629629,0.9632187579287796,0.9660657476139979,0.9919709134979549,2.601365598387247,0.7187452179161672,1.344846828656143,1.2373139788498326,1.2340301365913309,0.1218106995884773,0.08065843621399174,0.04609053497942382,0.011522633744855926,-0.0032921810699589106,0.0008230452674896971,-0.004526748971193484,0.009876543209876498,0.000823045267489686,0.005349794238683092,-0.0020576131687243147,-0.006995884773662619
58,58,0.9300411522633745,0.9301474545258852,0.9228395061728395,0.9863587867703093,1.7456790936013353,0.5641544558588798,1.4350800861221802,2.127452359515352,1.739358621452783,0.08888888888888888,0.08436213991769545,0.034156378600823024,-0.0004115226337448763,0.0004115226337448541,-0.006172839506172834,0.0024691358024691245,0.005349794238683103,-0.007407407407407385,-0.013991769547325117,-0.0024691358024691245,-0.0024691358024691245
59,59,0.9423868312757202,0.9425592082007777,0.9382716049382716,0.9825483920134126,2.83039151751253,0.11332461528968894,1.5019316855523372,1.683600101605292,1.60626588025108,0.11893004115226342,0.09259259259259264,0.04526748971193421,0.020576131687242837,0.017283950617283994,0.019341563786008254,0.014403292181069994,0.00905349794238688,0.014814814814814859,0.011522633744856025,0.010288065843621463,0.010288065843621463
60,60,0.9588477366255144,0.9588477366255144,0.9542545180722892,0.9899849397590361,1.9442710337502613,0.8925208184039338,1.3197872032029054,2.480050455106749,0.8769924206278696,0.10576131687242796,0.09094650205761312,0.04115226337448556,-0.006584362139917732,0.004526748971193395,-0.012345679012345734,0.007407407407407374,0.004526748971193395,-0.010699588477366306,0.007818930041152227,0.010288065843621352,0.000411522633744843
61,61,0.934156378600823,0.9345503830009546,0.9318251533742332,0.9868098159509202,2.7568126093080907,0.5598664064530345,2.239037413232641,0.9067351618061286,1.3210626672634758,0.08683127572016458,0.06296296296296293,0.02716049382716047,0.0028806584362139785,0.0012345679012345512,-0.0004115226337448652,-0.0004115226337448652,-0.0024691358024691245,-0.007407407407407462,0.0028806584362139785,-0.0020576131687242926,0.004115226337448541
62,62,0.9259259259259259,0.9268124358262216,0.9285547785547785,0.9866355866355866,1.8587266983330153,0.7979106345645567,2.0715188695158835,2.118995317519572,0.7477635535918402,0.08148148148148147,0.06172839506172841,0.025102880658436223,0.0020576131687242705,-0.007818930041152227,-0.0020576131687242705,0.0012345679012345622,0.0074074074074073955,-0.0004115226337448541,-0.010288065843621352,0.004938271604938249,-0.003703703703703687
63,63,0.9423868312757202,0.9427879869646939,0.9398809523809524,0.9818253968253969,2.5340011868001966,1.2842775324835982,0.9251954861804906,0.8729214652751744,1.9688970333432763,0.09711934156378606,0.08395061728395065,0.041152263374485645,0.023045267489711974,0.006584362139917754,0.0041152263374485964,0.016872427983539127,0.005349794238683192,0.006995884773662619,0.009465020576131754,0.0004115226337448874,0.0012345679012346288
64,64,0.9382716049382716,0.9388009976646563,0.9369047619047619,0.9825396825396825,1.7402908243819635,0.3636421430050348,1.8892292320304622,2.5763339880069576,1.1223877682573904,0.08888888888888885,0.079835390946502,0.03662551440329213,0.007407407407407374,0.0037037037037036757,0.00411522633744853,0.0024691358024691136,-0.004115226337448619,0.010288065843621352,-0.0008230452674897415,-0.0008230452674897415,-0.0008230452674897303
