,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.righttop_CO2_scaled,feature_importance.righttop_CO2_fd1_scaled,feature_importance.righttop_CO2_fd3_scaled,feature_importance.righttop_CO2_fd2_scaled
90,90,0.96,0.9589539758041744,0.9136363636363636,0.9914876033057851,1.9468609213726769,1.9686453667702857,1.9146427621055633,0.7088705437184442,1.2236872107187033,0.1858181818181818,0.054181818181818144,0.013454545454545419,0.006909090909090842
91,91,0.9563636363636364,0.9557172750523134,0.9292667771333886,0.9931648715824357,1.5744310814158855,2.087603105279763,2.722661695653618,0.42660175427675123,1.0462739477969645,0.28109090909090917,0.027272727272727327,0.001818181818181841,-0.0032727272727272163
92,92,0.9636363636363636,0.9631994362226919,0.9365061335756475,0.9935635317280025,2.220027953436786,1.8328525765475199,2.4140942548290827,-0.11479198971227894,1.1177216675903756,0.20799999999999996,0.03854545454545453,0.0014545454545454527,0.006909090909090865
93,93,0.9672727272727273,0.966644869386716,0.9294577596464388,0.9933707292197858,2.1720862411480284,1.311649315355098,2.0805635135320593,1.2380118213916511,0.7919514398627707,0.20145454545454547,0.012000000000000021,-0.009090909090909049,-0.006909090909090865
94,94,0.9709090909090909,0.9707157682500147,0.9492596169322388,0.9943666505713826,2.6726216668468634,2.150438695666654,2.0803000527074116,0.3805250684464929,0.25903337252437797,0.2181818181818182,0.03272727272727276,0.0018181818181818299,-0.006909090909090842
95,95,0.9563636363636364,0.9557368689444161,0.9181818181818182,0.9923140495867768,1.4662685254402317,2.4690652552818086,2.3340672482925227,0.928919663758051,0.3885730266207037,0.2087272727272728,0.002181818181818218,0.002909090909090939,-0.00036363636363633266
96,96,0.9527272727272728,0.9522620220143558,0.9195137454314317,0.9925313840775465,2.431786000534045,2.0320779716452604,1.8235838768143622,1.2323599570144228,0.1502999057008125,0.19672727272727278,0.04145454545454549,-0.004727272727272714,-0.0032727272727272718
97,97,0.9636363636363636,0.9636363636363636,0.9379176449340798,0.9901571247968214,2.490626869938365,1.712332756930154,1.34507426419156,0.8793547531513242,1.1639169252388326,0.17418181818181822,0.051636363636363626,0.02363636363636361,0.0018181818181818188
98,98,0.9672727272727273,0.9668219132182946,0.9421850079744816,0.9962302450340729,2.243656922784701,2.2494298046829244,1.541582020278403,0.20988418963806701,1.1358604028375392,0.25236363636363635,0.04836363636363637,0.03418181818181819,-0.0032727272727272718
99,99,0.9454545454545454,0.9459400104028204,0.928319209039548,0.9839924670433144,2.6400705368193518,2.6380600070584257,2.1858391994374693,-0.09219415664581346,0.43609518811728437,0.18763636363636363,0.057454545454545425,0.013090909090909052,0.000363636363636366
