,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.frontlow_CO2_scaled,feature_importance.frontlow_humidity_scaled,feature_importance.frontlow_temperature_scaled
38,38,0.9629629629629629,0.9629134564807079,0.9581913790549548,0.990075544363798,1.4073213461938083,3.1307048912385502,0.4651879899199059,1.6216876333867947,0.701761452372024,0.36049382716049383,0.26378600823045256,0.1670781893004115
39,39,0.9629629629629629,0.9631943381139523,0.9660833953834698,0.9874906924795235,1.5583778352159767,2.7947598676891228,0.5340826510432368,1.3795800302042296,1.1184686989669232,0.3135802469135802,0.20370370370370366,0.20658436213991765
40,40,0.9588477366255144,0.9591259220888851,0.9593050740624015,0.9884179010400252,1.7264243983526328,2.9034566181122843,1.1082200877372828,0.9994450633220088,0.531964146365734,0.32304526748971185,0.24032921810699587,0.188477366255144
41,41,0.9547325102880658,0.9548794588019821,0.9549019607843138,0.9772694262890342,1.1670709722544577,3.138625322760812,0.6155455963601885,1.3513137420634116,1.2174047012886486,0.3555555555555555,0.26008230452674896,0.19711934156378597
42,42,0.9629629629629629,0.963024628019885,0.9592074592074592,0.9904428904428904,1.3396280325611876,2.6725722408686474,0.6763519133353091,0.7857686436931153,1.9155412467668171,0.34691358024691354,0.2880658436213991,0.20123456790123453
43,43,0.934156378600823,0.9351005591156868,0.9371345029239766,0.9713287849252762,1.136870390200803,2.9002115382623703,0.9287769818460685,1.1697178503087406,1.2948225204035977,0.3790123456790123,0.30493827160493825,0.17983539094650203
44,44,0.9711934156378601,0.9713988949999687,0.9753086419753085,0.9926078341716201,1.0181444042548358,3.574896955055758,-0.14724492743834716,0.9114240300223805,1.9484699526554679,0.38395061728395063,0.27613168724279835,0.24444444444444446
45,45,0.9588477366255144,0.9588477366255144,0.9534125766871165,0.9873466257668713,1.108519619251955,3.3425827802792614,1.1142924960017142,0.5849739180756088,1.320306589766526,0.3518518518518518,0.33621399176954725,0.22016460905349788
46,46,0.9423868312757202,0.9428879096633448,0.9443251533742332,0.9769171779141104,1.8425243303304275,3.4531535224701844,0.9247372742405341,0.7964951708378706,0.6077789467499144,0.3798353909465021,0.2975308641975309,0.23333333333333334
47,47,0.9506172839506173,0.9508683455043608,0.9511541325390915,0.9851079672375279,1.492531889578326,3.0989697112608083,0.20329715005091525,0.3906797405574659,1.9976652400349377,0.3526748971193416,0.2786008230452675,0.21604938271604937
48,48,0.9629629629629629,0.9633569066416793,0.9693473193473194,0.983993783993784,1.403984722856243,2.646716504862641,0.5465740393408716,1.7963509563854683,0.4503822716272698,0.31851851851851853,0.24526748971193416,0.14609053497942384
49,49,0.9506172839506173,0.9509127872507159,0.9504601226993865,0.9894171779141104,1.1743832211493588,3.224781674440224,1.091312067058916,0.9294032617112248,1.0759298097496177,0.354320987654321,0.2868312757201646,0.15925925925925927
50,50,0.9300411522633745,0.929297036425799,0.9135889798957557,0.9834698436336561,1.603325468368263,2.7564628074524835,0.7667884333977338,1.2573693626035176,0.686304331638282,0.28230452674897116,0.2148148148148148,0.16954732510288065
