,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.fronttop_CO2_scaled,feature_importance.fronttop_CO2_fd3_scaled,feature_importance.fronttop_CO2_fd1_scaled,feature_importance.fronttop_CO2_fd2_scaled
49,49,0.8888888888888888,0.888709377544413,0.872622699386503,0.9549846625766871,2.984751330189552,-0.3500966178912333,1.3337986994785476,1.6070809903900032,0.32909244258919484,0.17654320987654312,0.01316872427983532,0.008641975308641924,0.00905349794238679
50,50,0.8477366255144033,0.8475263052091762,0.8312732688011913,0.9350707371556217,2.505580287460914,-0.2601321569592835,0.8577895215379577,2.3268678242832093,0.57134206095363,0.1740740740740741,0.008230452674897137,-0.0057613168724279466,0.007818930041152295
51,51,0.8600823045267489,0.860945994004979,0.8471364618709478,0.9384841000308737,2.6729890401709455,-0.13614505006074065,0.5500815486035249,2.529207705071117,0.7125562577610809,0.16337448559670778,0.014403292181069938,0.011522633744855914,0.02057613168724276
52,52,0.8395061728395061,0.8409584983729165,0.8317394578313253,0.924472891566265,2.81337951296008,-0.09871559555477666,1.92804688345072,2.08573776029264,-0.46304662494761184,0.131275720164609,0.015226337448559613,-0.0037037037037037646,-0.008641975308642025
53,53,0.8600823045267489,0.8604023776863283,0.8516708011090033,0.9483437910404202,2.697394695008467,0.3579104771064349,1.313952292645221,2.3177952009990967,-0.03156894511345318,0.13703703703703699,0.01481481481481478,-0.010699588477366295,-0.01522633744855969
54,54,0.8765432098765432,0.8752154560275162,0.8494905835134301,0.9597869712874344,2.626527653564911,0.580488111890266,1.5699782085772944,1.8726215276641842,0.09298441273450817,0.15390946502057612,0.008230452674897127,0.0024691358024691358,0.0024691358024691358
55,55,0.8518518518518519,0.8513658765279637,0.8291027607361963,0.9371165644171779,3.018579802886436,-0.06906038381581589,1.390024602303311,2.077844554256009,-0.24375141324535796,0.1353909465020576,0.008230452674897148,0.003703703703703709,-0.009053497942386824
56,56,0.8683127572016461,0.8678676604602531,0.846673355974066,0.9333127508490275,2.528541153512588,-0.33448765583388673,1.0205076800378656,2.4189732988486203,0.16808749572457723,0.1613168724279836,0.006584362139917743,0.016460905349794275,0.011934156378600869
57,57,0.8600823045267489,0.8558308472838387,0.8196106650507499,0.9472807150431752,2.218333397117324,0.2877015526446225,1.25654332127655,2.028035465741108,0.8141259997159971,0.14567901234567895,0.011111111111111094,-0.0016460905349794496,0.014403292181069916
58,58,0.823045267489712,0.8262483315963651,0.8240740740740741,0.9282883706752019,2.1883397731429217,0.8864121076010719,1.5625268615452483,2.7498158540538205,-0.3832290363244654,0.13991769547325106,0.008641975308642002,0.002057613168724304,-0.01275720164609051
59,59,0.8353909465020576,0.8343110013378615,0.808641975308642,0.9260783417162017,3.2232394727652385,-0.5622584908436307,0.6148401247289076,1.8457770620461214,0.939167458167685,0.15349794238683123,-0.009053497942386846,0.0057613168724279466,-0.0049382716049383045
60,60,0.8765432098765432,0.8757811309251639,0.8569653614457831,0.9528614457831326,2.6472541094607966,0.2760404517565904,1.504624979040883,2.0130450490396403,-0.021863868011829546,0.1308641975308642,0.013580246913580252,0.022222222222222233,0.024279835390946514
61,61,0.8724279835390947,0.8698009852513887,0.8380751533742332,0.9507668711656442,2.5851123550955752,0.3042990630347807,1.2024758586281543,2.1121651210041823,0.4837782285417865,0.16666666666666669,0.002469135802469169,0.0016460905349794607,0.014403292181069982
62,62,0.897119341563786,0.89761798418733,0.887062937062937,0.9555555555555555,2.580137205195268,-0.6081909395421258,0.7589809497806216,1.8306033299320146,0.7771408869325415,0.2168724279835391,0.022222222222222265,0.01028806584362144,0.016872427983539117
63,63,0.831275720164609,0.8309598640655007,0.8004761904761905,0.9284126984126984,2.1512450949248434,-0.6513571636408313,1.5341570407823344,2.611724535264014,0.12367445402295552,0.12263374485596708,0.0012345679012345622,-0.00658436213991771,0.011522633744855959
64,64,0.8518518518518519,0.8518518518518519,0.8264285714285715,0.9256349206349207,2.2243861520129538,0.033773520830997945,1.262078477428734,2.3611335090523524,0.6242241018380367,0.14773662551440328,0.0016460905349794275,-0.0004115226337448541,0.005761316872428002
65,65,0.8806584362139918,0.8811529731479043,0.8716867469879519,0.9583584337349398,2.4864551866277123,1.0519444723241929,1.1536922037299118,2.1790388963140352,0.4060428080177441,0.15432098765432095,0.014403292181069926,0.006995884773662542,0.01358024691358024
