,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.lefttop_CO2_scaled,feature_importance.lefttop_humidity_scaled,feature_importance.lefttop_temperature_scaled,feature_importance.lefttop_temperature_fd3_scaled,feature_importance.lefttop_CO2_fd3_scaled,feature_importance.lefttop_humidity_fd2_scaled,feature_importance.lefttop_CO2_fd1_scaled,feature_importance.lefttop_CO2_fd2_scaled,feature_importance.lefttop_temperature_fd2_scaled,feature_importance.lefttop_temperature_fd1_scaled,feature_importance.lefttop_humidity_fd3_scaled,feature_importance.lefttop_humidity_fd1_scaled
120,120,0.9672727272727273,0.9673698202623824,0.9550387596899225,0.9942635658914728,2.2900310469393985,2.4755546348175916,0.5833539569300007,1.8028216949271132,1.8919610552194688,0.11090909090909092,0.04981818181818185,0.01890909090909092,0.0069090909090909315,0.0036363636363636598,0.000363636363636366,-0.000363636363636366,-0.0014545454545454527,-0.0007272727272727208,-0.000363636363636366,0.002909090909090928,0.0043636363636363916
121,121,0.9672727272727273,0.967391799212024,0.950327699206623,0.9951707485339772,2.886703755102213,2.064322401551121,0.9739855218254483,1.1994603350266153,1.6346403893759067,0.08509090909090909,0.05563636363636364,0.004000000000000015,0.009090909090909094,-0.002545454545454551,-0.0029090909090909167,-0.007272727272727253,-0.0021818181818181958,-0.006181818181818155,-0.008727272727272695,-0.001454545454545464,-0.004363636363636359
122,122,0.9890909090909091,0.9891285822085298,0.9862158538629127,0.9998324115971176,3.1459055013733304,2.1197067161451777,1.2670931808667485,1.3613370051292555,0.9455292910406661,0.11818181818181821,0.05709090909090912,0.0043636363636363916,0.003272727272727294,-0.00036363636363633266,0.0025454545454545617,-0.0003636363636363438,0.002909090909090928,-0.0032727272727272163,-0.0003636363636363549,-0.002181818181818118,1.1102230246251566e-17
123,123,0.9709090909090909,0.9714466700907378,0.9750896934116111,0.9982061317677756,2.4462179428548336,2.1582503744413244,0.6268880450186413,1.5435869872518704,2.077039991116667,0.1374545454545455,0.06109090909090914,0.00800000000000004,0.001454545454545464,0.003272727272727294,0.0007272727272727653,0.0007272727272727431,1.1102230246251566e-17,-0.0003636363636363549,-0.00618181818181811,-0.005454545454545401,-0.003636363636363571
124,124,0.96,0.9601247507944969,0.9430716669315112,0.9924519307166693,2.294452017599419,2.3356267387863117,0.8645458394770047,1.6587522168681788,1.8023805573021128,0.09781818181818178,0.050545454545454525,0.005818181818181767,0.0025454545454544953,0.006545454545454477,0.0003636363636363438,0.0007272727272726986,0.0072727272727272085,0.005454545454545401,0.0014545454545454085,0.0003636363636363549,0.0014545454545454195
125,125,0.9672727272727273,0.967639514977757,0.9566666666666667,0.9956444444444446,1.9421019048871806,2.0475394020412976,1.5187768072173307,1.7611019959219114,2.083036455504757,0.10581818181818181,0.04945454545454547,-0.0032727272727272826,0.01890909090909092,-0.0029090909090908946,-0.0029090909090909054,-0.0025454545454545396,0.0,-0.0032727272727272492,-0.0029090909090909167,0.000727272727272732,-0.006181818181818155
126,126,0.9709090909090909,0.9711415765018798,0.9577367841409692,0.9968795888399412,2.9139540917587965,2.083327604929385,0.8867304841530896,1.5020962934358475,1.7878796929864063,0.0792727272727273,0.058909090909090966,0.0032727272727273047,0.003272727272727294,0.001454545454545464,0.0010909090909090979,0.00036363636363637706,0.005818181818181856,0.0021818181818181958,-0.0007272727272726986,-0.0003636363636363438,0.000727272727272732
127,127,0.9781818181818182,0.9781818181818182,0.9668034765813616,0.996378561081603,2.0081290334795567,2.020122907317006,0.7291985128641891,2.1497964904877045,1.3369025825454444,0.11236363636363633,0.08981818181818178,0.023636363636363567,0.012363636363636332,-0.0018181818181818299,0.000727272727272732,-0.0036363636363636598,-0.0025454545454545617,0.0018181818181818188,-0.000727272727272732,-0.0043636363636363916,-0.00618181818181821
128,128,0.9709090909090909,0.9709090909090909,0.9563006515175592,0.9954711584300016,2.44373070868987,2.3420272393519346,1.1128352263613683,1.551772209056305,1.275275019382071,0.0963636363636364,0.06036363636363641,0.010181818181818226,0.005818181818181856,-0.0018181818181817744,0.000727272727272732,-0.0036363636363635488,-0.009090909090909038,-0.005818181818181745,-0.002909090909090839,-0.0003636363636363549,-0.003999999999999915
129,129,0.9745454545454545,0.9744575506043396,0.9568181818181818,0.9972727272727272,2.6841636857049425,2.6668898180377014,1.0422201817246977,1.4292253053017125,1.2124763792438422,0.1003636363636363,0.06072727272727267,0.013090909090909042,0.013090909090909042,0.0003636363636363549,0.003636363636363582,0.005090909090909024,0.007636363636363585,0.00727272727272722,0.0010909090909090534,0.00727272727272722,0.00290909090909085
