,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.leftlow_humidity_scaled,feature_importance.leftlow_temperature_fd3_scaled,feature_importance.leftlow_temperature_scaled,feature_importance.leftlow_humidity_fd1_scaled,feature_importance.leftlow_temperature_fd2_scaled,feature_importance.leftlow_humidity_fd3_scaled,feature_importance.leftlow_humidity_fd2_scaled,feature_importance.leftlow_temperature_fd1_scaled
20,20,0.9672727272727273,0.9681517283131432,0.9718178424785368,0.9822695035460993,1.9409408652505893,3.1565550340313675,0.48890827102357926,1.7766112036205175,0.6871542500444295,0.1,0.08399999999999999,0.04436363636363637,0.014181818181818174,0.009454545454545483,0.01563636363636365,0.011272727272727257,0.0043636363636363916
21,21,0.9563636363636364,0.9560502526540263,0.923872967990615,0.992290933467404,2.0710871632358097,3.0348516567156647,1.0992491566789107,1.7799502250678887,0.22779549685591677,0.07381818181818188,0.06000000000000005,0.02945454545454551,0.005090909090909146,-0.00036363636363632155,0.01054545454545458,0.0072727272727273196,0.001454545454545475
22,22,0.9781818181818182,0.9783268101761252,0.9727272727272727,0.9926446280991735,1.9432964019416068,2.8431138696046228,0.8590958191380619,1.62798951702034,0.8394562663313612,0.12363636363636363,0.04254545454545453,0.05127272727272723,0.005454545454545434,0.004727272727272714,-0.0036363636363636598,-0.0018181818181818299,0.002181818181818185
23,23,0.9709090909090909,0.9714205328913464,0.9752502780867631,0.9940409979342126,1.4721127251892523,3.224023665936917,0.8633832256477901,1.3456252738791479,0.736346471260492,0.10981818181818186,0.06400000000000003,0.039272727272727306,0.019636363636363664,0.020363636363636407,0.006909090909090943,0.007272727272727308,0.01381818181818184
24,24,0.9636363636363636,0.964275666114183,0.9643254409661529,0.9872080088987765,1.542269235096095,3.284036610826295,0.47100729702192407,1.9275462347742491,0.8351086821974678,0.09309090909090907,0.04799999999999999,0.043272727272727275,0.011636363636363611,0.004727272727272714,0.010909090909090868,0.003999999999999992,0.002545454545454551
25,25,0.9563636363636364,0.957025884563198,0.9552354857819905,0.9862263033175356,2.220655374218565,3.066040103287659,0.907427530057872,1.818409375545021,0.2724595205154999,0.1458181818181819,0.04509090909090916,0.03490909090909096,0.00545454545454549,0.004727272727272758,0.005090909090909123,0.003272727272727294,0.0072727272727273196
26,26,0.9636363636363636,0.9636363636363636,0.9446724609689361,0.9917914051183003,1.7672984495908695,3.090291857061665,1.081760960697677,1.611279728676357,0.22638703676184868,0.09636363636363635,0.06545454545454545,0.04109090909090909,0.009090909090909061,0.0010909090909090868,-0.002181818181818185,-0.0061818181818181885,-0.0025454545454545617
27,27,0.9818181818181818,0.981634606235973,0.962618702720103,0.9972638017061001,1.8855807694199473,2.8904337725675657,0.013530590215855752,2.021527582918895,1.0096191356705166,0.1290909090909091,0.05745454545454546,0.045454545454545435,0.013454545454545452,0.002545454545454551,0.006545454545454565,-0.0025454545454545617,0.00690909090909092
28,28,0.9527272727272728,0.9532170232563418,0.9348121706612273,0.9849566547679756,1.768581610715927,2.5471178772303373,0.8117258154888707,2.1516653141299193,0.823449766194693,0.10290909090909095,0.04436363636363638,0.03600000000000003,0.010181818181818214,-0.0007272727272726986,1.1102230246251566e-17,-0.0029090909090909167,0.001454545454545464
29,29,0.9636363636363636,0.9644623758594346,0.9615455212922173,0.9853157121879589,1.6387200645712792,3.2018549853576803,0.5559663130525281,2.12108838460629,0.32886672392280497,0.08145454545454545,0.057454545454545466,0.02618181818181816,0.009090909090909084,0.003999999999999992,-0.003272727272727294,-0.000727272727272732,-0.002181818181818185
30,30,0.96,0.9601216635145938,0.9437382297551788,0.9919177652228499,0.9730031730573053,2.978481142619901,0.6644624848667078,2.5316290032635713,0.4068346919719571,0.10654545454545453,0.056363636363636324,0.038545454545454515,0.00727272727272722,0.006181818181818133,0.005818181818181755,0.00472727272727268,0.0021818181818181515
31,31,0.9563636363636364,0.9571120565032425,0.9537429378531074,0.9930163214061518,1.567042917682513,3.0178835265041166,0.6171515258820772,1.8481315899051842,0.7916367517573107,0.12036363636363645,0.044363636363636424,0.041818181818181886,0.0014545454545454861,0.0010909090909091313,0.003272727272727294,0.002181818181818229,0.000727272727272732
