,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.righttop_CO2_scaled,feature_importance.righttop_humidity_scaled,feature_importance.righttop_temperature_scaled
71,71,0.9745454545454545,0.9744680323088948,0.9596899224806201,0.998062015503876,2.125888362164219,0.5402914012938268,2.201615041634288,1.8113377752401223,1.5636419831121469,0.2807272727272727,0.04072727272727267,0.012727272727272698
72,72,0.9818181818181818,0.9818826223459037,0.9743753187149413,0.9953255141934387,2.265627243066963,-0.12513763258590835,1.279196464731624,2.5506112488262467,2.2217434451496585,0.27272727272727276,0.03236363636363635,0.018545454545454542
73,73,0.9709090909090909,0.9712957362272431,0.9679068208479973,0.9958940841293783,1.811630962329198,0.6224678350330737,2.2255335461182995,2.0874699480613454,1.5504183856298968,0.24472727272727277,0.03527272727272731,0.014181818181818207
74,74,0.9781818181818182,0.9780440027158604,0.9614720652856246,0.9962335216572504,2.651465261848695,0.5079287210823865,2.5565951325975638,1.3226221806937741,1.1523471359984958,0.256,0.04727272727272723,0.02181818181818177
75,75,0.9709090909090909,0.9711235849352441,0.9594275210084033,0.9970238095238095,1.9475023152374824,0.4615716724523149,1.7490391568543642,2.3240872733174367,1.6237532013683922,0.24654545454545457,0.01745454545454548,0.0065454545454545765
76,76,0.9636363636363636,0.9636363636363636,0.9446724609689361,0.9959761789795589,2.6153909670047835,0.2174360080917087,1.5631370313713986,2.458814907060308,1.4751994667948183,0.26472727272727276,0.03563636363636363,0.008363636363636328
77,77,0.9672727272727273,0.9674128737077843,0.9456047085627491,0.9954433263717486,2.3425723259257767,0.5389097287871444,1.7166275565822704,2.746152740029235,1.0281722379816522,0.22654545454545455,0.019272727272727264,0.004000000000000015
78,78,0.9636363636363636,0.9645839446295114,0.9595028067361668,0.9943865276663993,2.7286660176589352,0.6648324181601618,1.9677132679591829,1.6272161279381028,1.4249291428897197,0.22072727272727272,0.01018181818181818,-0.0032727272727272826
79,79,0.9818181818181818,0.9817614769115923,0.969946641556811,0.9979598242310107,2.4310175057813863,0.1966143321011932,1.7283757978132361,2.582640709151122,1.619620161221572,0.30654545454545457,0.03199999999999999,0.012727272727272709
80,80,0.9745454545454545,0.9741771170319751,0.9507553317535544,0.9988892180094786,2.4117771684725717,-0.09351833261663889,1.458200339600261,2.4216749136535793,1.807093247692082,0.29527272727272724,0.038545454545454494,0.013454545454545396
81,81,0.9781818181818182,0.9781818181818182,0.9659090909090908,0.9971074380165289,1.591690057116352,0.6643488343492687,2.182524118088425,2.1864549334854444,1.4757141886724336,0.2581818181818182,0.03381818181818179,0.00836363636363634
82,82,0.96,0.9604604291164083,0.9436969478056709,0.9952140148094636,1.9184816544085328,0.46345623030585215,2.1094297344143156,1.875364768577481,1.6469736146970546,0.20218181818181816,0.028727272727272712,0.010545454545454502
83,83,0.96,0.9601417691609883,0.9393166751657318,0.9903960564337922,2.9083083568609585,0.9580717569265573,1.8437748440089863,1.4215389482185508,1.3656238211649063,0.23272727272727273,0.05199999999999998,0.013090909090909065
84,84,0.9781818181818182,0.9781818181818182,0.9684004902711812,0.9968592002451355,2.719004260565805,0.6078581819056514,1.8965148490280233,1.6806430088664124,1.645867570210827,0.2996363636363636,0.03490909090909087,0.01854545454545452
85,85,0.9527272727272728,0.9518895458668881,0.9105104370515329,0.9898075668623614,2.851952480298635,-0.23403947291980948,1.7816725149579935,2.374060272643472,1.7022967209702886,0.23163636363636364,0.03490909090909096,0.017818181818181823
