,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.backtop_temperature_scaled,feature_importance.backtop_CO2_scaled,feature_importance.backtop_humidity_scaled,feature_importance.backtop_CO2_fd3_scaled,feature_importance.backtop_CO2_fd2_scaled,feature_importance.backtop_CO2_fd1_scaled,feature_importance.backtop_temperature_fd1_scaled,feature_importance.backtop_temperature_fd3_scaled,feature_importance.backtop_temperature_fd2_scaled,feature_importance.backtop_humidity_fd1_scaled,feature_importance.backtop_humidity_fd3_scaled,feature_importance.backtop_humidity_fd2_scaled
194,194,0.9218106995884774,0.9220091181145018,0.9209183673469388,0.9737103174603174,1.9533799350088181,1.8021852007201253,1.1536688531664177,1.3354947012962242,0.8161228786640936,0.1292181069958848,0.0674897119341564,0.047736625514403316,0.0004115226337448874,-0.00905349794238679,0.0012345679012345846,-0.013168724279835353,0.002880658436214034,-0.014403292181069916,-0.002057613168724259,-0.0016460905349794052,-0.004526748971193395
195,195,0.9094650205761317,0.9094650205761317,0.8975076687116564,0.9724693251533743,2.436385209151208,0.9070302011887068,1.1633392274497718,1.960758839070747,1.185371756625518,0.1650205761316872,0.07572016460905345,0.05144032921810695,0.005349794238683103,-0.0049382716049382715,-0.0020576131687242817,-0.0037037037037037203,-0.005761316872428002,-0.007407407407407429,-0.012757201646090588,-0.002057613168724304,-0.0016460905349794165
196,196,0.9382716049382716,0.9383625105328116,0.9324723526738373,0.9825783972125436,1.8579560684001726,1.4398038233366262,1.3122289443733193,2.192880467486553,0.6169704409318275,0.09711934156378596,0.08106995884773657,0.05596707818930036,0.030452674897119315,0.012345679012345623,0.005761316872427957,0.004526748971193395,0.010699588477366207,0.0012345679012345401,0.004938271604938249,0.006172839506172811,0.0012345679012345512
197,197,0.9094650205761317,0.9094650205761317,0.9045766100242754,0.9800799657289734,2.0027643034611318,1.2291393679521159,1.1453379555774128,2.3114760101393323,0.5865660314441405,0.1658436213991769,0.07489711934156376,0.0539094650205761,0.01646090534979423,0.0028806584362139785,-0.0057613168724280125,0.003292181069958833,0.011111111111111072,0.005349794238683103,-0.0012345679012345622,0.005349794238683092,-0.0012345679012345956
198,198,0.9382716049382716,0.9383596675220324,0.9328313253012048,0.9869728915662651,2.5581455011203627,0.9437844643166782,1.054955259582157,2.401031290250191,0.609356031015297,0.11152263374485591,0.052674897119341514,0.030864197530864158,0.006995884773662519,0.004938271604938238,0.003292181069958833,0.0024691358024691136,0.006995884773662498,-0.0020576131687243147,-0.0012345679012346067,-0.004938271604938327,-0.0016460905349794607
199,199,0.9506172839506173,0.9509439553299202,0.9539222873900293,0.9826979472140762,1.441784499286948,1.0755786842644497,0.9356322212350732,3.201478519247059,0.5905149687225675,0.14650205761316873,0.06872427983539095,0.08518518518518518,0.019753086419753107,0.003703703703703687,-0.006172839506172811,-0.0008230452674897082,0.006172839506172844,0.007407407407407418,0.005349794238683115,0.00781893004115225,0.0065843621399176875
200,200,0.9382716049382716,0.9380402297872823,0.9299576827666716,0.9889829271851743,1.5211211437456036,1.3074672082577068,0.9649761395494088,1.7803965203793064,1.4937770586374999,0.1790123456790123,0.10164609053497937,0.04979423868312751,0.003703703703703687,0.004526748971193384,0.004526748971193384,-0.0004115226337448874,-5.551115123125783e-17,0.005349794238683103,0.004526748971193384,0.0028806584362139676,0.010288065843621352
201,201,0.9465020576131687,0.9467806677109003,0.9483660130718954,0.9850399419026871,2.505633193333056,1.1918637094670679,0.8492311859770373,1.5150067495383235,0.954747951243173,0.13909465020576134,0.09711934156378604,0.051440329218107025,0.004938271604938293,-0.004115226337448541,0.0004115226337448541,-0.003292181069958833,0.006172839506172867,-0.002057613168724259,-0.0020576131687242705,0.0008230452674897193,-0.0028806584362139785
202,202,0.9382716049382716,0.9385109992569656,0.9362248696947133,0.9846612062546538,1.9576399903190225,1.2429788816516096,1.192276605138442,2.1137107982078778,0.8928654540264268,0.15226337448559665,0.07283950617283944,0.06913580246913574,0.005761316872427935,-0.006172839506172911,-0.005349794238683181,-0.009876543209876609,-0.0032921810699588993,-0.005349794238683192,-0.0020576131687243373,-0.008230452674897193,-0.00905349794238688
203,203,0.9465020576131687,0.9471036330057409,0.9535768072289157,0.9743222891566266,2.3673182604931937,0.9277371220951395,0.769480333314027,2.0337521728246704,1.321763738550272,0.20082304526748967,0.105761316872428,0.07530864197530865,0.0069958847736625975,0.003292181069958833,0.0008230452674897082,0.0028806584362139898,0.01522633744855969,0.007407407407407429,0.00823045267489716,0.0032921810699588884,0.015226337448559713
