,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.leftlow_CO2_scaled,feature_importance.leftlow_humidity_scaled,feature_importance.leftlow_temperature_scaled
10,10,0.9890909090909091,0.9891202362240311,0.9874481635071091,0.9985189573459716,1.3303438587314464,3.2621456130674726,2.750843678365214,0.5760711578696339,1.2129867838661348,0.3076363636363637,0.028727272727272768,0.028363636363636414
11,11,0.9745454545454545,0.9744528430371127,0.9555073941866394,0.9972802991670916,1.5816355012909213,1.5041038939953368,2.973923376095974,1.519287845964831,1.3281089729029534,0.2734545454545454,0.017090909090909046,0.011636363636363589
12,12,0.9854545454545455,0.9855590066910821,0.9836581579855121,0.9994825802000691,1.816471663750327,2.6172907219317323,2.7915231032032852,1.3728208919438483,0.2890285784305873,0.25381818181818183,0.022545454545454546,0.020000000000000018
13,13,0.9818181818181818,0.982116419454667,0.9886877828054299,0.998407910172616,1.5844801176931174,2.2831047271578715,2.7034935410675467,0.7819526540378988,1.7142890537801583,0.28109090909090906,0.010181818181818158,0.0036363636363636264
14,14,0.9890909090909091,0.9891217112299465,0.9872406481902165,0.9993184915947296,2.1614601795791257,1.8241051459697026,2.694483719794652,0.5771283460777786,1.768969181690758,0.2952727272727273,0.03672727272727276,0.026181818181818216
15,15,0.9709090909090909,0.9710527267560515,0.9655927095292767,0.9979908151549943,1.8206948040858173,2.461697922310218,2.159905839834455,0.8934680937850866,1.4019092718537367,0.2800000000000001,0.03672727272727276,0.030545454545454587
16,16,0.9818181818181818,0.9818826223459037,0.9743753187149413,0.9994900560938297,0.9712091169508891,2.669980673209557,2.50048095594779,1.4314927146925784,0.9763486333552855,0.24399999999999994,0.020727272727272726,0.02472727272727272
17,17,0.9818181818181818,0.9819926400436146,0.9819390084801043,0.9964122635355512,2.0894385840112637,1.8096140625965105,2.453744487297107,1.3679426453149863,1.1119714441730049,0.24836363636363634,0.04254545454545454,0.03636363636363634
18,18,0.9781818181818182,0.9781818181818182,0.9706947996589941,0.9966609832338732,2.0027532973343365,2.5093116488770493,2.572602030837784,0.6292554159931117,1.2295926641675186,0.27418181818181814,0.06436363636363635,0.044727272727272706
19,19,0.9890909090909091,0.9891156509338328,0.9880557856945595,0.9995167080916875,1.5300340797765415,2.1090837563465312,2.197781186305665,1.6867560135364947,1.3745211655587926,0.35600000000000004,0.018181818181818223,0.024727272727272764
