,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.leftlow_CO2_scaled,feature_importance.leftlow_temperature_scaled,feature_importance.leftlow_humidity_scaled,feature_importance.leftlow_humidity_fd1_scaled,feature_importance.leftlow_temperature_fd1_scaled,feature_importance.leftlow_temperature_fd2_scaled,feature_importance.leftlow_temperature_fd3_scaled,feature_importance.leftlow_CO2_fd1_scaled,feature_importance.leftlow_CO2_fd3_scaled,feature_importance.leftlow_CO2_fd2_scaled,feature_importance.leftlow_humidity_fd3_scaled,feature_importance.leftlow_humidity_fd2_scaled
13,13,0.9781818181818182,0.9784718021704322,0.9794285235461706,0.9982403217697335,4.1065378588974895,0.8601385101958733,1.9905367723939273,0.4432946127693338,1.8243618880775374,0.27599999999999997,-0.005818181818181856,-0.00618181818181821,0.0,-0.0072727272727273196,-0.0021818181818181958,0.0021818181818181958,-0.000727272727272732,-0.000363636363636366,0.002909090909090928,-0.000727272727272732,-0.0072727272727273196
14,14,0.9963636363636363,0.9963739037433156,0.9976525821596245,1.0,3.8534161856387894,0.7715916921887381,1.893125437902101,1.1106392049946507,1.3493347111020928,0.3156363636363636,0.020727272727272726,0.02036363636363634,0.0065454545454544984,0.002181818181818185,0.0040000000000000036,0.007636363636363585,0.0,0.0069090909090908535,0.0025454545454545617,0.0040000000000000036,0.001454545454545464
15,15,0.9636363636363636,0.9634478758880672,0.9456084959816302,0.9951923076923077,3.1838907835579424,0.8728183612747183,2.0184394480709065,1.5300385245792611,1.8242999006149696,0.2596363636363636,0.02545454545454543,0.028363636363636358,-0.004000000000000026,-0.000727272727272732,0.002909090909090928,-0.005454545454545478,0.0036363636363636377,-0.01018181818181817,0.005818181818181789,0.002181818181818185,-0.005818181818181856
16,16,0.9709090909090909,0.9706945968829376,0.9460734319224886,0.9970253272140065,3.99756416014433,0.3813741160403358,1.9982492759684334,1.8439143201604582,0.669172950027682,0.2541818181818182,0.010181818181818247,0.006909090909090943,0.0,0.0,0.0,-0.0036363636363635488,0.0,0.0036363636363636598,0.0,0.0,-0.0014545454545454195
17,17,0.9818181818181818,0.9819926400436146,0.9819390084801043,0.99706457925636,3.18574631813386,0.6815116684062753,1.6477780766533248,1.4808144479685978,2.469535239826826,0.23745454545454542,0.02545454545454544,0.025818181818181806,0.010545454545454535,-0.004000000000000026,-0.0025454545454545617,0.0021818181818181958,0.0036363636363636598,-0.0021818181818181958,-0.000363636363636366,0.0043636363636363916,0.0010909090909090979
18,18,0.9709090909090909,0.9707619246425216,0.955988917306053,0.9957374254049446,3.6194135132145826,0.8705530219032488,1.974588726297968,1.8076397418914627,0.8572665934484079,0.27381818181818185,0.02581818181818186,0.02836363636363639,-0.0007272727272727098,2.2204460492503132e-17,0.0036363636363636598,0.0043636363636363916,0.004000000000000026,0.003272727272727294,0.0036363636363636598,0.011272727272727323,0.006545454545454588
19,19,0.9781818181818182,0.9781818181818182,0.9715202982601492,0.9979977906655619,2.916108215828847,0.49165602226929755,2.174774442559797,2.3072891958959363,1.5729425529416468,0.30799999999999994,0.013090909090909052,0.013454545454545419,0.005090909090909079,0.000727272727272732,0.000727272727272732,0.0029090909090909167,0.001454545454545464,-0.000363636363636366,0.002545454545454551,0.005090909090909079,0.0025454545454545617
20,20,0.9818181818181818,0.9821765325091267,0.9890350877192983,0.9954273982829414,3.8708252823218308,0.30289154112300176,2.4587733419642306,0.7178541486044347,1.9856827297301347,0.22072727272727272,0.011999999999999988,0.016363636363636358,0.0043636363636363916,0.0,0.001454545454545464,0.005090909090909123,0.0,0.004000000000000026,0.005454545454545478,-0.002909090909090928,-0.002909090909090928
21,21,0.9890909090909091,0.9892010544402344,0.9932126696832579,0.9978213507625272,2.6177707975078266,0.0627138085687785,1.7998520945561172,2.5660379388917294,2.3170054100256174,0.25127272727272726,0.023636363636363667,0.02254545454545458,0.0072727272727273196,-0.0007272727272726986,0.003272727272727294,0.0036363636363636598,-0.0014545454545454195,0.004000000000000026,0.003272727272727294,-0.00545454545454539,-0.003636363636363582
22,22,0.9927272727272727,0.9927272727272727,0.9886363636363636,0.998595041322314,3.2676434212091134,0.41708835998893656,2.149719189598119,1.5645301691032383,1.4320737406430426,0.2578181818181818,0.028727272727272678,0.03127272727272723,0.003636363636363582,-0.0007272727272727431,0.0025454545454544953,0.0003636363636363549,0.0,0.0003636363636363549,0.005818181818181745,0.009090909090909038,0.0043636363636362805
23,23,0.9781818181818182,0.9783162129772298,0.973542030827904,0.9968218655649134,3.4460182878212704,0.8378429623582053,2.66670860236308,1.0911423684615984,1.0892368245289046,0.24872727272727274,0.018909090909090875,0.01854545454545452,-0.0036363636363636598,0.0,0.000363636363636366,0.00654545454545451,-0.005090909090909123,0.0036363636363636485,0.0010909090909090868,0.000363636363636366,-0.005818181818181856
24,24,0.9563636363636364,0.9560809446468548,0.9281344350866041,0.9953122517082473,3.2331475908918486,0.9132524145397355,1.7674794885666987,1.8424699923376768,1.3858547016799978,0.2167272727272728,0.013454545454545542,0.014545454545454606,-0.00363636363636356,-0.0014545454545454195,-0.0010909090909090534,-0.0014545454545454306,-0.004727272727272647,-0.0032727272727271937,-0.004363636363636292,-0.0010909090909090647,-0.0018181818181817744
25,25,0.9672727272727273,0.9673607086720937,0.9569016587677726,0.9970379146919431,4.002942537987336,0.2879331118796057,2.558045791629983,1.244233997257957,1.2769043176994161,0.2581818181818182,0.01272727272727272,0.012363636363636365,-0.0029090909090909167,0.0043636363636363916,-0.0018181818181818188,-0.0010909090909090979,-0.002909090909090928,-0.006909090909090865,-0.0032727272727272718,-0.014545454545454528,-0.006181818181818144
26,26,0.9818181818181818,0.9819882965379502,0.9820537582488331,0.9979880894897796,3.353570631009793,0.5403803588927981,1.9894992291547,1.6995497036726268,1.330250922765493,0.27345454545454545,0.020000000000000007,0.013818181818181808,0.0010909090909090979,-0.000727272727272732,-0.000363636363636366,0.00436363636363638,0.005818181818181856,0.010545454545454514,0.009818181818181804,-0.0036363636363636598,-0.0021818181818181958
27,27,0.9709090909090909,0.9702984597102243,0.9363029132464188,0.9985514244326412,3.232310619021435,0.752377975307028,2.317268711403265,1.7767264809762315,1.2984358968335645,0.2483636363636364,0.014909090909090927,0.01890909090909094,3.3306690738754695e-17,0.0,0.0,0.003272727272727294,-0.003999999999999915,0.001090909090909109,0.0018181818181818299,-0.0010909090909090424,-0.0018181818181817744
28,28,0.9854545454545455,0.9855563173210232,0.9838092809790924,0.9979602243753187,4.054496500967773,0.5907180387689545,1.1163894322889412,0.9861186350080248,2.452079685092879,0.23527272727272724,0.026545454545454573,0.017818181818181844,0.008363636363636406,0.0036363636363636598,0.00545454545454549,0.003272727272727294,0.006545454545454588,-0.000363636363636366,0.0025454545454545617,0.001454545454545464,0.005090909090909123
29,29,0.9890909090909091,0.9890454808349546,0.9769640234948604,0.9994493392070485,4.634971819425079,0.7975218421450703,2.220694972171027,0.538536409666239,1.0052022385300938,0.21963636363636369,0.012727272727272776,0.020363636363636407,-0.003636363636363582,-0.0036363636363635488,0.000727272727272732,-0.0003636363636363438,-0.0003636363636363549,0.000727272727272732,-0.0036363636363635488,0.002909090909090928,0.0036363636363636598
30,30,0.9781818181818182,0.9783128964059196,0.9737915881983679,0.9976459510357816,3.6401242783656613,0.11682941536382209,1.7193605241090992,1.8283344715962597,1.906114778278045,0.28545454545454546,0.013090909090909065,0.01599999999999996,0.0,-0.000363636363636366,-0.0025454545454545617,-0.000727272727272732,0.0,0.0069090909090908535,0.0,-0.0025454545454545617,-0.003272727272727294
31,31,0.9818181818181818,0.9818734834157244,0.9761064030131827,0.9981167608286252,3.7326424738623856,0.6273018529383366,1.8592516051586223,1.038777448352523,1.5692268328427461,0.28218181818181814,0.020727272727272726,0.013818181818181795,0.003272727272727294,0.0010909090909090979,0.002909090909090928,-0.0021818181818181958,0.00618181818181821,-0.004000000000000026,-0.0036363636363636598,0.0,0.0010909090909090979
32,32,0.9709090909090909,0.9711024135681671,0.9613636363636364,0.997190082644628,3.9407057378165633,0.687555373168091,2.0525370103154716,0.9891769989873671,1.5291860461193487,0.2294545454545455,0.008727272727272783,0.009818181818181837,0.001454545454545464,-0.0032727272727271937,-0.005454545454545379,-0.003999999999999915,-0.004727272727272647,-0.003636363636363582,-0.007636363636363575,-0.0072727272727272085,-0.01345454545454543
33,33,0.9745454545454545,0.9749423888915807,0.9773727984344422,0.9956784083496413,3.31590437130016,0.7908616496606249,2.035169027156069,1.7166136184453014,1.3661185957384563,0.2876363636363636,0.002545454545454506,0.0007272727272726765,-0.0010909090909090979,-2.2204460492503132e-17,-1.1102230246251566e-17,0.003999999999999915,-0.003272727272727294,0.003636363636363571,0.005818181818181745,0.004363636363636292,-0.004000000000000026
