,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.fronttop_temperature_scaled,feature_importance.fronttop_humidity_scaled,feature_importance.fronttop_temperature_fd3_scaled,feature_importance.fronttop_temperature_fd2_scaled,feature_importance.fronttop_humidity_fd2_scaled,feature_importance.fronttop_humidity_fd1_scaled,feature_importance.fronttop_temperature_fd1_scaled,feature_importance.fronttop_humidity_fd3_scaled
10,10,0.9382716049382716,0.9381890941345132,0.93119537846245,0.9869648940897645,1.796190342308308,0.8567809146855104,1.82774946811574,1.4489147562733804,1.3565254192166984,0.20082304526748967,0.030864197530864158,0.01193415637860078,0.004115226337448518,0.0008230452674896638,-0.0008230452674897526,-0.0008230452674897526,0.0037037037037036757
11,11,0.9382716049382716,0.9384425097147315,0.9378837641010995,0.9775096387262602,1.1131256839458505,0.7761630588875327,1.378437084809862,2.4766293124778,1.2808425010358842,0.21234567901234563,0.046090534979423815,0.015226337448559613,-0.001646090534979483,0.008641975308641936,0.0016460905349793941,-0.00534979423868317,0.007818930041152217
12,12,0.9465020576131687,0.946922637397534,0.9507073386383731,0.9834954317712938,2.817895246927304,0.932851574015957,1.452813215318461,0.7149163507770019,0.9261939978944022,0.23168724279835393,0.03950617283950619,0.03497942386831278,0.0032921810699588438,-0.004526748971193406,-0.002057613168724259,0.008230452674897148,0.004115226337448574
13,13,0.8888888888888888,0.8899984774442754,0.8853527607361964,0.9646472392638037,1.785194696347075,0.9916899938103626,2.3870291660865433,1.2368633640228506,0.924804637512077,0.18559670781893,0.02551440329218102,0.012757201646090477,-0.017283950617283973,0.005761316872427957,-0.001646090534979483,-0.013580246913580295,-0.006584362139917743
14,14,0.9547325102880658,0.9550981815453315,0.9564230949773118,0.982553590987326,2.5411715159549377,0.9129580880963019,1.895236711717635,1.6214864811150862,0.20959706113529947,0.2423868312757201,0.05720164609053498,0.027572016460905326,0.008230452674897104,0.0074074074074073955,0.01358024691358024,0.008641975308641947,0.00781893004115226
15,15,0.9300411522633745,0.9304485336852389,0.9302608311229001,0.9783377541998232,2.323117346303397,1.1574891295272602,1.5168593764989555,0.9907153415353079,0.8256841172796674,0.22633744855967075,0.024691358024691357,0.01769547325102878,-0.004526748971193428,0.009053497942386801,0.0016460905349794052,-0.0008230452674897082,0.016049382716049377
16,16,0.934156378600823,0.9344149391589377,0.9342787215663692,0.9797005470774547,2.248551647086279,0.8916118692577354,1.7478844830763773,1.420266240255542,0.667785005414027,0.21193415637860075,0.02345679012345677,0.03168724279835387,-0.004115226337448585,0.004526748971193384,0.0024691358024691245,-0.006995884773662586,0.009053497942386801
17,17,0.9506172839506173,0.9508514789413666,0.9513704686118478,0.9849690539345711,1.8691498322216018,0.6700621081354731,1.8467956575978082,1.831911957656007,0.700958051530714,0.21934156378600825,0.04485596707818932,0.02592592592592593,0.005349794238683125,0.0004115226337448541,-0.0028806584362139785,0.007407407407407407,0.013580246913580275
18,18,0.9259259259259259,0.9255493335953106,0.9154749744637385,0.9785495403472931,1.936021077346868,0.7098093438996548,1.9128036980007421,2.640657344272962,-0.14505843846835034,0.2139917695473251,0.03539094650205762,0.029218106995884764,0.0020576131687242705,0.012345679012345678,-0.000823045267489686,0.008230452674897127,0.0049382716049382715
19,19,0.9135802469135802,0.9144994488305852,0.9127039627039627,0.9666666666666667,1.8554586331278522,0.38748206899388316,1.6203163258894493,1.8402195710834786,1.2625888878424518,0.2432098765432098,0.036213991769547295,0.023045267489711897,-0.008230452674897182,0.007407407407407363,0.0008230452674896748,0.0020576131687242484,-0.0028806584362140453
