,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.backlow_temperature_scaled,feature_importance.backlow_temperature_fd3_scaled,feature_importance.backlow_humidity_scaled,feature_importance.backlow_humidity_fd3_scaled,feature_importance.backlow_humidity_fd2_scaled,feature_importance.backlow_temperature_fd1_scaled,feature_importance.backlow_temperature_fd2_scaled,feature_importance.backlow_humidity_fd1_scaled
14,14,0.9547325102880658,0.9553515646403345,0.9633860115787827,0.9839618213112189,1.7203870467671223,0.9294256940794752,2.2159820037189886,1.770362511521306,0.2567537460487246,0.23703703703703702,0.03703703703703702,0.03456790123456789,0.03251028806584362,0.00987654320987651,0.003292181069958833,0.005349794238683115,0.016049382716049377
15,15,0.9465020576131687,0.9468135845828297,0.9481653404067196,0.9814323607427056,1.3384590773071103,0.8909574671681175,1.62147750690801,2.0130264243323923,0.5331167960067518,0.24691358024691362,0.048971193415637895,0.051028806584362166,0.02098765432098767,0.009876543209876576,-0.003292181069958833,0.0016460905349794496,0.016460905349794264
16,16,0.934156378600823,0.9342908978273373,0.9321551972358192,0.9825799021019292,0.8793095115171643,0.9381456508756357,1.712680558314887,2.315936084762666,0.5856555087968695,0.21563786008230448,0.033333333333333305,0.03004115226337446,0.025925925925925897,0.0008230452674896971,-0.010699588477366285,-0.010699588477366285,0.007407407407407385
17,17,0.934156378600823,0.9344686385884888,0.9334659593280283,0.9809902740937224,1.3827971853527652,0.8367767774088348,1.7294495709109854,2.2716335348528,0.5445911386796486,0.2148148148148148,0.037037037037037014,0.037037037037037,0.0193415637860082,-0.002469135802469158,0.003292181069958833,0.0024691358024691245,0.010699588477366217
18,18,0.9218106995884774,0.921079103795153,0.907485772654312,0.9789873048300015,1.8789087200027226,0.8911018376323374,1.6873750854986382,1.826518294437558,0.7108748854892432,0.1962962962962963,0.030041152263374515,0.015637860082304566,3.3306690738754695e-17,0.0016460905349794386,0.00452674897119344,0.002469135802469169,0.026748971193415662
19,19,0.9259259259259259,0.9268124358262216,0.9285547785547785,0.9709401709401709,1.1276975837047525,0.3301670081819697,2.199206856654657,2.7069622555285076,0.4953752554713395,0.2329218106995885,0.019753086419753107,0.03415637860082306,0.013991769547325106,0.0016460905349794275,0.0004115226337448541,0.00864197530864198,0.019341563786008265
20,20,0.934156378600823,0.9343856104230938,0.9270012606366216,0.9832177749763631,1.4568645754989322,0.801684117810983,1.6550420033508084,2.378068194864744,0.3566162152613373,0.2333333333333333,0.048971193415637826,0.05267489711934152,0.03209876543209874,0.0004115226337448208,-0.0024691358024691358,0.0,0.000411522633744843
21,21,0.9423868312757202,0.9421616710272813,0.9281944666560051,0.984167599552215,1.4973576276708476,0.9053029666536379,1.9786849372867399,2.4337825106750355,-0.25135118288532593,0.21440329218107,0.03209876543209881,0.03827160493827166,0.016460905349794296,0.005349794238683181,0.006584362139917754,0.009053497942386902,0.004526748971193461
22,22,0.8888888888888888,0.8887403694421239,0.8772033772774404,0.9625240705080729,1.914913040850816,0.4787625007403793,1.987906381810259,1.5684099141327703,0.8418793902509749,0.17942386831275714,0.026748971193415582,0.031275720164609014,0.011111111111111061,-0.008230452674897182,-0.012345679012345734,-0.010288065843621463,-0.0061728395061729
23,23,0.9423868312757202,0.9431202504481305,0.9473290261582099,0.9847935707532304,1.188386408007757,0.8788997094071302,1.4459856190234337,2.4263385566444358,0.7778158247291752,0.17283950617283952,0.023045267489711974,0.04362139917695475,0.016049382716049422,0.006584362139917732,-0.007407407407407374,0.0032921810699588993,-0.0008230452674896748
