,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.backlow_CO2_scaled,feature_importance.backlow_temperature_scaled,feature_importance.backlow_humidity_scaled
76,76,0.9382716049382716,0.938726132910972,0.9380751533742331,0.9674846625766871,2.4951470998803593,1.80631568150285,0.694939502278501,1.3620968984080477,0.5142202478858688,0.35432098765432096,0.1950617283950617,0.1555555555555555
77,77,0.934156378600823,0.9348032294268852,0.9384546271338724,0.9800089847259659,1.8170557745961797,1.9156677940084452,0.8955823931403847,0.9993426718345116,1.4509389229145149,0.32181069958847736,0.20781893004115223,0.14650205761316873
78,78,0.9423868312757202,0.9425538574049284,0.9385699136494471,0.9909104681108922,1.6212420254692526,2.0511794584705165,2.030639919337731,0.5356723370592182,0.9544444506663607,0.3526748971193416,0.1995884773662552,0.19135802469135804
79,79,0.9465020576131687,0.9465884890012497,0.9406838530410621,0.9800092621179377,1.6072607087277297,2.208908095260935,1.6982614272414718,1.011465442573927,0.8275028183533618,0.36584362139917703,0.2168724279835391,0.19835390946502057
80,80,0.9506172839506173,0.9507142441599101,0.9497849462365592,0.9880286738351255,1.6693694332649893,1.8927295557060668,2.3337445249522473,0.4287444392147506,0.7235922440053499,0.34320987654320984,0.22057613168724285,0.18024691358024691
81,81,0.9382716049382716,0.938397455404258,0.9274484113986243,0.9845234195872912,2.0499157651337354,2.2284818007102927,1.8553244064617291,0.7605702137574419,0.6264084385897435,0.3320987654320987,0.22757201646090527,0.18148148148148144
82,82,0.9423868312757202,0.9426222399221205,0.9429222093695777,0.9730335454019665,1.7914527707699084,2.793511992598644,1.974471151156535,0.8571889279116446,-0.19871713064353533,0.3436213991769548,0.2584362139917696,0.1823045267489712
83,83,0.9465020576131687,0.9464328992544349,0.9405393457117595,0.9762746831712349,1.0927595397671523,2.3892607993885187,0.9773258275122437,0.7659670210602897,2.1737093386440822,0.38395061728395063,0.2189300411522634,0.1806584362139918
84,84,0.9547325102880658,0.9547760576567159,0.9532700271312294,0.9822933028701986,2.072291556013878,2.8483722711368773,1.2225122774828057,0.260907433627664,0.7376118048528306,0.3526748971193415,0.23580246913580244,0.15267489711934154
85,85,0.9423868312757202,0.9431202504481305,0.9473290261582099,0.9889694295619288,1.418440178488139,2.1656153856900677,1.3710876787599782,1.2101683143130488,0.9625131438658441,0.3444444444444445,0.2053497942386832,0.15925925925925927
86,86,0.9506172839506173,0.9507995296884185,0.9455061570446186,0.9869662561970255,2.4391817563605014,1.6036946595732655,1.8898094100326766,1.118504074745717,0.04909390066095009,0.31646090534979426,0.19547325102880658,0.1518518518518519
87,87,0.9218106995884774,0.9216725803508663,0.9079565013299953,0.9738695039899858,1.7797318341816322,2.0874862219137187,0.927009689481084,1.1328310909396815,1.359083144270539,0.33086419753086427,0.2238683127572017,0.12386831275720167
88,88,0.9465020576131687,0.9460699006727639,0.9326995909710649,0.9809119830328737,1.496218155701374,2.6091073711672497,1.9884723221858704,0.9122903085857783,-0.14819113027246544,0.35144032921810703,0.2329218106995885,0.19423868312757203
89,89,0.9423868312757202,0.9421802917880938,0.9299796588953215,0.9892035675168206,1.894752876436744,1.673888332827208,2.368429451301898,0.5560014224108983,0.7232239117584716,0.31769547325102887,0.22962962962962968,0.15432098765432103
90,90,0.9176954732510288,0.9180553756043789,0.9023949579831934,0.9783193277310924,1.205102286155097,1.8838034411562345,2.023670476430041,1.1649316876543376,1.1559115700863682,0.32016460905349803,0.21440329218107,0.1374485596707819
91,91,0.9506172839506173,0.9506172839506173,0.9481507823613087,0.9904694167852063,1.5089951545054983,2.611212942484722,1.0194145997270114,0.7526811147476771,0.7864515156704581,0.3563786008230453,0.20740740740740743,0.19382716049382717
92,92,0.9423868312757202,0.942599451303155,0.9357908204062051,0.9889652966576044,2.196220753220296,2.7549510533878765,1.9924982835473384,0.2523315144022351,0.09726872465326392,0.3460905349794239,0.19094650205761318,0.1765432098765433
93,93,0.9423868312757202,0.9433398168704061,0.9463619402985075,0.9842265943012212,0.945542940508047,2.341351295223775,1.181257455635838,1.3108141958622352,1.4609985903291378,0.3300411522633745,0.24362139917695477,0.19711934156378602
94,94,0.9259259259259259,0.9259259259259259,0.918577810871184,0.9784065524944157,1.0974289829658923,2.5664157462867134,1.5918789841950385,0.843817684013048,0.9115968436068723,0.34156378600823045,0.24897119341563786,0.18518518518518517
95,95,0.9629629629629629,0.963024628019885,0.9592074592074592,0.9931623931623932,1.6337420529854783,2.2496347760626825,1.739072052522177,1.0578367605960068,0.6501554743364593,0.3296296296296296,0.26255144032921807,0.17119341563786
96,96,0.934156378600823,0.934156378600823,0.9222773068926915,0.9814489045258277,1.5932394840941855,2.223791339778344,1.900822301335612,0.6761521500290861,1.073575530006086,0.2991769547325102,0.2181069958847736,0.19670781893004108
97,97,0.9300411522633745,0.929962582413548,0.9242336610757663,0.974840948525159,1.4123150050792117,3.144051611487165,1.9543081120155392,0.6771286621638957,0.18821416620351356,0.33621399176954736,0.2238683127572016,0.1946502057613169
98,98,0.9423868312757202,0.9425701860688227,0.9376350725532572,0.9885767212102501,1.5445495939652347,2.727328264486569,1.6514458625384683,0.46155105190464535,0.6373488065250593,0.36008230452674905,0.21522633744855973,0.1823045267489712
99,99,0.9300411522633745,0.9295260205609808,0.9163067758749069,0.9771407297096053,2.4268483157205027,2.2018539843580367,1.0447592615239845,-0.04093935179933592,1.4892717327277898,0.3716049382716049,0.17901234567901234,0.2102880658436214
100,100,0.9382716049382716,0.9381997140991191,0.9326797385620915,0.9851125635439362,1.3722709689197077,2.8564693946478705,0.823876691232604,1.5487277090665932,0.5955458731224017,0.34897119341563787,0.2106995884773662,0.1835390946502057
101,101,0.9423868312757202,0.942776290924439,0.9401591553734636,0.982114717932556,2.367992455282958,2.328145606184548,1.2203818088611322,0.6419258961169451,0.8826032777828515,0.34485596707818933,0.23786008230452677,0.1954732510288066
102,102,0.9547325102880658,0.9550658308013795,0.9567101226993865,0.9894938650306748,1.1973335028586463,2.370717218577835,1.436146334694074,1.0343844223261016,0.944787053205934,0.37448559670781895,0.25473251028806576,0.19300411522633742
103,103,0.9547325102880658,0.9551323291337815,0.9560610906764753,0.9885654885654886,1.3641580842768013,2.6421070965134805,1.1441820608591622,0.6832763606140613,1.416039488265705,0.3946502057613168,0.23374485596707814,0.2588477366255144
104,104,0.934156378600823,0.934502615981903,0.9328391734052112,0.9774633123689728,1.668660607313475,2.3769802477544726,1.7300329338400293,0.7073100352847982,0.8258733194998976,0.37201646090534973,0.22716049382716047,0.19958847736625512
105,105,0.934156378600823,0.9340165580687704,0.9282795698924731,0.9797132616487455,1.061079830527182,2.6870857099587173,1.129135264911832,1.093844529886284,1.661305956865089,0.3613168724279835,0.19053497942386827,0.18724279835390942
106,106,0.9218106995884774,0.9212184525475419,0.9113086770981508,0.9762446657183499,1.7072869009869396,1.3933445327201783,2.104417519657901,0.4523839482795985,1.7390330183457683,0.29053497942386836,0.2135802469135802,0.08518518518518521
107,107,0.9465020576131687,0.9468959818561756,0.9473926380368098,0.9890337423312884,1.6963572885021787,2.2533660850959922,2.4566652202783206,0.28032275357504394,0.38440683583078994,0.37078189300411524,0.2374485596707819,0.19341563786008234
108,108,0.9547325102880658,0.9545325179800777,0.945754716981132,0.9879454926624738,1.0128075918919783,2.3316689656502487,1.476286986662736,0.8278276951679328,1.6025354806453918,0.36872427983539097,0.24156378600823042,0.2534979423868312
109,109,0.9547325102880658,0.9547910288993021,0.9518219523033624,0.9905199229743742,1.345310301710532,2.389155832511049,1.5606235338305785,1.0305381461322203,0.8716419178193908,0.38106995884773665,0.2411522633744856,0.20205761316872425
110,110,0.9259259259259259,0.9263418854613823,0.923155582487502,0.9544008483563096,1.3883135727624232,2.5614471889909423,0.44357906213612847,0.8470191213560917,1.837571317866479,0.36502057613168726,0.2390946502057613,0.2473251028806584
111,111,0.9300411522633745,0.9305243205321395,0.9292531434631117,0.9745493107104984,2.3071113255099367,2.576851631290014,0.743973091824505,0.5520536980995581,1.2211722078956755,0.3555555555555555,0.23991769547325098,0.24032921810699587
112,112,0.9053497942386831,0.9052434938536239,0.8978817235396184,0.9822874493927126,1.4949284471594284,2.4020629385086347,1.0986181995263935,1.668233607001482,0.6827523957236606,0.29465020576131684,0.17860082304526745,0.08930041152263371
113,113,0.934156378600823,0.9343595996545241,0.9286426380368098,0.9802914110429448,1.5469564176739876,2.303215373839959,1.524463553631534,0.7828392034552268,1.3517851491912727,0.35102880658436214,0.2588477366255143,0.21316872427983533
114,114,0.9259259259259259,0.9257439991310958,0.9178461987450751,0.987085947760105,1.3388582636722608,2.015068753150285,1.5974310175515658,1.1663713546296655,1.0706048648678572,0.311522633744856,0.1901234567901234,0.14156378600823047
115,115,0.9176954732510288,0.9180997550173178,0.915271811583469,0.9765219967412236,1.6937569406396435,2.602512526071292,1.4870767811269872,0.5208711386852083,0.9994789297936568,0.3403292181069959,0.23209876543209879,0.18600823045267495
116,116,0.934156378600823,0.9345142776598059,0.932605421686747,0.9894578313253012,1.827574798946202,1.373369703909325,1.4892378925542717,0.7988898930651421,1.613959272415675,0.325514403292181,0.18806584362139916,0.14567901234567898
117,117,0.9423868312757202,0.94281207133059,0.9392828364222401,0.9708299758259468,1.6876291069607867,2.2049983192995444,1.7283560239795657,0.6237641753471549,0.8281771893935584,0.33744855967078197,0.18806584362139922,0.15390946502057617
118,118,0.934156378600823,0.9350511262482802,0.941372699386503,0.9867331288343558,1.9074214675822148,2.655376661796668,1.364198074395579,0.10851541056223651,1.0458962389117075,0.3436213991769547,0.22592592592592592,0.24609053497942385
119,119,0.9506172839506173,0.95034885965638,0.9412024756852343,0.9944739168877099,1.6758823503928764,1.9921253131110572,1.465289336138624,0.5416298097373614,1.2003925185391076,0.3666666666666667,0.21522633744855968,0.19670781893004116
120,120,0.9711934156378601,0.9712385592578829,0.9689800613496933,0.9956288343558283,1.5262204405603403,2.2883729869247045,1.2036119418565283,1.1393711947235572,0.7682533895026948,0.337448559670782,0.26008230452674896,0.17860082304526753
121,121,0.9423868312757202,0.9421978408719858,0.9315950920245399,0.9799846625766871,1.3904175523486937,2.432686648371314,1.1361365973029578,0.7216962614836029,1.669730440160136,0.36213991769547327,0.21728395061728398,0.22592592592592595
