,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.rightlow_CO2_scaled,feature_importance.rightlow_CO2_fd1_scaled,feature_importance.rightlow_CO2_fd2_scaled,feature_importance.rightlow_CO2_fd3_scaled
65,65,0.9672727272727273,0.9671597079198653,0.9454545454545454,0.9924793388429752,2.9558052679451516,0.9849565883515627,1.1145681587589833,1.3714676901810494,1.2635400771646152,0.21200000000000002,0.03236363636363637,-0.0003636363636363549,0.01709090909090908
66,66,0.9454545454545454,0.9449038187079191,0.9072911636890391,0.9885723483019475,3.235259026441738,0.9447221320965845,1.1818912691360355,1.2261350275163858,1.2718091016850184,0.18618181818181817,0.04109090909090908,-0.010181818181818226,0.005090909090909068
67,67,0.9781818181818182,0.9783713343804477,0.9690821256038648,0.9971980676328502,2.665033907967664,1.0831874688228889,2.2176993810269834,0.7349404184451918,0.7415305638955285,0.17745454545454545,0.02109090909090906,-0.005818181818181856,0.025090909090909063
68,68,0.9563636363636364,0.9563636363636364,0.928854777509486,0.987409451535012,1.9206395388675617,1.3512943687665968,1.299253926136256,1.828434387831837,1.7418032694932535,0.19563636363636372,0.039636363636363706,0.00545454545454549,0.030181818181818233
69,69,0.9709090909090909,0.9704441197235129,0.9367121848739496,0.9915091036414566,3.4101034955898486,0.5443922441828408,1.779581918786073,1.0855399934922036,0.9287103608791694,0.18472727272727277,0.0243636363636364,0.0007272727272727541,0.003636363636363671
70,70,0.9709090909090909,0.9707055471761354,0.9477272727272728,0.993801652892562,2.9251646836462886,1.2174144777118328,1.9819957678209852,0.5044550994545578,1.052692898647645,0.22363636363636372,0.03600000000000003,0.0021818181818181958,0.021818181818181848
71,71,0.9563636363636364,0.955812374499805,0.924031007751938,0.9889922480620155,2.7691557148970762,1.3894960654237867,2.2182331435104383,0.8347906117321489,0.6691701672913687,0.2043636363636364,0.002181818181818218,0.004727272727272758,0.01927272727272732
72,72,0.9563636363636364,0.9560418953244065,0.9227010028896822,0.9932857385687573,2.3790789432534356,1.4408697747894463,2.209343030486165,0.7306799184710131,0.7323720242365622,0.19418181818181823,0.013454545454545497,0.004000000000000059,0.009090909090909139
73,73,0.9454545454545454,0.946005272201172,0.9240824534942182,0.9865929277693984,2.862923778088942,1.5386535539164432,1.2965852431683023,1.8579853555987293,0.24617006865184438,0.1829090909090909,0.049090909090909074,-0.000363636363636366,0.005090909090909079
74,74,0.9672727272727273,0.9669587024669483,0.942208097928437,0.9933301946013811,2.8387874482643287,0.7747474466524904,2.44966910396036,0.08649909176771199,1.497073838371773,0.20181818181818184,0.017818181818181834,0.0018181818181818299,0.02145454545454546
75,75,0.9672727272727273,0.9668857085265067,0.9344800420168067,0.9915966386554621,2.263155222591632,0.5566686180579952,1.8383071335969499,1.4119729804772225,1.8729607439351137,0.20545454545454547,0.03272727272727274,-0.0010909090909090868,0.01890909090909092
76,76,0.9563636363636364,0.9554476895653367,0.9141718976339932,0.9847094801223242,2.66099997199328,0.23508217599165504,2.2381312936919318,0.8401357173971253,1.831087857735034,0.2043636363636364,0.024727272727272775,0.0010909090909091202,0.02254545454545459
77,77,0.9709090909090909,0.9709090909090909,0.9477881146762863,0.9920258211505601,2.8056099826630376,0.27950308887744246,2.358623023286276,0.8631315517979031,1.3143952411176174,0.1770909090909091,0.028727272727272747,0.0018181818181818299,0.016000000000000014
78,78,0.9781818181818182,0.9781818181818182,0.9586507618283882,0.9944867682437851,2.527997883771664,1.2485475755578044,2.3610659922868664,0.6192084463932819,0.7222802953868472,0.1818181818181818,0.03854545454545451,0.011999999999999966,0.04727272727272726
79,79,0.9672727272727273,0.967372270148304,0.9545276208411801,0.9914469554300063,2.4463336935511366,1.394948140918029,2.5257051986464383,0.6629529287436393,0.6567432055854593,0.2316363636363637,0.035272727272727275,0.007999999999999997,0.05745454545454548
80,80,0.96,0.9591693155329519,0.9249481635071091,0.9923726303317535,2.517360728923964,0.9091601241582148,1.6328352322946034,1.553715040170836,1.1506293039757056,0.21418181818181817,0.06218181818181816,-0.006909090909090953,0.03527272727272722
81,81,0.9636363636363636,0.9633819339701694,0.9363636363636363,0.9921487603305784,2.3461746321746166,1.5924738485635608,2.090084688935162,0.7808593541725616,0.921708386262999,0.18872727272727272,0.030909090909090907,0.018181818181818188,0.05490909090909091
82,82,0.9527272727272728,0.9521367053998632,0.9073054000361207,0.9876286797905003,2.0593577380534027,1.1451577088571556,2.733140603076544,0.5578370741596786,0.9596483778836181,0.1672727272727273,0.033454545454545494,0.01381818181818183,0.04327272727272731
83,83,0.9454545454545454,0.9456478670377111,0.9159442461329255,0.9872514023457419,2.531210555908403,1.431755210841159,2.1823486947247983,0.610773112538728,1.0855176454949422,0.1712727272727273,0.02036363636363636,0.01781818181818181,0.03309090909090908
84,84,0.9709090909090909,0.9707343199436222,0.9520070476482305,0.9913436494561054,2.400202222710971,1.5567198544898857,2.0806209005250746,0.2876853982780223,1.1106498514975442,0.23600000000000004,0.0694545454545455,0.0018181818181818299,0.051272727272727324
85,85,0.9490909090909091,0.9479940661072735,0.9015818656229615,0.9885029354207435,2.3544272727134166,1.6172376640176223,1.5976052388393978,0.9703209686644202,1.26331600010347,0.18945454545454546,0.04472727272727274,0.015272727272727282,0.007636363636363641
86,86,0.9563636363636364,0.9556152162240305,0.9236263736263737,0.9905494505494505,2.503590500672832,1.6647284296481726,1.8960298318673823,-0.10831924281783699,1.8123754344705603,0.2236363636363637,0.03781818181818188,0.00290909090909095,0.0345454545454546
87,87,0.9781818181818182,0.9781818181818182,0.9684004902711812,0.9941780297226904,2.699029370373691,1.0482907637195673,1.93163311222339,1.532670973614904,0.4976660151239361,0.24218181818181814,0.022181818181818136,-0.00036363636363637706,0.02763636363636359
88,88,0.9527272727272728,0.9515845214927785,0.9068806610519624,0.9903066899729859,2.8304188262153627,1.1182444996275218,2.5883581269915514,-0.18907176244287993,1.0733797952149762,0.20254545454545458,0.013818181818181851,0.000363636363636366,0.028000000000000046
89,89,0.96,0.960127936031984,0.9423788829872848,0.9901014002897152,2.4429742796136438,0.4643477097111348,1.6670400813907562,1.6458677911050277,1.5655962082190258,0.2047272727272727,0.04399999999999997,0.007636363636363585,0.01709090909090908
90,90,0.9454545454545454,0.9440281488238743,0.8909090909090909,0.9886776859504133,2.660092509915571,1.2089964754336457,2.0436281590586547,0.1978568687361364,1.619244135896016,0.18436363636363634,0.02472727272727272,0.025090909090909087,0.02472727272727271
91,91,0.9527272727272728,0.952150786242089,0.9268157967412316,0.9916459541563104,2.1809454372593073,1.3071994621896632,2.535350116360136,0.538600238183874,1.449314364058675,0.26909090909090905,0.05854545454545458,0.013818181818181851,0.026181818181818205
92,92,0.9709090909090909,0.9705595489781536,0.9469180675450553,0.9914432833560504,3.4780025384369293,0.7554088391889374,2.352243624011258,-0.22470252446386557,1.3556954821570966,0.2043636363636364,0.030545454545454577,0.038181818181818206,0.04509090909090911
