,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.C_CO2_vd_fd3_scaled,feature_importance.C_CO2_vd_scaled,feature_importance.C_CO2_vd_fd2_scaled,feature_importance.C_CO2_vd_fd1_scaled
94,94,0.8004827031375704,0.7902105471179393,0.7354199365109335,0.8222807680052869,1.3316217849005614,-0.11919395247642572,-0.10773349030365692,2.528708328765942,2.0755605920238542,0.08881737731295256,0.057200321802091725,0.07184231697506034,0.07071600965406274
95,95,0.7972646822204345,0.7899769858406617,0.7476168560333669,0.8556018984610959,0.7433830551585412,-0.2979942339511476,0.11987728772632285,2.7180476404408482,2.519420682188566,0.09155269509251814,0.06371681415929202,0.07240547063555913,0.05028157683024942
96,96,0.8069187449718423,0.7968279193658417,0.7398440430891259,0.8272296359814448,0.9881011480205381,-0.36442790887565457,-0.12535579888291826,2.170141924379857,2.956471518132044,0.09798873692679007,0.06436041834271922,0.07980691874497185,0.07393403057119871
97,97,0.8141592920353983,0.8033831994959091,0.7502555699648336,0.8468157442781535,1.239245965722529,-0.45717518180381517,-0.16602567505884377,2.508359793943218,2.5194107117074953,0.09686242960579247,0.05953338696701536,0.07940466613032987,0.05647626709573621
98,98,0.8053097345132744,0.7966575223774063,0.7452503020124341,0.8481687733875484,1.3857013692390323,-0.2531207226534469,0.32758503619589724,2.253367848811962,1.9577672820434338,0.08559935639581659,0.07280772325020113,0.07312952534191472,0.066934835076428
99,99,0.8045052292839904,0.7925213292443308,0.738048076081566,0.8522973248927914,1.3610270319051627,-0.4516441931822361,0.20490923888957654,2.207704694641034,2.353764691746615,0.08366854384553502,0.07385358004827032,0.0679002413515688,0.05374094931617059
100,100,0.7956556717618665,0.7848382152953095,0.7358170443406562,0.8401084010840107,1.2073780571876316,-0.2533871692737379,0.19825544981428736,2.2478032714533245,2.2467597980046397,0.09010458567980695,0.07401448109412712,0.0761061946902655,0.05277554304102976
101,101,0.8069187449718423,0.7962930212885062,0.7408291931696149,0.8156309373488004,1.9661080193349243,-0.5455345844756044,0.34763946044264393,2.2133897183611277,1.8295293765221858,0.08921962992759455,0.08431214802896221,0.07715205148833468,0.06041834271922769
102,102,0.8093322606596943,0.800871688173879,0.7521526293037981,0.8280174780647951,1.6190276104296986,-0.38465939731591703,0.5003790026535218,2.627290172757238,1.4094558640277912,0.0945293644408689,0.0839903459372486,0.07924376508447308,0.07312952534191472
103,103,0.8149637972646823,0.8032552344433239,0.7359818943633973,0.8278037740465486,1.2138778257340597,-0.2592644937887083,0.4813481283500602,2.4580189698186787,1.8807396267780783,0.0843925985518906,0.06460176991150447,0.07312952534191475,0.06194690265486731
104,104,0.8045052292839904,0.7984564797853809,0.7480713350863921,0.837112616020076,1.4430783759308283,-0.09673981432627739,-0.155134617615116,2.317282369249222,2.05562810352785,0.09565567176186648,0.07723250201126308,0.08817377312952537,0.0751407884151247
105,105,0.7964601769911505,0.7830532114687255,0.7244924350187508,0.8349311686632261,1.4236346602566317,-0.38067364402109555,0.25690591329276163,1.7344121911327428,2.7867140335526903,0.08101367658889784,0.06476267095736121,0.06701528559935639,0.05551086082059532
106,106,0.8069187449718423,0.7985685276426885,0.7494275759084121,0.8341580534652885,1.3928640257949854,-0.36538229524597804,0.26948139162977314,2.0227874343319234,2.361442105093772,0.08954143201930816,0.06411906677393403,0.07739340305711988,0.060096540627514086
