,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.leftlow_CO2_scaled,feature_importance.leftlow_temperature_scaled,feature_importance.leftlow_humidity_scaled
46,46,0.9044117647058824,0.8539325842696629,0.8852657004830917,0.8778381642512078,0.3974264705882352,-0.002941176470588114,0.018750000000000155
47,47,0.9080882352941176,0.8520710059171598,0.8774154589371981,0.8832729468599033,0.4426470588235294,0.02941176470588236,0.05404411764705874
48,48,0.9044117647058824,0.8470588235294118,0.8746376811594203,0.8721014492753624,0.4058823529411766,0.005882352941176561,0.04889705882352946
49,49,0.9154411764705882,0.8685714285714285,0.8935990338164251,0.8903985507246378,0.3749999999999999,0.020220588235294046,0.037499999999999756
50,50,0.9080882352941176,0.8520710059171598,0.8774154589371981,0.8841787439613527,0.3999999999999999,0.0014705882352941124,0.030882352941176472
51,51,0.8860294117647058,0.8342245989304813,0.8766908212560387,0.9361714975845411,0.2110294117647058,0.005514705882352922,-0.0011029411764705843
52,52,0.8933823529411765,0.8323699421965318,0.866304347826087,0.8883454106280193,0.3838235294117648,-0.0022058823529410576,0.04375000000000007
53,53,0.9044117647058824,0.8586956521739131,0.8932367149758454,0.9012681159420289,0.40147058823529413,0.015441176470588291,0.04301470588235301
54,54,0.9117647058823529,0.8588235294117647,0.8828502415458936,0.8830314009661835,0.39816176470588227,0.015073529411764652,0.04338235294117643
55,55,0.8860294117647058,0.8324324324324325,0.8740338164251208,0.8749396135265699,0.21727941176470578,0.003308823529411642,-0.0025735294117648078
56,56,0.9007352941176471,0.8439306358381503,0.8745169082125603,0.8847826086956521,0.37830882352941186,0.016911764705882404,0.038235294117647034
57,57,0.8897058823529411,0.8295454545454546,0.866183574879227,0.8759661835748793,0.3827205882352941,0.012867647058823595,0.0404411764705882
58,58,0.8860294117647058,0.8324324324324325,0.8740338164251208,0.8728260869565218,0.2525735294117647,-0.0003676470588235281,-0.013970588235294179
59,59,0.9044117647058824,0.8452380952380952,0.8719806763285024,0.8708937198067634,0.4007352941176471,0.028308823529411664,0.04338235294117654
60,60,0.9080882352941176,0.8520710059171598,0.8774154589371981,0.8853260869565217,0.39889705882352944,0.0007352941176469452,0.015441176470588291
61,61,0.8897058823529411,0.8351648351648352,0.8741545893719807,0.868659420289855,0.24044117647058816,0.003308823529411753,-0.0025735294117646967
