,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.leftlow_temperature_scaled,feature_importance.leftlow_temperature_fd1_scaled,feature_importance.leftlow_temperature_fd2_scaled,feature_importance.leftlow_temperature_fd3_scaled,feature_importance.leftlow_humidity_scaled,feature_importance.leftlow_humidity_fd1_scaled,feature_importance.leftlow_humidity_fd2_scaled,feature_importance.leftlow_humidity_fd3_scaled
31,31,0.8284518828451883,0.8,0.8402099970422952,0.9002514049097899,0.003765690376569042,-0.0033472803347279756,-0.013389121338912013,-0.0029288702928870203,-0.028870292887029136,0.012133891213389147,0.032217573221757334,0.03430962343096233
32,32,0.7656903765690377,0.6056338028169014,0.7098861283643892,0.9260573794735285,0.0033472803347280866,-0.0008368200836819106,0.03640167364016733,0.02887029288702936,-0.006694560669455951,0.01589958158995819,0.05020920502092063,0.096652719665272
33,33,0.8744769874476988,0.85,0.8837252292221236,0.8960366755397811,0.0020920502092051096,0.011297071129707126,0.0071129707112971285,0.002510460251046065,-0.001255230125522866,0.025941422594142227,0.0071129707112971285,0.03933054393305446
34,34,0.8661087866108786,0.84,0.8748890860692102,0.9313812481514345,0.0029288702928870203,0.006276150627615107,0.009205020920502127,0.016317991631799145,0.0016736401673639323,0.01087866108786617,0.01380753138075319,0.011715481171548192
35,35,0.8326359832635983,0.801980198019802,0.841577935522035,0.90402247855664,-0.046861924686192546,-0.01589958158995819,-0.017991631799163188,-0.023012552301255207,0.0008368200836820217,0.007531380753137973,0.0046025104602509526,0.009205020920502016
36,36,0.8744769874476988,0.845360824742268,0.8776249630286896,0.9543774031351671,-0.0008368200836819106,-0.0020920502092048876,0.011297071129707237,0.0016736401673640433,-0.0020920502092048876,0.02761506276150627,0.05230125523012541,0.02384937238493723
37,37,0.8828451882845189,0.8526315789473684,0.8823942620526471,0.9538598047914818,0.02175732217573234,0.003765690376569153,0.003765690376569042,0.005439330543933196,-0.003765690376569153,0.009205020920502238,0.05815899581589956,0.024267782426778406
38,38,0.8410041841004184,0.8118811881188119,0.8504140786749482,0.8996598639455782,-0.02384937238493723,0.010460251046025104,0.01757322175732212,0.005439330543933085,-0.0188284518828451,0.025941422594142227,-0.017991631799163077,0.025523012552301272
39,39,0.8368200836820083,0.7936507936507936,0.8327787636793847,0.9213250517598344,-0.0029288702928870203,0.0016736401673640433,0.0016736401673640433,-0.010460251046025215,0.0004184100418409553,-0.004184100418409997,-0.004184100418409997,0.012133891213389036
40,40,0.799163179916318,0.6756756756756757,0.7513309671694764,0.9267228630582667,0.005020920502092019,0.005439330543932974,0.09497907949790807,0.02887029288702936,0.023012552301255318,0.07740585774058584,0.025523012552301383,0.03430962343096233
41,41,0.7782426778242678,0.6708074534161491,0.7424578527062999,0.9119343389529725,0.016317991631799145,0.05606694560669445,0.043933054393305526,0.012970711297071169,0.022175732217573296,0.018410041841004254,-0.0004184100418409553,0.06652719665271978
42,42,0.8535564853556485,0.8148148148148148,0.8504510499852115,0.9277580597456374,-0.009623430962343082,0.0029288702928870203,0.0008368200836820217,0.004184100418409997,0.017991631799163188,0.016317991631799256,0.02259414225941425,0.011715481171548192
43,43,0.8786610878661087,0.861244019138756,0.8972937000887311,0.9060928719313812,0.0029288702928871313,0.019246861924686276,0.007531380753138084,-0.01380753138075308,0.003765690376569042,-0.010460251046025104,0.05815899581589945,0.0828451882845187
44,44,0.8368200836820083,0.7979274611398963,0.8368456078083408,0.8805087252292221,-0.008786610878661172,0.006276150627614996,0.006694560669455951,0.0033472803347279756,0.005020920502092019,-0.004602510460251175,0.004184100418409997,0.06945606694560669
45,45,0.8493723849372385,0.8105263157894737,0.8470496894409938,0.9359656906240756,0.003765690376569042,-0.005439330543932974,-0.005439330543932974,-0.023849372384937118,-0.004184100418409997,0.02259414225941425,0.03138075313807542,0.011715481171548192
