,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.leftlow_CO2_scaled,feature_importance.leftlow_CO2_fd1_scaled,feature_importance.leftlow_CO2_fd2_scaled,feature_importance.leftlow_CO2_fd3_scaled,feature_importance.leftlow_temperature_scaled,feature_importance.leftlow_temperature_fd1_scaled,feature_importance.leftlow_temperature_fd2_scaled,feature_importance.leftlow_temperature_fd3_scaled,feature_importance.leftlow_humidity_scaled,feature_importance.leftlow_humidity_fd1_scaled,feature_importance.leftlow_humidity_fd2_scaled,feature_importance.leftlow_humidity_fd3_scaled
55,55,0.8653061224489796,0.819672131147541,0.8553211139528275,0.9580136402387042,0.01224489795918371,-0.004897959183673528,-0.014285714285714235,0.0077551020408163085,0.0212244897959184,-0.02530612244897945,-0.021632653061224416,-0.03469387755102038,-0.026122448979591817,-0.0151020408163266,0.05102040816326536,-0.0016326530612245094
56,56,0.8612244897959184,0.8111111111111111,0.8477195225916454,0.9600028417163967,-0.001224489795918271,0.0020408163265305257,-0.002448979591836653,0.003673469387755035,0.004489795918367401,-0.0016326530612243983,-0.0077551020408160865,-0.02081632653061216,-0.0016326530612243983,0.010612244897959311,0.015918367346938855,-0.004081632653061273
57,57,0.8693877551020408,0.8202247191011236,0.8542554703040637,0.9443023586246093,0.0926530612244898,0.01632653061224487,0.00897959183673469,0.023265306122449037,0.009387755102040818,0.0212244897959184,0.02408163265306129,0.01346938775510198,0.001224489795918493,-0.006122448979591688,0.015102040816326712,0.015510204081632506
58,58,0.8571428571428571,0.7928994082840237,0.8314506962205173,0.946788860471725,0.026530612244897944,-0.002448979591836653,0.0004081632653060163,-0.0020408163265307477,0.0077551020408163085,-0.00897959183673469,-0.024489795918367308,-0.004489795918367401,-0.00612244897959191,0.004081632653061162,-0.004897959183673528,0.053469387755101905
59,59,0.8857142857142857,0.8526315789473684,0.8846618357487923,0.9577294685990339,0.032244897959183616,0.015510204081632506,0.03755102040816327,0.039999999999999925,0.0016326530612243983,0.023673469387755053,-0.015510204081632617,0.026122448979591706,0.0053061224489796555,0.04244897959183658,0.023673469387755164,-0.0053061224489797665
60,60,0.889795918367347,0.8629441624365483,0.8965970446149474,0.9573032111395283,0.019999999999999907,0.015918367346938744,0.003673469387755146,0.01224489795918371,-0.003673469387755035,-0.006938775510204054,-0.02285714285714291,-0.0151020408163266,-0.011428571428571233,0.0016326530612245094,0.020816326530612272,0.0008163265306121437
61,61,0.8040816326530612,0.6619718309859155,0.7456308610400681,0.9519749928957091,0.07387755102040816,0.011836734693877582,0.0379591836734694,0.01836734693877562,-0.003673469387755146,0.04857142857142849,0.09346938775510205,0.0028571428571428914,0.019183673469387763,0.024897959183673546,0.036734693877550906,0.013877551020408219
62,62,0.8326530612244898,0.7210884353741497,0.7815075305484513,0.9643364592213697,0.026122448979591928,-0.00897959183673458,-0.005714285714285783,-0.013061224489795964,-0.003673469387755035,1.1102230246251565e-16,0.014693877551020362,-0.004897959183673528,-0.006938775510204054,-0.004897959183673417,0.0008163265306122547,-0.0016326530612245094
63,63,0.8367346938775511,0.7530864197530864,0.8021099744245523,0.9461494742824667,0.028163265306122565,-0.008571428571428452,0.004081632653061273,0.0032653061224489077,-0.00897959183673469,0.014285714285714235,-0.006938775510203943,0.00612244897959191,-0.008163265306122325,-0.00448979591836729,-0.0212244897959184,-0.0008163265306121437
64,64,0.9142857142857143,0.8852459016393442,0.9075376527422563,0.9744245524296675,0.0151020408163266,0.015510204081632617,0.008571428571428785,0.0,0.017142857142857126,0.0004081632653060163,-0.007346938775510403,0.037142857142857255,-0.012653061224489837,0.010204081632653073,0.02897959183673471,0.008163265306122436
65,65,0.8734693877551021,0.8502415458937198,0.8900255754475703,0.9621341290139245,0.013061224489795964,-0.004897959183673528,-0.0065306122448980375,0.012653061224489726,-0.0016326530612245094,-0.011428571428571344,0.0,-0.0077551020408163085,-0.009387755102040818,-0.0008163265306121437,0.0,0.033877551020408236
66,66,0.8653061224489796,0.8374384236453202,0.8769892014776925,0.955100880932083,-0.011836734693877582,0.0008163265306123657,0.0016326530612246204,-0.005714285714285672,-0.0008163265306121437,-0.004081632653061162,0.0040816326530613845,-0.008163265306122436,0.004897959183673528,-0.006122448979591688,-0.004081632653061162,0.021632653061224638
67,67,0.8326530612244898,0.8,0.8443449843705598,0.9449417448138676,-0.011428571428571455,-0.004489795918367179,-0.007346938775510292,-0.003673469387755035,-0.018775510204081636,-0.024489795918367308,-0.03632653061224489,-0.041632653061224545,-0.0077551020408161975,-0.0065306122448980375,-0.0016326530612245094,0.004081632653061162
68,68,0.8734693877551021,0.8306010928961749,0.8640238704177323,0.9300227337311736,0.0053061224489795444,-0.00040816326530612734,0.0008163265306122547,0.0077551020408164195,-0.0020408163265304147,-0.005714285714285672,0.0016326530612245094,-0.0016326530612245094,-0.008163265306122325,-0.006938775510203943,0.005714285714285783,0.008163265306122547
69,69,0.8571428571428571,0.782608695652174,0.8227834612105712,0.9554560954816709,0.022448979591836782,0.005714285714285672,-0.011020408163265438,-0.013469387755102091,0.013469387755102091,0.001224489795918271,0.00040816326530612734,-0.007346938775510181,-0.012653061224489948,0.0053061224489795444,0.009387755102040707,-0.016326530612244983
70,70,0.8408163265306122,0.7796610169491526,0.8227124183006536,0.9427394146064223,0.020816326530612272,0.02408163265306118,0.0004081632653060163,0.02448979591836753,0.013469387755102091,0.021632653061224416,0.003673469387755035,0.003673469387755035,0.004897959183673528,0.0053061224489795444,0.0008163265306123657,0.014693877551020473
71,71,0.8693877551020408,0.8315789473684211,0.8672563228189827,0.9693805058255186,-0.008571428571428563,-0.024489795918367308,0.0028571428571427804,-0.004897959183673528,-0.03142857142857158,-0.008571428571428563,-0.009387755102040707,-0.0273469387755102,-0.03510204081632673,-0.0065306122448980375,0.001224489795918493,-0.0020408163265307477
72,72,0.8040816326530612,0.7142857142857143,0.7737993748223928,0.9298096050014208,0.04244897959183669,-0.03142857142857147,-0.015918367346938744,-0.02571428571428558,-0.026938775510204294,-0.011020408163265327,0.018367346938775397,-0.03469387755102049,-0.029795918367346963,0.001224489795918382,0.020408163265306145,0.00040816326530623837
73,73,0.8693877551020408,0.8297872340425532,0.8650895140664961,0.9406791702188122,-0.0028571428571428914,-0.003673469387755257,-0.022040816326530654,-0.009387755102040707,-0.03673469387755124,-0.004081632653061273,-0.015510204081632617,-0.01959183673469378,-0.026530612244898055,-0.019183673469387763,0.006938775510203943,0.023265306122448925
74,74,0.8979591836734694,0.8704663212435233,0.9009661835748792,0.9638391588519466,-0.005714285714285783,0.011836734693877582,0.01510204081632649,0.006938775510204054,0.008571428571428563,-0.00040816326530612734,0.0028571428571428914,-0.017959183673469492,-0.0032653061224489077,1.1102230246251565e-16,-0.00040816326530612734,0.0020408163265307477
75,75,0.8979591836734694,0.8633879781420765,0.8901321398124467,0.9461494742824667,0.04653061224489796,0.009795918367346945,0.025306122448979562,0.026530612244897833,0.03346938775510211,0.031020408163265234,0.03959183673469391,0.012244897959183598,-0.001224489795918493,0.01836734693877551,-0.004897959183673417,-0.013061224489795853
