,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.fronttop_CO2_scaled,feature_importance.fronttop_temperature_scaled,feature_importance.fronttop_humidity_scaled
181,181,0.9083333333333333,0.8804347826086957,0.9030552291421856,0.9414659224441833,0.20166666666666666,0.0708333333333333,-0.003749999999999809
182,182,0.8958333333333334,0.8633879781420765,0.888807285546416,0.9392626321974148,0.17208333333333348,0.060416666666666785,0.029583333333333406
183,183,0.8958333333333334,0.8633879781420765,0.888807285546416,0.9454318448883665,0.1529166666666667,0.05874999999999997,0.030000000000000027
184,184,0.875,0.8235294117647058,0.8534077555816686,0.9429347826086956,0.1545833333333334,0.08208333333333329,-0.0025000000000000577
185,185,0.6166666666666667,0.0,0.5,0.9433754406580493,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16
186,186,0.8333333333333334,0.7560975609756098,0.8031727379553466,0.9452849588719153,0.1970833333333334,-0.0025000000000000577,0.0
187,187,0.8666666666666667,0.8117647058823529,0.8445945945945945,0.9441098707403056,0.0954166666666667,0.08458333333333345,-0.00708333333333333
188,188,0.9083333333333333,0.8804347826086957,0.9030552291421856,0.9429347826086957,0.16875000000000007,0.07291666666666652,-1.1102230246251565e-16
189,189,0.8416666666666667,0.7682926829268293,0.8119858989424207,0.9437426556991774,0.1712499999999999,0.011249999999999982,-0.019583333333333397
190,190,0.7208333333333333,0.4462809917355372,0.6399823736780259,0.9441098707403055,0.08291666666666664,0.06000000000000005,0.012916666666666798
191,191,0.9125,0.8864864864864865,0.9084900117508813,0.9435223266745006,0.20583333333333342,0.07874999999999999,0.006666666666666599
192,192,0.9083333333333333,0.8804347826086957,0.9030552291421856,0.9403642773207991,0.16875000000000007,0.07291666666666674,0.0016666666666667052
193,193,0.8916666666666667,0.8586956521739131,0.8854289071680377,0.948810223266745,0.11750000000000005,0.07083333333333353,0.0033333333333334103
194,194,0.8958333333333334,0.8633879781420765,0.888807285546416,0.9446974148061104,0.15500000000000003,0.05833333333333335,0.03249999999999986
195,195,0.8791666666666667,0.8342857142857143,0.8629553466509988,0.9475616921269095,0.13375000000000004,0.07624999999999982,0.0016666666666665941
