,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.frontlow_temperature_scaled,feature_importance.frontlow_temperature_fd1_scaled,feature_importance.frontlow_temperature_fd2_scaled,feature_importance.frontlow_temperature_fd3_scaled,feature_importance.frontlow_humidity_scaled,feature_importance.frontlow_humidity_fd1_scaled,feature_importance.frontlow_humidity_fd2_scaled,feature_importance.frontlow_humidity_fd3_scaled
84,84,0.7808219178082192,0.6883116883116883,0.7526104073947278,0.8489387196165696,0.008219178082191858,-0.020547945205479423,-0.006392694063926951,-0.0018264840182646847,-0.010045662100456654,0.029223744292237397,0.01689497716894972,0.009589041095890538
85,85,0.7534246575342466,0.6301369863013698,0.7185039370078741,0.8538171858952414,-0.011415525114155334,0.036073059360730575,0.037442922374429144,0.016438356164383605,-0.03150684931506842,0.004109589041095929,-0.0018264840182649067,0.0004566210045662267
86,86,0.821917808219178,0.7607361963190185,0.8015234508729887,0.8656282095172887,0.11324200913242,0.06347031963470318,0.026940639269406375,0.006849315068493178,-0.04429223744292243,0.059817351598173474,0.04931506849315059,0.07168949771689492
87,87,0.776255707762557,0.6754966887417219,0.7456778500513523,0.814019171516604,0.008219178082191747,0.0031963470319634757,0.021917808219177992,-0.011415525114155334,-0.01050228310502288,0.0273972602739726,0.024200913242009126,0.002739726027397249
88,88,0.7397260273972602,0.6013986013986014,0.702199589181787,0.8397808969530982,-0.009132420091324311,-0.028310502283105055,-0.03424657534246578,-0.017808219178082174,-0.026027397260274143,-0.008675799086758085,0.013698630136986245,0.005479452054794498
89,89,0.7351598173515982,0.5972222222222222,0.6982625813077713,0.8705922629236563,0.010958904109589107,-0.001369863013698569,-0.01963470319634708,-0.04337899543378987,-0.08447488584474871,0.015068493150684814,0.01598173515981749,0.009589041095890427
90,90,0.7945205479452054,0.7096774193548387,0.7674169804861348,0.8081136597055804,0.11004566210045663,0.08538812785388128,0.05936073059360725,0.03789954337899548,-0.015525114155251374,0.05753424657534245,0.067579908675799,0.013698630136986245
91,91,0.7351598173515982,0.6329113924050633,0.7087470044505306,0.7802978432043821,0.11552511415525102,0.07214611872146126,0.024200913242009126,-0.005479452054794498,-0.09086757990867578,-0.015068493150684925,0.14931506849315068,0.03789954337899548
92,92,0.8082191780821918,0.7341772151898734,0.7837213283122219,0.9115884970900376,0.052968036529680296,0.005022831050228271,0.0009132420091325644,-0.008219178082191858,-0.019178082191780965,0.1602739726027398,0.10091324200913232,0.12648401826484024
93,93,0.7671232876712328,0.6622516556291391,0.7363060595686408,0.8483396097226976,0.0009132420091323423,-0.01689497716894972,-0.026027397260274032,-0.0602739726027397,-0.038812785388127824,0.013698630136986356,0.00776255707762552,-0.0091324200913242
94,94,0.7123287671232876,0.6735751295336787,0.7115285861006504,0.828996918863403,0.204566210045662,0.004109589041095929,-0.034703196347031895,0.016438356164383494,-0.15616438356164386,0.09908675799086764,0.07534246575342474,0.027853881278538828
95,95,0.8264840182648402,0.7738095238095238,0.8099537829510441,0.937264635398836,0.025570776255707695,-0.010958904109588996,0.019634703196347192,0.0009132420091323423,0.009589041095890427,0.037442922374429255,0.038812785388127824,0.05022831050228316
96,96,0.7808219178082192,0.68,0.7496148579253681,0.8676823005819925,-0.0022831050228310223,0.011415525114155334,-0.0036529680365295913,-0.0237442922374429,-0.015068493150684925,0.037442922374429255,0.032420091324200984,0.037442922374429144
97,97,0.8356164383561644,0.788235294117647,0.8208233481684355,0.8578397808969531,0.01187214611872145,0.01963470319634708,0.02374429223744301,0.015525114155251152,0.00776255707762552,0.04885844748858448,0.055707762557077656,0.021917808219178103
98,98,0.7990867579908676,0.7142857142857143,0.7713539883601506,0.9247689147552208,0.019178082191780854,0.022831050228310557,0.038812785388127824,-0.008675799086757974,-0.021461187214611988,0.04977168949771693,0.043835616438356206,0.03789954337899548
99,99,0.7899543378995434,0.7012987012987013,0.7619821978774393,0.9037144813420062,-0.0022831050228310223,0.017351598173515947,-0.00776255707762552,-0.025570776255707584,-0.026940639269406375,0.01050228310502277,0.011415525114155334,0.010045662100456654
100,100,0.7625570776255708,0.6486486486486487,0.7293735022252653,0.921003081136597,0.012785388127853903,0.04429223744292221,0.03013698630136996,0.01735159817351617,-0.0031963470319633647,0.03150684931506842,0.016894977168949832,0.0
101,101,0.7808219178082192,0.6883116883116883,0.7526104073947278,0.8000684697021567,0.01598173515981738,0.009589041095890538,-0.0031963470319634757,-0.005479452054794498,-0.007305936073059405,0.037442922374429144,0.024200913242009126,0.023287671232876783
102,102,0.7488584474885844,0.6153846153846154,0.7115713796644985,0.9011468675111264,0.01324200913242013,0.033333333333333326,0.02237442922374422,0.015981735159817267,0.015068493150684814,0.012328767123287676,0.01050228310502277,0.020547945205479423
103,103,0.7945205479452054,0.7133757961783439,0.7689147552208149,0.7935638479972611,0.013698630136986356,0.004109589041095818,0.06027397260273959,0.046575342465753344,-0.026940639269406375,0.021461187214611877,0.025570776255707695,0.0237442922374429
104,104,0.8356164383561644,0.7804878048780488,0.8163300239643958,0.8831735706949675,0.006849315068493289,0.013698630136986356,0.00273972602739736,0.0018264840182649067,0.01598173515981749,0.03287671232876721,0.03424657534246578,0.03424657534246578
105,105,0.7945205479452054,0.7133757961783439,0.7689147552208149,0.8462855186579938,0.06986301369863013,0.0018264840182649067,0.004566210045662045,0.0022831050228311334,-0.04840182648401814,0.002739726027397138,0.005936073059360614,0.022831050228310557
106,106,0.7351598173515982,0.5797101449275363,0.6937692571037316,0.8389250256761384,0.021461187214611877,0.020547945205479423,0.01324200913242024,0.015068493150685036,-0.02876712328767117,0.018721461187214627,0.004109589041095929,0.017808219178082285
107,107,0.7625570776255708,0.6486486486486487,0.7293735022252653,0.8321636425881547,0.005022831050228271,-0.013242009132420018,-0.017351598173515947,-0.0009132420091323423,-0.04748858447488569,0.015068493150685036,0.018721461187214627,0.0009132420091324533
108,108,0.817351598173516,0.7530864197530864,0.796088668264293,0.8870249914412872,-0.004566210045662156,-0.026027397260274032,-0.03424657534246556,-0.04292237442922364,-0.0036529680365295913,0.03789954337899548,0.006392694063926951,0.029223744292237397
109,109,0.7853881278538812,0.6928104575163399,0.7565474152687436,0.9442827798699076,0.018721461187214627,-0.0018264840182649067,-0.017351598173515947,-0.045205479452055,0.008219178082191858,-0.005022831050228271,-0.00136986301369868,-0.007762557077625409
110,110,0.7534246575342466,0.64,0.7214994864772338,0.7867168777815816,0.20273972602739732,0.03561643835616435,0.004566210045662156,0.017808219178082285,-0.04931506849315059,0.040182648401826504,0.014155251141552472,0.056164383561643993
111,111,0.6940639269406392,0.6417112299465241,0.688291680931188,0.7392160219103048,0.2721461187214612,0.061187214611872154,0.031963470319634646,0.025570776255707695,-0.1438356164383563,0.08219178082191769,0.058447488584474905,0.07031963470319635
