,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backlow_CO2_scaled,feature_importance.backlow_CO2_fd1_scaled,feature_importance.backlow_CO2_fd2_scaled,feature_importance.backlow_CO2_fd3_scaled
94,94,0.9066666666666666,0.8852459016393442,0.9026234063419418,0.9061784897025171,0.36177777777777764,0.07555555555555549,0.07022222222222219,0.07555555555555549
95,95,0.8133333333333334,0.8,0.8287021902582543,0.9152500817260543,0.3653333333333334,0.17600000000000005,0.11288888888888882,0.12977777777777777
96,96,0.8533333333333334,0.8070175438596491,0.8374060150375939,0.9088754494932985,0.18844444444444453,0.011111111111111183,0.017333333333333423,0.011555555555555652
97,97,0.8488888888888889,0.8,0.8319712324288984,0.9010297482837529,0.19866666666666666,0.005333333333333301,0.014666666666666717,0.013777777777777778
98,98,0.8844444444444445,0.8539325842696629,0.8754494932984636,0.9096927100359594,0.3671111111111113,0.07111111111111101,0.06400000000000017,0.03111111111111098
99,99,0.8488888888888889,0.8,0.8319712324288984,0.9193363844393593,0.21733333333333327,0.010222222222222244,0.007555555555555649,0.004444444444444473
100,100,0.8755555555555555,0.8585858585858586,0.8830091533180777,0.9148414514547237,0.40488888888888885,0.11866666666666659,0.14222222222222214,0.11911111111111106
101,101,0.8044444444444444,0.6986301369863014,0.7658957175547565,0.8940830336711344,0.04888888888888876,0.05377777777777781,0.046222222222222165,0.05688888888888888
102,102,0.8444444444444444,0.8275862068965517,0.8550179797319385,0.9129617522066032,0.38711111111111113,0.08177777777777773,0.10888888888888892,0.06444444444444442
103,103,0.8622222222222222,0.845771144278607,0.871730957829356,0.915822164105917,0.3817777777777778,0.14622222222222225,0.14888888888888885,0.1519999999999999
104,104,0.8622222222222222,0.8208092485549133,0.8482755802549853,0.9115724092840797,0.17333333333333334,0.03022222222222215,0.0,0.001777777777777767
105,105,0.7955555555555556,0.7870370370370371,0.815339980385747,0.9086302713305002,0.35377777777777775,0.180888888888889,0.07644444444444454,0.12977777777777777
106,106,0.8577777777777778,0.84,0.8662961752206604,0.9163125204315136,0.39111111111111113,0.15111111111111108,0.053333333333333344,0.11066666666666669
107,107,0.8666666666666667,0.8275862068965517,0.853710362863681,0.8928571428571428,0.36311111111111116,0.04933333333333334,0.05422222222222228,0.053333333333333455
108,108,0.8577777777777778,0.813953488372093,0.8428407976462897,0.9170480549199085,0.22933333333333328,0.01822222222222225,0.010222222222222244,0.008000000000000007
109,109,0.8888888888888888,0.8717948717948718,0.8942873488067996,0.9271003595946389,0.4102222222222222,0.11111111111111105,0.17066666666666663,0.12711111111111106
110,110,0.8888888888888888,0.861878453038674,0.8825596600196142,0.9010297482837528,0.42266666666666663,0.10355555555555551,0.11066666666666658,0.07466666666666666
111,111,0.88,0.847457627118644,0.8700147106897679,0.9115724092840798,0.26444444444444437,0.04799999999999993,0.07733333333333325,0.06222222222222229
