,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.leftlow_CO2_scaled,feature_importance.leftlow_CO2_fd1_scaled,feature_importance.leftlow_CO2_fd2_scaled,feature_importance.leftlow_CO2_fd3_scaled
36,36,0.9299610894941635,0.91,0.9430500658761528,0.9907773386034255,0.08365758754863795,0.135408560311284,0.08599221789883282,0.09338521400778221
37,37,0.8988326848249028,0.8686868686868687,0.9067852437417655,0.9770092226613967,0.20661478599221794,0.1089494163424124,0.11167315175097281,0.07743190661478605
38,38,0.867704280155642,0.8380952380952381,0.8873517786561265,0.9213438735177866,0.24863813229571974,0.005058365758754735,-0.0007782101167316258,0.0038910505836574627
39,39,0.9182879377431906,0.896551724137931,0.9339591567852437,0.9889986824769433,0.1474708171206226,0.12334630350194542,0.08754863813229574,0.07392996108949412
40,40,0.933852140077821,0.914572864321608,0.9460803689064559,0.9885375494071147,0.22957198443579774,0.163035019455253,0.14863813229571976,0.06848249027237341
41,41,0.933852140077821,0.914572864321608,0.9460803689064559,0.9820158102766798,0.09649805447470816,0.16070038910505846,0.12762645914396886,0.0961089494163424
42,42,0.8988326848249028,0.8737864077669902,0.9164031620553359,0.9822793148880105,0.1712062256809339,0.11984435797665371,0.11828793774319069,0.11673151750972754
43,43,0.9182879377431906,0.8975609756097561,0.9363636363636363,0.9854413702239789,0.11867704280155633,0.20155642023346299,0.10505836575875482,0.067704280155642
44,44,0.9299610894941635,0.9090909090909091,0.9406455862977603,0.9865612648221345,0.23929961089494167,0.21789883268482502,0.13229571984435795,0.07548638132295726
45,45,0.9182879377431906,0.8975609756097561,0.9363636363636363,0.9870223978919631,0.16264591439688714,0.2070038910505837,0.14591439688715957,0.06692607003891049
