,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.leftlow_CO2_scaled,feature_importance.leftlow_CO2_fd1_scaled,feature_importance.leftlow_CO2_fd2_scaled,feature_importance.leftlow_CO2_fd3_scaled
179,179,0.914396887159533,0.8910891089108911,0.9285243741765481,0.9832674571805006,0.037743190661478465,0.09182879377431907,0.0852140077821012,0.05136186770427997
180,180,0.8988326848249028,0.8761904761904762,0.9212121212121211,0.97266139657444,0.17081712062256815,0.14902723735408563,0.10505836575875482,0.10038910505836574
181,181,0.9221789883268483,0.900990099009901,0.9369894598155468,0.9801054018445323,0.1704280155642024,0.1474708171206227,0.1684824902723736,0.12256809338521402
182,182,0.9455252918287937,0.9270833333333334,0.9503623188405796,0.9891304347826088,0.05914396887159523,0.1684824902723736,0.15797665369649794,0.06887159533073917
183,183,0.8638132295719845,0.8341232227488151,0.8843214756258235,0.9486166007905139,0.28521400778210126,0.0015564202334629185,0.00038910505836564635,-0.00311284046692617
184,184,0.9105058365758755,0.8878048780487805,0.9278985507246377,0.983596837944664,0.03385214007782089,0.11867704280155633,0.06692607003891049,0.07665369649805442
185,185,0.933852140077821,0.9137055837563451,0.9436758893280632,0.986429512516469,0.0677042801556419,0.14319066147859916,0.07431906614785999,0.05836575875486394
186,186,0.867704280155642,0.8380952380952381,0.8873517786561265,0.9284584980237155,0.22373540856031127,0.006225680933852229,-0.0007782101167316258,-0.0027237354085604126
187,187,0.8871595330739299,0.861244019138756,0.9073122529644269,0.977733860342556,0.03463035019455252,0.08560311284046684,0.0704280155642023,0.05642023346303504
188,188,0.8560311284046692,0.8262910798122066,0.8782608695652174,0.8913702239789196,0.20350194552529166,-0.0011673151750972721,-0.0015564202334630295,-0.0027237354085605237
189,189,0.9182879377431906,0.8911917098445595,0.9219367588932806,0.9832015810276681,0.14435797665369643,0.14591439688715957,0.18599221789883258,0.08715953307392998
190,190,0.8988326848249028,0.8725490196078431,0.9139986824769433,0.9824110671936759,0.31828793774319075,0.13229571984435806,0.14085603112840472,0.13307392996108958
191,191,0.8988326848249028,0.8761904761904762,0.9212121212121211,0.9794466403162055,0.1630350194552529,0.16070038910505835,0.1116731517509727,0.0622568093385214
192,192,0.9066147859922179,0.8811881188118812,0.9200592885375494,0.981159420289855,0.10700389105058361,0.14357976653696503,0.10077821011673149,0.07821011673151756
193,193,0.8988326848249028,0.8673469387755102,0.9043807641633729,0.97266139657444,0.057198443579766556,0.12723735408560322,0.11284046692606997,0.06147859922179
194,194,0.9221789883268483,0.9,0.9345849802371542,0.9880764163372859,0.13774319066147855,0.16926070038910512,0.15836575875486392,0.08638132295719847
195,195,0.9066147859922179,0.8846153846153846,0.9272727272727272,0.9787878787878788,0.07392996108949423,0.17315175097276259,0.21206225680933855,0.14824902723735411
196,196,0.8910505836575876,0.8679245283018868,0.9151515151515152,0.9812911725955205,0.037743190661478465,0.09805447470817119,0.10583657587548634,0.07159533073929969
197,197,0.9182879377431906,0.8955223880597015,0.9315546772068511,0.9830698287220027,0.03424124513618665,0.11089494163424118,0.11517509727626452,0.09377431906614786
198,198,0.9299610894941635,0.9090909090909091,0.9406455862977603,0.9917654808959158,0.10233463035019463,0.11206225680933857,0.08443579766536968,0.03424124513618676
199,199,0.9377431906614786,0.92,0.9515151515151515,0.9891304347826086,0.243579766536965,0.15797665369649816,0.07548638132295726,0.14785992217898825
200,200,0.9221789883268483,0.9,0.9345849802371542,0.976943346508564,0.07003891050583666,0.1272373540856031,0.08832684824902737,0.11478599221789887
201,201,0.8988326848249028,0.8737864077669902,0.9164031620553359,0.9810276679841898,0.00739299610894939,0.09571984435797665,0.0568093385214008,0.05836575875486383
202,202,0.9299610894941635,0.9108910891089109,0.9454545454545454,0.9833333333333334,0.18015564202334633,0.13346303501945522,0.11400778210116735,0.13151750972762644
203,203,0.914396887159533,0.8910891089108911,0.9285243741765481,0.986429512516469,0.2287937743190661,0.15252918287937745,0.11089494163424118,0.10739299610894937
204,204,0.933852140077821,0.914572864321608,0.9460803689064559,0.9899209486166007,0.17743190661478603,0.13307392996108947,0.1684824902723736,0.1264591439688716
205,205,0.9221789883268483,0.900990099009901,0.9369894598155468,0.9810935441370224,0.06264591439688727,0.1447470817120622,0.13774319066147855,0.15992217898832695
206,206,0.9066147859922179,0.8823529411764706,0.922463768115942,0.9831357048748353,0.1299610894941634,0.12762645914396886,0.12256809338521402,0.056031128404669284
207,207,0.9105058365758755,0.8888888888888888,0.9303030303030303,0.9733860342555996,0.01634241245136181,0.1610894941634241,0.1272373540856031,0.04007782101167301
208,208,0.914396887159533,0.8932038834951457,0.9333333333333333,0.9810935441370224,0.15953307392996108,0.14980544747081714,0.13385214007782098,0.09805447470817119
209,209,0.9105058365758755,0.8866995073891626,0.925494071146245,0.9877470355731225,0.1373540856031129,0.1171206225680933,0.10311284046692604,0.10233463035019452
210,210,0.914396887159533,0.89,0.9261198945981555,0.9818840579710145,0.039299610894941495,0.12140077821011663,0.10700389105058361,0.13073929961089492
211,211,0.9455252918287937,0.9247311827956989,0.9431488801054019,0.9893280632411067,0.1299610894941634,0.20933852140077813,0.19338521400778208,0.10038910505836574
212,212,0.9027237354085603,0.8743718592964824,0.9122200263504612,0.9639657444005271,0.019844357976653626,0.0595330739299611,0.03929961089494172,0.03852140077820998
213,213,0.914396887159533,0.89,0.9261198945981555,0.983399209486166,0.05914396887159512,0.13618677042801564,0.06575875486381322,0.09105058365758756
214,214,0.914396887159533,0.89,0.9261198945981555,0.9846508563899868,0.18832684824902712,0.0906614785992218,0.08715953307392998,0.06848249027237352
215,215,0.9494163424124513,0.93048128342246,0.9485836627140976,0.9891304347826088,0.018287937743190597,0.1813229571984436,0.14513618677042794,0.057198443579766445
216,216,0.9182879377431906,0.8944723618090452,0.9291501976284584,0.9820816864295125,0.02529182879377423,0.11361867704280149,0.10194552529182876,0.09766536964980543
217,217,0.9571984435797666,0.9430051813471503,0.964262187088274,0.9894598155467721,0.12256809338521413,0.13073929961089503,0.14163424124513624,0.15642023346303502
218,218,0.914396887159533,0.8910891089108911,0.9285243741765481,0.9765480895915679,0.07898832684824908,0.1319066147859922,0.10661478599221785,0.09844357976653695
219,219,0.9027237354085603,0.8803827751196173,0.9242424242424243,0.9808959156785244,0.08482490272373544,0.1284046692607005,0.0961089494163424,0.06770428015564212
220,220,0.933852140077821,0.9154228855721394,0.9484848484848485,0.9875494071146245,0.13852140077821007,0.1813229571984436,0.14396887159533067,0.16070038910505835
221,221,0.9066147859922179,0.8811881188118812,0.9200592885375494,0.9797101449275363,0.067704280155642,0.1521400778210117,0.09416342412451362,0.06070038910505837
222,222,0.9377431906614786,0.9183673469387755,0.9467061923583663,0.9897233201581028,0.015564202334630295,0.1346303501945525,0.11517509727626463,0.08365758754863817
223,223,0.9066147859922179,0.8823529411764706,0.922463768115942,0.9758234519104085,0.23579766536964974,0.12801556420233462,0.10389105058365755,0.11828793774319057
224,224,0.9066147859922179,0.8823529411764706,0.922463768115942,0.9774044795783926,0.10700389105058361,0.11478599221789876,0.12373540856031118,0.09805447470817119
225,225,0.9221789883268483,0.9,0.9345849802371542,0.9847826086956522,0.13540856031128412,0.13579766536964977,0.15252918287937756,0.09610894941634252
226,226,0.9377431906614786,0.92,0.9515151515151515,0.9845849802371542,0.10466926070038918,0.14396887159533067,0.08832684824902726,0.07665369649805454
227,227,0.9066147859922179,0.8811881188118812,0.9200592885375494,0.9814888010540185,0.0264591439688715,0.1739299610894941,0.15330739299610896,0.05875486381322936
228,228,0.8871595330739299,0.8625592417061612,0.9097167325428195,0.9722002635046113,0.12295719844357977,0.11945525291828796,0.08365758754863806,0.09066147859922169
229,229,0.914396887159533,0.8932038834951457,0.9333333333333333,0.9861001317523057,0.02529182879377423,0.10739299610894937,0.10544747081712058,0.10428015564202331
230,230,0.9260700389105059,0.9045226130653267,0.9376152832674571,0.980764163372859,0.060311284046692726,0.14824902723735423,0.13112840466926068,0.12684824902723735
231,231,0.9182879377431906,0.8975609756097561,0.9363636363636363,0.983201581027668,0.10583657587548634,0.16498054474708168,0.1089494163424124,0.12140077821011663
232,232,0.914396887159533,0.8921568627450981,0.9309288537549407,0.9821475625823451,0.060311284046692615,0.11828793774319057,0.11556420233463027,0.10583657587548634
233,233,0.8949416342412452,0.8708133971291866,0.9157773386034256,0.9776021080368907,0.11984435797665383,0.1529182879377432,0.11284046692607008,0.10544747081712058
234,234,0.914396887159533,0.8921568627450981,0.9309288537549407,0.9864953886693018,0.07315175097276261,0.10933852140077815,0.0797665369649806,0.09105058365758756
235,235,0.914396887159533,0.8888888888888888,0.9237154150197628,0.9804347826086957,0.11906614785992209,0.11556420233463027,0.10933852140077815,0.05136186770427997
236,236,0.9299610894941635,0.9108910891089109,0.9454545454545454,0.9877470355731226,0.10428015564202342,0.13696498054474704,0.10700389105058372,0.09494163424124513
237,237,0.9105058365758755,0.8888888888888888,0.9303030303030303,0.9834650856389987,0.1299610894941634,0.1521400778210117,0.13891050583657594,0.07626459143968878
238,238,0.8871595330739299,0.8585365853658536,0.9025032938076416,0.9801712779973649,0.3377431906614785,0.16887159533073937,0.1583657587548637,0.0832684824902723
239,239,0.914396887159533,0.8932038834951457,0.9333333333333333,0.9871541501976285,0.014396887159533023,0.13891050583657583,0.13852140077821007,0.08949416342412453
240,240,0.914396887159533,0.8932038834951457,0.9333333333333333,0.9853096179183136,0.15953307392996108,0.18910505836575864,0.14630350194552533,0.11750972762645906
241,241,0.9105058365758755,0.8844221105527639,0.9206851119894599,0.9793807641633728,0.10544747081712058,0.08132295719844362,0.0630350194552527,0.028793774319066046
242,242,0.914396887159533,0.8932038834951457,0.9333333333333333,0.9840579710144928,0.04280155642023331,0.1334630350194551,0.09494163424124513,0.08015564202334635
243,243,0.933852140077821,0.9128205128205128,0.9412714097496706,0.9901844532279315,0.11867704280155644,0.12762645914396886,0.1326848249027237,0.09182879377431918
244,244,0.9105058365758755,0.8866995073891626,0.925494071146245,0.97832674571805,0.05252918287937747,0.12217898832684815,0.1428015564202335,0.054085603112840275
245,245,0.8949416342412452,0.8695652173913043,0.913372859025033,0.9782608695652174,0.18715953307393007,0.12023346303501958,0.12062256809338534,0.08287937743190665
246,246,0.9105058365758755,0.8888888888888888,0.9303030303030303,0.9822134387351779,0.21011673151750976,0.15914396887159532,0.10116731517509725,0.08715953307392998
247,247,0.8988326848249028,0.87,0.909189723320158,0.9820816864295125,0.015175097276264538,0.08326848249027241,0.07587548638132302,0.08054474708171211
248,248,0.9260700389105059,0.9054726368159204,0.9400197628458498,0.9825428194993412,0.21867704280155653,0.17354085603112845,0.11050583657587554,0.07704280155642029
249,249,0.9066147859922179,0.883495145631068,0.9248682476943346,0.9725955204216074,0.08482490272373544,0.12295719844357966,0.04591439688715937,0.052529182879377245
