,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.fronttop_CO2_scaled,feature_importance.fronttop_CO2_fd1_scaled,feature_importance.fronttop_CO2_fd2_scaled,feature_importance.fronttop_CO2_fd3_scaled
68,68,0.91324200913242,0.8994708994708994,0.9147124272509415,0.9395754878466277,0.36438356164383556,0.06484018264840175,0.011415525114155334,0.010958904109588996
69,69,0.8538812785388128,0.8072289156626506,0.8365713796644985,0.9411160561451558,0.05525114155251143,0.08904109589041098,0.026940639269406375,0.0237442922374429
70,70,0.8584474885844748,0.8208092485549133,0.8464994864772338,0.9118452584731257,0.28767123287671226,0.01826484018264829,0.0022831050228310223,-0.007762557077625631
71,71,0.9041095890410958,0.8852459016393442,0.9008473125641904,0.9421431016775077,0.384931506849315,0.0273972602739726,0.020547945205479423,0.014611872146118587
72,72,0.8538812785388128,0.813953488372093,0.8410647038685382,0.9075659020883258,0.17762557077625574,0.0420091324200913,0.00273972602739736,0.03333333333333344
73,73,0.8538812785388128,0.8160919540229885,0.8425624786032181,0.9100479287915096,0.18858447488584473,0.01415525114155236,-0.001369863013698569,-0.001369863013698569
74,74,0.8264840182648402,0.7564102564102564,0.8009671345429648,0.9303320780554605,0.14018264840182648,0.017808219178082174,0.0036529680365295913,0.008675799086757974
75,75,0.8584474885844748,0.8208092485549133,0.8464994864772338,0.9325573433755562,0.21598173515981745,0.07899543378995433,0.022831050228310446,0.08812785388127864
76,76,0.8493150684931506,0.835820895522388,0.8580965422800411,0.9330708661417324,0.45022831050228307,-0.015525114155251263,0.020547945205479312,-0.0036529680365297024
77,77,0.8538812785388128,0.813953488372093,0.8410647038685382,0.93675111263266,0.08995433789954332,0.0036529680365298134,0.0004566210045663377,0.0036529680365295913
78,78,0.8447488584474886,0.8,0.8301951386511468,0.9209174940089011,0.17077625570776245,0.01324200913242013,0.00502283105022816,0.008675799086757974
79,79,0.867579908675799,0.8342857142857143,0.8573690516946251,0.9165525504964053,0.35707762557077616,0.0009132420091324533,0.004566210045662045,0.01415525114155236
80,80,0.867579908675799,0.8342857142857143,0.8573690516946251,0.9338411502909962,0.24520547945205484,0.05662100456621,-0.005479452054794609,0.02739726027397249
81,81,0.91324200913242,0.8994708994708994,0.9147124272509415,0.9245977404998288,0.397716894977169,0.006849315068493067,0.04337899543378998,0.03424657534246556
82,82,0.8995433789954338,0.8791208791208791,0.8954125299554947,0.9364943512495721,0.365296803652968,0.05022831050228305,0.04429223744292243,0.011415525114155334
83,83,0.91324200913242,0.8972972972972973,0.9117168777815816,0.9311023622047244,0.42146118721461184,0.04337899543378998,0.010045662100456543,0.023744292237442788
84,84,0.8493150684931506,0.8070175438596491,0.8356299212598426,0.9150119821978776,0.12237442922374431,0.01826484018264829,0.029680365296803735,0.01826484018264829
85,85,0.8721461187214612,0.8426966292134831,0.8643016090380007,0.919890448476549,0.24155251141552503,0.020091324200913308,0.004566210045662156,0.06164383561643838
86,86,0.8584474885844748,0.8208092485549133,0.8464994864772338,0.9423998630605958,0.35342465753424657,-0.004566210045662156,0.07168949771689492,0.03561643835616435
87,87,0.9178082191780822,0.9042553191489362,0.9186494351249572,0.9447107155083876,0.3611872146118721,0.03150684931506842,0.021461187214611877,0.018721461187214627
88,88,0.908675799086758,0.8913043478260869,0.906282095172886,0.93846285518658,0.3155251141552511,0.02100456621004565,0.07077625570776247,0.047945205479452024
89,89,0.8538812785388128,0.813953488372093,0.8410647038685382,0.9385484423142759,0.2735159817351599,0.01187214611872156,0.010958904109589107,-0.020091324200913308
90,90,0.8767123287671232,0.847457627118644,0.8682386169120164,0.9229715850736048,0.3214611872146117,0.004566210045662045,0.01735159817351606,0.01963470319634708
91,91,0.91324200913242,0.8983957219251337,0.9132146525162615,0.9249400890106128,0.4757990867579909,0.09680365296803661,0.0365296803652968,0.1369863013698629
92,92,0.8356164383561644,0.8252427184466019,0.8477832933926737,0.9303320780554604,0.42694063926940645,0.057077625570776225,0.08949771689497721,-0.007305936073059294
93,93,0.7031963470319634,0.48,0.6512324546388224,0.9274221157137966,0.01963470319634697,0.03378995433789955,0.022831050228310446,0.07123287671232892
94,94,0.8538812785388128,0.813953488372093,0.8410647038685382,0.9306744265662443,0.21780821917808235,-0.001369863013698569,0.010958904109589107,-0.005022831050228271
95,95,0.7534246575342466,0.6029411764705882,0.7110150633344745,0.9317014720985963,0.004566210045662156,0.02100456621004576,0.0182648401826484,0.01735159817351606
96,96,0.9223744292237442,0.9090909090909091,0.922586442998973,0.9248545018829167,0.4534246575342466,0.020547945205479312,0.04703196347031957,0.06575342465753431
97,97,0.8995433789954338,0.8804347826086957,0.8969103046901746,0.938291680931188,0.4885844748858448,0.11278538812785388,0.10639269406392704,0.019178082191780743
98,98,0.8721461187214612,0.8409090909090909,0.8628038343033209,0.9412016432728517,0.36438356164383556,0.03926940639269416,0.012328767123287676,-0.0018264840182649067
99,99,0.8493150684931506,0.8047337278106509,0.8341321465251625,0.935809654228004,0.15205479452054793,-0.0004566210045662267,0.020091324200913196,0.010958904109588996
100,100,0.9223744292237442,0.9090909090909091,0.922586442998973,0.9367511126326601,0.5383561643835616,0.045205479452054886,0.01187214611872145,0.09726027397260273
101,101,0.7808219178082192,0.6962025316455697,0.7556059568640876,0.8852276617596714,0.19543378995433802,-0.021917808219177992,0.024200913242009126,0.01963470319634708
102,102,0.8538812785388128,0.8160919540229885,0.8425624786032181,0.920917494008901,0.5196347031963471,0.15616438356164386,0.13789954337899535,0.11004566210045663
103,103,0.8949771689497716,0.8729281767955801,0.8899777473467991,0.9376069839096199,0.4,0.034703196347032006,0.012328767123287676,0.009589041095890316
104,104,0.8584474885844748,0.845771144278607,0.8674683327627525,0.9455665867853474,0.43515981735159814,0.07990867579908667,0.004566210045662045,0.02237442922374422
105,105,0.8858447488584474,0.8633879781420765,0.8821037315987675,0.9358952413557001,0.4251141552511416,0.021461187214611877,0.025570776255707695,-0.001369863013698569
106,106,0.8538812785388128,0.813953488372093,0.8410647038685382,0.921944539541253,0.22374429223744285,0.010045662100456432,-0.004109589041095818,0.0009132420091324533
107,107,0.8767123287671232,0.8491620111731844,0.8697363916466964,0.9091064703868538,0.4146118721461187,0.021461187214611877,0.0091324200913242,0.02602739726027381
108,108,0.867579908675799,0.8342857142857143,0.8573690516946251,0.9462512838069155,0.2534246575342466,-0.014611872146118698,0.03013698630136974,-0.010045662100456654
109,109,0.863013698630137,0.8275862068965517,0.8519342690859295,0.9140705237932215,0.13013698630136994,0.010958904109589107,0.01598173515981738,0.024657534246575352
110,110,0.8767123287671232,0.847457627118644,0.8682386169120164,0.920831906881205,0.35844748858447484,0.041095890410958846,-0.007305936073059294,0.007305936073059294
111,111,0.8584474885844748,0.8208092485549133,0.8464994864772338,0.9442827798699075,0.28721461187214614,0.0675799086757991,-0.006392694063927062,-0.01872146118721474
112,112,0.8493150684931506,0.8070175438596491,0.8356299212598426,0.922885997945909,0.1552511415525114,0.006392694063926951,0.0018264840182646847,0.0022831050228310223
113,113,0.863013698630137,0.8275862068965517,0.8519342690859295,0.9240842177336529,0.1511415525114156,-0.0009132420091324533,0.03013698630136996,-0.004566210045662045
114,114,0.8538812785388128,0.8160919540229885,0.8425624786032181,0.905854159534406,0.4082191780821919,0.11598173515981725,0.02100456621004554,0.04155251141552507
115,115,0.7853881278538812,0.7813953488372093,0.8029784320438206,0.8866826429305033,0.4027397260273972,0.04429223744292232,0.00776255707762552,0.06301369863013706
116,116,0.863013698630137,0.8275862068965517,0.8519342690859295,0.9277644642245807,0.27442922374429235,0.044292237442922544,0.0273972602739726,0.016894977168949832
117,117,0.8584474885844748,0.8208092485549133,0.8464994864772338,0.9075659020883259,0.15479452054794518,0.03105022831050208,0.02511415525114158,0.040182648401826504
118,118,0.8995433789954338,0.8791208791208791,0.8954125299554947,0.9281068127353647,0.3155251141552511,0.017808219178082174,1.1102230246251565e-16,0.04337899543378998
