,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.righttop_CO2_scaled,feature_importance.righttop_temperature_scaled,feature_importance.righttop_humidity_scaled
190,190,0.8823529411764706,0.8181818181818182,0.8579710144927537,0.9452898550724638,0.17095588235294124,0.008455882352941257,0.003308823529411642
191,191,0.8786764705882353,0.8176795580110497,0.8605072463768115,0.9557971014492754,0.21911764705882342,0.0018382352941175295,-0.018014705882352988
192,192,0.8786764705882353,0.7975460122699386,0.8365942028985507,0.9621376811594202,0.2069852941176471,0.00588235294117645,0.018749999999999933
193,193,0.8713235294117647,0.8087431693989071,0.854951690821256,0.9408212560386473,0.1499999999999999,0.009926470588235148,-0.014705882352941124
194,194,0.875,0.8172043010752689,0.8630434782608696,0.9553140096618358,0.17279411764705888,0.0051470588235295045,-0.011397058823529371
195,195,0.8823529411764706,0.8202247191011236,0.8606280193236715,0.9483091787439614,0.18933823529411764,0.00772058823529409,-0.008088235294117618
196,196,0.8713235294117647,0.8066298342541437,0.8522946859903382,0.9609903381642512,0.17647058823529416,-0.006617647058823506,-0.010294117647058787
197,197,0.8713235294117647,0.8066298342541437,0.8522946859903382,0.9351449275362319,0.18014705882352944,0.0022058823529411686,-0.013602941176470429
198,198,0.875,0.8023255813953488,0.8444444444444444,0.9493961352657004,0.19742647058823537,-0.003676470588235281,-0.0051470588235293935
199,199,0.8823529411764706,0.8297872340425532,0.8739130434782609,0.9579710144927536,0.21397058823529413,0.012867647058823484,0.008823529411764564
200,200,0.8713235294117647,0.8066298342541437,0.8522946859903382,0.9589371980676329,0.17904411764705885,0.0025735294117646967,-0.013602941176470651
201,201,0.8860294117647058,0.8208092485549133,0.8580917874396135,0.9530797101449275,0.1889705882352941,0.008823529411764675,0.010294117647058787
