,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.lefttop_CO2_scaled,feature_importance.lefttop_CO2_fd1_scaled,feature_importance.lefttop_CO2_fd2_scaled,feature_importance.lefttop_CO2_fd3_scaled
58,58,0.9066147859922179,0.8787878787878788,0.9152503293807641,0.9557312252964427,0.0027237354085603016,0.19105058365758765,0.11478599221789876,0.05369649805447474
59,59,0.8015564202334631,0.7272727272727273,0.7877470355731224,0.9083662714097497,0.008171206225680905,0.013229571984435862,0.01634241245136192,0.007003891050583633
60,60,0.8054474708171206,0.7311827956989247,0.7907773386034256,0.913768115942029,-0.0019455252918287869,0.02101167315175101,0.018287937743190597,0.015953307392996052
61,61,0.8599221789883269,0.8301886792452831,0.8812911725955204,0.930764163372859,0.022957198443579796,0.005836575875486472,0.0015564202334629185,0.005447470817120714
62,62,0.8054474708171206,0.7340425531914894,0.7931818181818182,0.9146245059288538,-0.005058365758754846,0.017120622568093324,0.013229571984435862,0.0035019455252918164
63,63,0.8093385214007782,0.7351351351351352,0.7938076416337285,0.9178524374176549,-0.004280155642023331,0.01906614785992211,0.018677042801556354,0.014007782101167265
64,64,0.7976653696498055,0.7204301075268817,0.7823122529644269,0.9008563899868248,0.0035019455252918164,0.015175097276264649,0.014396887159533134,0.017509727626459193
65,65,0.8326848249027238,0.7794871794871795,0.8312252964426877,0.930368906455863,-0.006614785992217875,0.014396887159533134,0.020233463035019494,0.010116731517509803
66,66,0.8949416342412452,0.8695652173913043,0.913372859025033,0.9704874835309618,0.014007782101167265,0.17431906614786008,0.13307392996108958,0.08715953307392998
67,67,0.8988326848249028,0.8712871287128713,0.9115942028985508,0.9619894598155467,-0.0007782101167315147,0.20077821011673158,0.16887159533073925,0.13968871595330745
68,68,0.8988326848249028,0.8725490196078431,0.9139986824769433,0.9675889328063242,0.01945525291828787,0.17354085603112834,0.12529182879377443,0.13774319066147866
69,69,0.8988326848249028,0.87,0.909189723320158,0.9575757575757576,-0.00038910505836575737,0.18677042801556432,0.1575875486381323,0.0595330739299611
70,70,0.8249027237354085,0.7668393782383419,0.8203557312252965,0.9215415019762847,-0.0007782101167315147,0.01945525291828787,0.023346303501945442,0.015564202334630295
71,71,0.8443579766536965,0.797979797979798,0.8475296442687748,0.9280632411067194,0.0035019455252918164,0.03229571984435797,0.025680933852140098,0.03268482490272373
72,72,0.914396887159533,0.8865979381443299,0.9189064558629776,0.967193675889328,0.011284046692606964,0.34007782101167316,0.30000000000000004,0.22373540856031127
73,73,0.9027237354085603,0.8743718592964824,0.9122200263504612,0.9575098814229248,0.009727626459143934,0.2774319066147861,0.222568093385214,0.15330739299610896
74,74,0.8054474708171206,0.7311827956989247,0.7907773386034256,0.9150856389986824,0.005836575875486361,0.012840466926069993,0.011284046692606964,0.008171206225680905
75,75,0.8443579766536965,0.801980198019802,0.85233860342556,0.930171277997365,-0.0019455252918287869,0.014785992217898891,0.008560311284046662,0.014396887159533134
76,76,0.9027237354085603,0.8780487804878049,0.9194334650856391,0.9705533596837945,0.004280155642023331,0.2206225680933852,0.1455252918287938,0.14319066147859927
