,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.lefttop_CO2_scaled,feature_importance.lefttop_CO2_fd1_scaled,feature_importance.lefttop_CO2_fd2_scaled,feature_importance.lefttop_CO2_fd3_scaled
180,180,0.8988326848249028,0.8725490196078431,0.9139986824769433,0.9682476943346509,0.00894941634241242,0.18171206225680936,0.17509727626459137,0.1739299610894941
181,181,0.8093385214007782,0.7351351351351352,0.7938076416337285,0.9189064558629777,-0.0023346303501945442,0.014396887159533023,0.01789883268482484,0.017509727626459082
182,182,0.9066147859922179,0.8787878787878788,0.9152503293807641,0.969433465085639,0.011673151750972721,0.2517509727626458,0.1961089494163425,0.17159533073929956
183,183,0.8365758754863813,0.7857142857142857,0.8366600790513834,0.9308300395256918,0.0015564202334631405,0.020233463035019494,0.011284046692607075,0.009338521400778288
184,184,0.9066147859922179,0.88,0.9176548089591567,0.9694993412384717,0.014007782101167265,0.27042801556420226,0.24319066147859913,0.13852140077821018
185,185,0.8949416342412452,0.8656716417910447,0.9061594202898551,0.9684453227931489,-0.00038910505836575737,0.1521400778210117,0.11517509727626474,0.09143968871595332
186,186,0.9027237354085603,0.8743718592964824,0.9122200263504612,0.9713438735177865,0.012840466926069993,0.15953307392996108,0.1136186770428016,0.10311284046692604
187,187,0.8638132295719845,0.8341232227488151,0.8843214756258235,0.930566534914361,0.02256809338521404,0.01050583657587556,0.013229571984435862,0.02101167315175101
188,188,0.9066147859922179,0.8787878787878788,0.9152503293807641,0.9652173913043478,0.010505836575875449,0.1840466926070038,0.16070038910505835,0.10194552529182876
189,189,0.9027237354085603,0.8743718592964824,0.9122200263504612,0.9700922266139658,0.0046692607003890885,0.2571984435797665,0.16809338521400774,0.11673151750972754
190,190,0.914396887159533,0.89,0.9261198945981555,0.978722002635046,0.008171206225680905,0.20116731517509723,0.1556420233463035,0.1171206225680933
191,191,0.8210116731517509,0.7604166666666666,0.8149209486166007,0.9150856389986826,0.00038910505836575737,0.017120622568093324,0.022957198443579685,0.022957198443579685
192,192,0.8482490272373541,0.8097560975609757,0.8601778656126482,0.9318181818181819,-0.00038910505836575737,0.019844357976653737,0.04747081712062251,0.018287937743190708
193,193,0.8093385214007782,0.7379679144385026,0.7962121212121211,0.91133069828722,0.0035019455252918164,0.022957198443579796,0.018287937743190597,0.014007782101167265
194,194,0.8638132295719845,0.8341232227488151,0.8843214756258235,0.9333992094861661,0.023346303501945553,0.017120622568093435,0.019066147859922222,0.007003891050583744
195,195,0.8560311284046692,0.8262910798122066,0.8782608695652174,0.9339262187088275,0.014007782101167265,0.0046692607003890885,0.006614785992217875,0.009727626459143934
196,196,0.8988326848249028,0.8712871287128713,0.9115942028985508,0.9710803689064559,-0.00038910505836575737,0.13501945525291836,0.09143968871595332,0.07042801556420242
197,197,0.8132295719844358,0.7446808510638298,0.8016469038208169,0.9172595520421608,0.0011673151750972721,0.01945525291828787,0.0237354085603112,0.013618677042801508
198,198,0.8210116731517509,0.7604166666666666,0.8149209486166007,0.9225296442687747,-0.0027237354085603016,0.01322957198443575,0.01945525291828787,0.00894941634241242
199,199,0.8910505836575876,0.8613861386138614,0.903129117259552,0.9693017127799736,0.0007782101167315147,0.17548638132295735,0.08715953307392998,0.13579766536964988
200,200,0.8521400778210116,0.819047619047619,0.8704216073781291,0.9351778656126483,0.009338521400778177,0.012451361867704236,0.01634241245136192,0.004280155642023331
201,201,0.9066147859922179,0.8787878787878788,0.9152503293807641,0.9702239789196311,0.011673151750972721,0.24669260700389095,0.1712062256809338,0.13424124513618685
202,202,0.8988326848249028,0.8737864077669902,0.9164031620553359,0.9644927536231884,0.008560311284046662,0.1961089494163425,0.15175097276264593,0.09999999999999998
203,203,0.8910505836575876,0.8640776699029126,0.9079380764163373,0.9712779973649539,0.010505836575875449,0.11828793774319069,0.11011673151750978,0.07392996108949423
204,204,0.8988326848249028,0.87,0.909189723320158,0.9519762845849803,-0.0015564202334630295,0.25875486381322954,0.19182879377431916,0.09299610894941635
205,205,0.8015564202334631,0.7213114754098361,0.7829380764163373,0.9164690382081687,0.003112840466926059,0.01206225680933859,0.011673151750972721,0.0035019455252918164
206,206,0.8132295719844358,0.7419354838709677,0.7992424242424243,0.9185111989459817,0.0023346303501945442,0.015953307392996052,0.019844357976653626,0.017509727626459082
207,207,0.8988326848249028,0.8712871287128713,0.9115942028985508,0.958695652173913,0.004280155642023331,0.29727626459143974,0.23307392996108944,0.13774319066147866
208,208,0.8910505836575876,0.8640776699029126,0.9079380764163373,0.9691699604743084,0.005836575875486361,0.22996108949416338,0.24863813229571985,0.2089494163424125
209,209,0.8988326848249028,0.8737864077669902,0.9164031620553359,0.97167325428195,0.011284046692606964,0.19766536964980552,0.1852140077821013,0.10583657587548634
210,210,0.8871595330739299,0.8585365853658536,0.9025032938076416,0.967193675889328,0.002334630350194433,0.20077821011673147,0.1684824902723735,0.13657587548638128
211,211,0.8988326848249028,0.8712871287128713,0.9115942028985508,0.9663372859025032,0.006614785992217875,0.24007782101167308,0.18171206225680936,0.07431906614785999
212,212,0.8132295719844358,0.7446808510638298,0.8016469038208169,0.9264163372859026,-0.0077821011673151474,0.011673151750972721,0.015564202334630295,0.0038910505836575737
213,213,0.8482490272373541,0.8059701492537313,0.8553689064558629,0.9170619235836628,0.012062256809338479,0.027626459143968884,0.03307392996108949,0.02957198443579767
214,214,0.8599221789883269,0.8285714285714286,0.8788866930171277,0.935836627140975,0.013618677042801619,0.021400778210116767,0.02840466926070051,0.020233463035019605
215,215,0.8988326848249028,0.87,0.909189723320158,0.9641633728590251,0.006614785992217875,0.18482490272373542,0.1712062256809338,0.1171206225680933
216,216,0.8093385214007782,0.73224043715847,0.7914031620553359,0.9193675889328062,-0.005447470817120603,0.03229571984435797,0.03229571984435797,0.027626459143968884
217,217,0.914396887159533,0.8910891089108911,0.9285243741765481,0.9716073781291172,0.021011673151750898,0.15175097276264593,0.11945525291828785,0.0852140077821012
218,218,0.9027237354085603,0.8756218905472637,0.9146245059288538,0.969038208168643,0.0077821011673151474,0.22996108949416338,0.18443579766536966,0.09999999999999998
219,219,0.8093385214007782,0.7379679144385026,0.7962121212121211,0.9142951251646905,0.0011673151750972721,0.015564202334630295,0.014396887159533023,0.006614785992217875
220,220,0.8988326848249028,0.8686868686868687,0.9067852437417655,0.9675230566534914,-0.003112840466926059,0.1657587548638132,0.06887159533073939,0.05992217898832686
221,221,0.9027237354085603,0.8743718592964824,0.9122200263504612,0.9733201581027668,-0.0007782101167315147,0.21089494163424127,0.21284046692607006,0.08015564202334635
222,222,0.8132295719844358,0.7473684210526316,0.8040513833992095,0.905270092226614,0.006225680933852118,0.028404669260700288,0.024513618677042714,0.016731517509727567
223,223,0.8521400778210116,0.8137254901960784,0.8632081686429512,0.9284584980237155,0.010894941634241206,0.02101167315175101,0.02373540856031131,0.03151750972762646
224,224,0.8988326848249028,0.87,0.909189723320158,0.9642292490118578,0.010894941634241206,0.1603112840466926,0.1657587548638132,0.0696498054474709
225,225,0.8171206225680934,0.7513227513227513,0.8070816864295125,0.9129776021080369,-0.00038910505836575737,0.0264591439688715,0.017120622568093324,0.01789883268482484
226,226,0.8832684824902723,0.8557692307692307,0.9018774703557312,0.9527667984189724,0.021400778210116544,0.15175097276264582,0.14435797665369643,0.0832684824902723
227,227,0.9066147859922179,0.88,0.9176548089591567,0.9689723320158103,0.013618677042801508,0.1665369649805447,0.1400778210116732,0.07159533073929958
228,228,0.9027237354085603,0.8756218905472637,0.9146245059288538,0.9635704874835309,0.005058365758754846,0.17821011673151754,0.17237354085603107,0.06887159533073939
229,229,0.8988326848249028,0.8712871287128713,0.9115942028985508,0.9600790513833992,0.0,0.27704280155642036,0.20389105058365764,0.1319066147859923
230,230,0.9027237354085603,0.8743718592964824,0.9122200263504612,0.949407114624506,0.0038910505836575737,0.32101167315175105,0.296887159533074,0.24241245136186762
231,231,0.9066147859922179,0.8787878787878788,0.9152503293807641,0.9657773386034255,0.0046692607003890885,0.2657587548638134,0.21556420233463036,0.10389105058365755
232,232,0.8210116731517509,0.7553191489361702,0.8101119894598156,0.9253623188405797,-0.00739299610894939,0.015953307392996052,0.017120622568093324,0.021011673151750898
233,233,0.8949416342412452,0.8669950738916257,0.9085638998682477,0.9706851119894598,0.005836575875486361,0.15953307392996108,0.11128404669260694,0.07276264591439696
234,234,0.8871595330739299,0.8585365853658536,0.9025032938076416,0.956060606060606,0.00428015564202322,0.3175097276264591,0.2579766536964979,0.2548638132295721
235,235,0.9105058365758755,0.8844221105527639,0.9206851119894599,0.9631752305665349,0.00739299610894939,0.2684824902723735,0.22723735408560308,0.1400778210116732
236,236,0.8093385214007782,0.7407407407407407,0.7986166007905138,0.9049407114624506,0.014396887159533023,0.020622568093385252,0.020233463035019383,0.008560311284046662
237,237,0.8988326848249028,0.87,0.909189723320158,0.9646903820816864,-0.00038910505836575737,0.17937743190661481,0.13618677042801564,0.14124513618677048
238,238,0.8326848249027238,0.7817258883248731,0.8336297760210805,0.9219367588932806,-0.011284046692606964,0.024513618677042825,0.018677042801556465,0.013618677042801619
239,239,0.8326848249027238,0.7794871794871795,0.8312252964426877,0.9232542819499342,-0.005058365758754846,0.020233463035019494,0.012840466926070104,0.0038910505836576847
240,240,0.8599221789883269,0.8301886792452831,0.8812911725955204,0.9320816864295126,0.016731517509727678,0.026459143968871723,0.031128404669260812,0.004280155642023442
241,241,0.8326848249027238,0.7772020725388601,0.8288208168642951,0.928129117259552,-0.006614785992217764,0.015175097276264649,0.011673151750972832,0.00894941634241253
242,242,0.9182879377431906,0.8944723618090452,0.9291501976284584,0.9703557312252965,0.02062256809338514,0.25408560311284034,0.19688715953307379,0.1252918287937742
243,243,0.8171206225680934,0.745945945945946,0.8022727272727272,0.9193675889328063,0.005447470817120603,0.015175097276264538,0.014396887159533023,0.013618677042801508
244,244,0.8132295719844358,0.7473684210526316,0.8040513833992095,0.9171277997364955,-0.0011673151750972721,0.010116731517509692,0.012451361867704236,0.006225680933852118
245,245,0.8988326848249028,0.8712871287128713,0.9115942028985508,0.9693017127799737,0.004280155642023331,0.27081712062256824,0.20272373540856037,0.15447470817120623
246,246,0.8599221789883269,0.8317757009345794,0.883695652173913,0.9309617918313571,0.016731517509727678,0.012840466926070104,0.009727626459144045,0.013618677042801619
247,247,0.8249027237354085,0.7668393782383419,0.8203557312252965,0.927733860342556,-0.007003891050583633,0.01478599221789878,0.013618677042801508,0.01322957198443575
248,248,0.8988326848249028,0.8712871287128713,0.9115942028985508,0.9708827404479579,0.0035019455252918164,0.24591439688715955,0.257976653696498,0.1684824902723735
249,249,0.8871595330739299,0.8571428571428571,0.900098814229249,0.9569828722002636,-0.0015564202334631405,0.1739299610894942,0.19338521400778208,0.13112840466926068
