,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backlow_CO2_scaled,feature_importance.backlow_CO2_fd1_scaled,feature_importance.backlow_CO2_fd2_scaled,feature_importance.backlow_CO2_fd3_scaled,feature_importance.backlow_temperature_scaled,feature_importance.backlow_temperature_fd1_scaled,feature_importance.backlow_temperature_fd2_scaled,feature_importance.backlow_temperature_fd3_scaled,feature_importance.backlow_humidity_scaled,feature_importance.backlow_humidity_fd1_scaled,feature_importance.backlow_humidity_fd2_scaled,feature_importance.backlow_humidity_fd3_scaled
33,33,0.8177777777777778,0.7453416149068323,0.7922523700555737,0.9364988558352403,0.01955555555555566,0.014666666666666717,-0.01911111111111119,-0.04355555555555546,0.0417777777777778,-0.007555555555555427,-0.024000000000000132,-0.04355555555555546,0.008888888888888946,0.005333333333333412,0.02000000000000013,-0.010666666666666602
34,34,0.8622222222222222,0.8187134502923976,0.8466001961425302,0.9065053939195816,0.10622222222222222,-0.004888888888888943,0.0022222222222221255,-0.01200000000000001,0.011111111111111072,-0.020444444444444376,-0.02444444444444449,-0.01866666666666672,0.0022222222222222365,0.0057777777777776596,0.0,-0.01244444444444437
35,35,0.8044444444444444,0.7215189873417721,0.7759480222294868,0.9134521085322,0.008444444444444366,0.000888888888888828,-0.01288888888888895,-0.02400000000000002,0.0013333333333332975,-0.06399999999999995,-0.07599999999999996,-0.04266666666666663,0.016888888888888842,0.01244444444444437,0.008888888888888835,0.010222222222222133
36,36,0.8133333333333334,0.7375,0.786817587446878,0.847989539065054,0.09066666666666667,-0.023111111111111082,-0.011555555555555541,-0.00622222222222224,0.07999999999999996,-0.014222222222222025,-0.00622222222222224,-0.02533333333333332,-0.04888888888888887,0.016888888888888953,0.03200000000000003,0.016444444444444484
37,37,0.8266666666666667,0.7692307692307693,0.8081480876103302,0.8754494932984636,0.31288888888888877,-0.003555555555555534,0.01822222222222214,-0.011111111111111183,0.12488888888888883,0.007999999999999896,0.0004444444444444695,-0.011111111111111183,-0.033333333333333326,0.058666666666666645,0.0057777777777776596,0.05066666666666664
38,38,0.8222222222222222,0.75,0.7960117685518143,0.9169663288656424,0.047111111111111104,-0.005333333333333412,0.0022222222222221255,-0.0431111111111111,0.01777777777777778,-0.020888888888888957,-0.040000000000000036,-0.003555555555555756,-0.01333333333333342,0.010666666666666602,0.020888888888888846,0.010666666666666602
39,39,0.7866666666666666,0.6883116883116883,0.7542088917947041,0.9219516181758745,0.01777777777777778,-0.03822222222222227,-0.0013333333333334085,-0.07866666666666666,0.002666666666666595,-0.04222222222222238,-0.027555555555555555,-0.03777777777777769,0.006222222222222129,-0.003555555555555534,-0.007111111111111179,0.006222222222222129
40,40,0.7511111111111111,0.7454545454545455,0.7727198430859759,0.9033180778032036,0.3706666666666666,0.01822222222222214,0.0040000000000000036,0.01866666666666661,0.23555555555555552,-0.022666666666666724,0.014222222222222136,-0.006666666666666821,-0.09911111111111115,0.01200000000000001,0.027999999999999914,-0.03555555555555556
41,41,0.6666666666666666,0.6192893401015228,0.6661082052958482,0.7744360902255638,0.2595555555555555,0.0004444444444443585,-0.01200000000000001,0.020888888888888846,0.24355555555555547,0.015111111111110964,0.019555555555555437,0.01866666666666661,-0.19600000000000006,-0.0013333333333335196,-0.010666666666666713,0.02311111111111097
42,42,0.8488888888888889,0.8111111111111111,0.8403481529911736,0.8862373324615888,0.1306666666666667,-0.01155555555555543,-0.026222222222222258,-0.005777777777777771,0.1226666666666667,-0.016000000000000014,-0.005333333333333301,-0.02533333333333332,-0.03111111111111098,-0.013777777777777778,-0.008888888888888835,-0.020888888888888735
