,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.righttop_CO2_scaled
164,164,0.7591836734693878,0.5986394557823129,0.7031827223643081,0.9091361182154021,0.1685714285714286
165,165,0.8816326530612245,0.8497409326424871,0.8835606706450696,0.9705882352941176,0.43510204081632664
166,166,0.8938775510204081,0.865979381443299,0.8976982097186701,0.9712986643932935,0.47061224489795905
167,167,0.8938775510204081,0.8645833333333334,0.8955314009661836,0.9754191531685139,0.4493877551020407
168,168,0.8857142857142857,0.8585858585858586,0.8933290707587382,0.9634839443023586,0.4848979591836734
169,169,0.9142857142857143,0.8934010152284264,0.9227053140096618,0.977976697925547,0.516734693877551
170,170,0.9469387755102041,0.9312169312169312,0.948849104859335,0.979894856493322,0.5359183673469388
171,171,0.8857142857142857,0.86,0.8954958795112248,0.973287865870986,0.4853061224489795
172,172,0.9061224489795918,0.883248730964467,0.914002557544757,0.973643080420574,0.5093877551020408
173,173,0.8816326530612245,0.8542713567839196,0.8900610969025291,0.9721511793123047,0.4861224489795919
174,174,0.8979591836734694,0.8691099476439791,0.8987993748223928,0.974850809889173,0.49142857142857144
175,175,0.8693877551020408,0.8367346938775511,0.8737567490764422,0.9634839443023586,0.44
176,176,0.9020408163265307,0.8736842105263158,0.9020673486786019,0.9737141233304917,0.4873469387755103
177,177,0.9102040816326531,0.8865979381443299,0.9151037226484797,0.9777635691957943,0.5102040816326531
178,178,0.9061224489795918,0.8795811518324608,0.9075021312872975,0.9784029553850525,0.5036734693877551
179,179,0.8734693877551021,0.8426395939086294,0.8791915316851378,0.9439471440750213,0.4714285714285715
180,180,0.8734693877551021,0.8426395939086294,0.8791915316851378,0.9679596476271668,0.47020408163265315
181,181,0.8816326530612245,0.8449197860962567,0.8770602443876101,0.9735009946007389,0.4306122448979591
182,182,0.8734693877551021,0.8442211055276382,0.8813583404376243,0.9619210002841716,0.44816326530612244
183,183,0.9061224489795918,0.8866995073891626,0.9205029838022165,0.9769820971867008,0.4922448979591837
184,184,0.9142857142857143,0.8900523560209425,0.9162048877522023,0.9772662688263711,0.49632653061224485
185,185,0.8816326530612245,0.8599033816425121,0.8987283319124751,0.972080136402387,0.4955102040816326
186,186,0.8448979591836735,0.8207547169811321,0.8649829497016197,0.9147485080988917,0.4379591836734695
187,187,0.6816326530612244,0.4507042253521127,0.6150895140664961,0.9057260585393577,0.11061224489795918
188,188,0.8775510204081632,0.85,0.88679312304632,0.9666808752486502,0.4783673469387755
189,189,0.8938775510204081,0.87,0.9041986359761296,0.97435350951975,0.48938775510204074
190,190,0.8693877551020408,0.84,0.8780903665814151,0.9657573174197215,0.46
191,191,0.8775510204081632,0.8598130841121495,0.9019607843137255,0.9757033248081841,0.49510204081632647
192,192,0.889795918367347,0.8615384615384616,0.894430235862461,0.975206024438761,0.4502040816326531
193,193,0.8612244897959184,0.83,0.8693876101165103,0.9656862745098039,0.47346938775510206
194,194,0.8816326530612245,0.8599033816425121,0.8987283319124751,0.9761295822676898,0.4877551020408164
195,195,0.7306122448979592,0.547945205479452,0.671639670360898,0.9266126740551293,0.13632653061224487
196,196,0.9061224489795918,0.882051282051282,0.9118357487922706,0.9698067632850241,0.5093877551020408
197,197,0.9142857142857143,0.8944723618090452,0.9248721227621484,0.979539641943734,0.4914285714285714
198,198,0.8979591836734694,0.8691099476439791,0.8987993748223928,0.9735720375106565,0.4571428571428572
