,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backlow_CO2_scaled,feature_importance.backlow_temperature_scaled,feature_importance.backlow_humidity_scaled
71,71,0.6166666666666667,0.0,0.5,0.9326527614571093,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16
72,72,0.8791666666666667,0.8361581920903954,0.8650117508813161,0.9348560517038778,0.1841666666666666,0.05624999999999991,0.044166666666666465
73,73,0.9,0.8695652173913043,0.8942420681551116,0.9316245593419505,0.18041666666666667,0.0625,0.016666666666666607
74,74,0.8791666666666667,0.8361581920903954,0.8650117508813161,0.9375,0.14041666666666663,0.04833333333333334,0.00708333333333333
75,75,0.8166666666666667,0.7066666666666667,0.7711515863689777,0.9315511163337249,0.07791666666666652,0.06958333333333344,-0.0033333333333332993
76,76,0.7916666666666666,0.6428571428571429,0.7344300822561692,0.9492508813160987,0.1383333333333333,-0.0050000000000000044,0.03166666666666662
77,77,0.7875,0.6330935251798561,0.7289952996474736,0.944991186839013,0.1283333333333333,0.009999999999999898,0.025416666666666754
78,78,0.8583333333333333,0.7926829268292683,0.8296122209165688,0.9365452408930671,0.13583333333333336,0.054166666666666696,0.05291666666666661
79,79,0.8291666666666667,0.7248322147651006,0.7833431257344301,0.9344153936545241,0.12125000000000008,0.049583333333333424,0.04500000000000004
80,80,0.85,0.7777777777777778,0.8187426556991775,0.938821974148061,0.13624999999999998,0.057083333333333375,0.05541666666666656
81,81,0.85,0.7831325301204819,0.822855464159812,0.9287602820211516,0.10708333333333331,0.06208333333333338,0.0033333333333332993
82,82,0.8333333333333334,0.7402597402597403,0.7928907168037602,0.9274383078730906,0.1020833333333333,0.05125000000000002,0.03500000000000014
83,83,0.85,0.7777777777777778,0.8187426556991775,0.9335340775558166,0.12291666666666656,0.04999999999999993,0.06125000000000003
84,84,0.8541666666666666,0.782608695652174,0.8221210340775558,0.9380141010575793,0.1299999999999999,0.05999999999999994,0.025416666666666643
85,85,0.7958333333333333,0.6620689655172414,0.7439776733254995,0.9361780258519389,0.12124999999999997,-0.012083333333333335,0.019166666666666554
86,86,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9374265569917745,0.19625000000000015,0.06291666666666673,0.01416666666666666
