,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.rightlow_temperature_scaled,feature_importance.rightlow_temperature_fd1_scaled,feature_importance.rightlow_temperature_fd2_scaled,feature_importance.rightlow_temperature_fd3_scaled,feature_importance.rightlow_humidity_scaled,feature_importance.rightlow_humidity_fd1_scaled,feature_importance.rightlow_humidity_fd2_scaled,feature_importance.rightlow_humidity_fd3_scaled
0,0,0.8117154811715481,0.7692307692307693,0.8123706004140787,0.931307305530908,-0.0029288702928870203,-0.0008368200836820217,0.002510460251045954,-0.002510460251046065,-0.046861924686192324,0.015481171548117234,0.0046025104602509526,0.01589958158995808
1,1,0.8158995815899581,0.7608695652173914,0.8056048506359066,0.9328601005619639,-0.005439330543933085,0.014225941422594146,-0.007531380753138195,0.010460251046024993,-0.038075313807531375,0.02552301255230116,0.018410041841004143,0.010460251046024993
2,2,0.8326359832635983,0.7938144329896907,0.833444247264123,0.9393670511682933,0.009623430962342971,0.011715481171548192,0.01966527196652712,0.02175732217573212,-0.014644351464435212,0.01380753138075319,0.024267782426778184,0.015062761506276168
3,3,0.8200836820083682,0.7902439024390244,0.8313738538893818,0.9291629695356403,-0.0004184100418409553,0.0033472803347280866,0.028870292887029247,0.023430962343096273,-0.02468619246861925,-0.010041841004184149,0.03472803347280318,0.04644351464435159
4,4,0.8284518828451883,0.7657142857142857,0.8097086660751257,0.9417332150251405,-0.00878661087866095,-0.012133891213389036,-0.009205020920502016,-0.00878661087866095,-0.04225941422594137,0.0004184100418409553,0.0029288702928870203,0.028451882845188292
5,5,0.8535564853556485,0.8167539267015707,0.8524844720496894,0.9517154687962142,0.011715481171548192,0.03389121338912138,0.03138075313807542,0.01966527196652723,-0.0188284518828451,0.0326359832635984,0.035146443514644354,0.015481171548117234
6,6,0.8451882845188284,0.8,0.8375480627033423,0.9408459035788228,-0.011715481171548081,0.009623430962343082,0.01589958158995808,0.015481171548117123,-0.020502092050209253,0.03054393305439329,0.022175732217573296,0.008368200836820106
7,7,0.8200836820083682,0.7817258883248731,0.8232401656314701,0.933821354628808,0.015062761506276057,0.01087866108786606,0.014644351464435101,0.00794979079497904,-0.03514644351464424,0.01966527196652701,0.01757322175732201,-0.001255230125523088
8,8,0.8410041841004184,0.8207547169811321,0.860581188997338,0.9344868382135463,0.01966527196652723,-0.014225941422594035,-0.010460251046025104,-0.01380753138075308,-0.028870292887029247,0.029288702928870314,0.025523012552301272,0.025941422594142227
9,9,0.8410041841004184,0.8061224489795918,0.8443138124815144,0.9449127477077788,0.014644351464435101,0.0016736401673641543,-0.005020920502092019,0.0020920502092051096,-0.04644351464435137,0.01589958158995808,0.04016736401673626,0.00794979079497915
10,10,0.8451882845188284,0.7810650887573964,0.8212806861875185,0.9409198461993493,-0.0008368200836820217,0.0008368200836821327,0.0029288702928869093,0.010460251046025104,-0.0008368200836820217,0.012552301255230103,-0.002510460251046065,0.041004184100418284
11,11,0.8158995815899581,0.7684210526315789,0.8117051168293404,0.9413635019225081,-0.01380753138075319,-0.01589958158995819,-0.01882845188284521,-0.007949790794979261,-0.06025104602510456,-0.001255230125523088,0.010878661087865948,0.01757322175732212
12,12,0.8284518828451883,0.7853403141361257,0.8259760425909495,0.9409937888198757,0.01589958158995819,-0.004184100418409997,0.020083682008368187,0.01087866108786617,-0.018410041841004143,0.012133891213389147,0.03263598326359829,0.014644351464435212
13,13,0.8326359832635983,0.7959183673469388,0.835477669328601,0.942916296953564,0.013389121338912124,-0.0071129707112970175,-0.01380753138075319,-0.010041841004184149,-0.03933054393305446,0.01171548117154797,0.014225941422594146,0.026778242677824138
14,14,0.8493723849372385,0.8021978021978022,0.8389160011830818,0.94949719018042,-0.01171548117154797,-0.0004184100418409553,0.004184100418409997,0.0008368200836820217,-0.03682008368200851,0.01380753138075319,0.012970711297071169,0.030125523012552335
15,15,0.8284518828451883,0.7918781725888325,0.8320763087843833,0.9458740017746229,0.0046025104602509526,0.001255230125522977,-0.00794979079497904,0.0004184100418409553,-0.03933054393305435,-0.002510460251045954,0.0071129707112970175,0.01882845188284521
16,16,0.8493723849372385,0.7804878048780488,0.8206152026027802,0.9425465838509317,0.01087866108786617,0.011715481171548192,0.017573221757322233,0.009205020920502238,-0.023012552301255096,0.02384937238493723,0.04769874476987457,0.038075313807531375
17,17,0.8535564853556485,0.8148148148148148,0.8504510499852115,0.9484619934930494,0.013389121338912235,0.009623430962343082,0.007531380753138084,0.01087866108786606,-0.03849372384937233,0.02552301255230116,0.03179916317991638,0.035146443514644354
18,18,0.8410041841004184,0.7978723404255319,0.8361801242236024,0.9339692398698609,-0.005020920502092019,0.00502092050209213,0.00502092050209213,0.0033472803347280866,-0.02175732217573223,0.011715481171548081,0.02468619246861925,0.03682008368200829
19,19,0.8535564853556485,0.8205128205128205,0.8565513161786453,0.9472049689440993,0.009623430962343082,0.015481171548117012,0.015481171548117234,0.015062761506276168,-0.028033472803347337,0.029707112970711158,0.033891213389121155,0.025941422594142227
20,20,0.8368200836820083,0.7958115183246073,0.8348121857438628,0.9434338952972493,-0.010041841004184149,0.001255230125522977,0.01380753138075319,0.013389121338912124,-0.013389121338912124,0.015062761506276168,0.029288702928870203,0.02552301255230116
21,21,0.8326359832635983,0.782608695652174,0.8232771369417332,0.9371487725524992,0.0058577405857740406,-0.019246861924686165,-0.001255230125522977,0.015062761506276168,-0.023430962343096162,0.023012552301255207,0.010041841004184149,0.03054393305439318
22,22,0.8451882845188284,0.8177339901477833,0.8558488612836439,0.9496450754214729,0.0033472803347279756,0.017991631799163077,0.012133891213389147,0.00794979079497915,-0.03723849372384935,-0.0020920502092051096,0.00878661087866106,0.03682008368200829
23,23,0.8368200836820083,0.7868852459016393,0.8266784974859509,0.9301242236024845,0.022175732217573185,0.023849372384937118,0.026778242677824138,0.024267782426778184,0.001255230125522977,0.03179916317991638,0.012133891213389036,0.014225941422594146
24,24,0.8451882845188284,0.8082901554404145,0.8456817509612541,0.9440254362614611,0.01087866108786606,0.012970711297071058,0.003765690376568931,0.025104602510460317,-0.03221757322175722,0.017154811715481055,0.02761506276150627,0.028870292887029247
25,25,0.8242677824267782,0.7613636363636364,0.806307305530908,0.9371487725524992,-0.015481171548117123,0.0020920502092051096,-0.006276150627615107,-0.0020920502092051096,-0.04267782426778244,0.017991631799163188,0.006694560669456062,0.007531380753138084
26,26,0.8870292887029289,0.8656716417910447,0.8979961549837325,0.9548210588583259,0.03430962343096233,0.016317991631799145,0.015062761506276057,0.02970711297071138,0.01589958158995819,0.03556485355648531,0.025941422594142338,0.04142259414225935
27,27,0.8326359832635983,0.7872340425531915,0.8273439810706891,0.9385536823425021,0.00794979079497904,0.012552301255230214,-0.002510460251045954,0.020083682008368187,-0.025523012552301383,0.0071129707112971285,0.01757322175732212,0.02761506276150616
28,28,0.8410041841004184,0.7888888888888889,0.8280464359656906,0.9507542147293699,-0.022175732217573074,-0.008368200836820106,0.001255230125523088,0.009205020920502127,-0.03765690376569042,0.025941422594142227,0.005439330543933085,0.02384937238493723
29,29,0.8284518828451883,0.7918781725888325,0.8320763087843833,0.9376663708961845,0.019246861924686165,0.006276150627614996,0.016317991631799145,0.004184100418409997,-0.02259414225941414,0.023849372384937118,0.03263598326359829,0.025941422594142338
30,30,0.8368200836820083,0.8040201005025126,0.8429458740017746,0.9524548950014788,0.014225941422594035,-0.012133891213389147,-0.006276150627615218,0.0029288702928870203,-0.03765690376569053,-0.0008368200836820217,0.006276150627614996,0.03472803347280329
31,31,0.8284518828451883,0.7630057803468208,0.8076752440106477,0.9350044365572315,-0.0004184100418409553,-0.005020920502092019,-0.002510460251045954,-0.0016736401673640433,-0.03472803347280318,0.013389121338912124,-0.005439330543932974,0.024267782426778184
32,32,0.8368200836820083,0.7821229050279329,0.8226116533569949,0.9515675835551611,-0.008368200836820217,-0.02468619246861914,-0.018410041841004143,-0.023012552301255207,-0.06317991631799147,0.0008368200836820217,0.021338912133891164,0.023430962343096162
33,33,0.8451882845188284,0.806282722513089,0.8436483288967761,0.9475007394262052,0.0167364016736401,-0.001255230125523088,-0.002510460251046065,-0.006694560669456062,-0.05313807531380743,0.0188284518828451,0.03347280334728031,0.05564853556485361
34,34,0.7866108786610879,0.7243243243243244,0.7756950606329489,0.931307305530908,-0.01380753138075308,-0.01087866108786606,-0.003765690376569042,-0.01757322175732212,-0.05439330543933041,-0.020083682008368298,-0.02092050209205021,0.0016736401673639323
35,35,0.8117154811715481,0.7567567567567568,0.8022034900916889,0.9257616089914227,-0.010460251046024993,0.0020920502092049986,0.005020920502091908,-0.004184100418409997,-0.027196652719665204,0.003765690376568931,-0.0071129707112970175,0.02259414225941425
36,36,0.803347280334728,0.7513227513227513,0.7974341910677314,0.9351523217982844,-0.004602510460251175,0.005020920502092019,-0.019665271966527342,0.0004184100418408443,-0.04267782426778244,0.009205020920502016,0.015062761506276168,0.00878661087866106
37,37,0.8158995815899581,0.7634408602150538,0.8076382727003846,0.9460218870156758,-0.023430962343096162,-0.020502092050209253,-0.02092050209205021,-0.014225941422594257,-0.05606694560669456,0.017573221757322233,-0.004184100418409997,0.02468619246861914
38,38,0.799163179916318,0.7391304347826086,0.7879325643300799,0.9434338952972493,-0.038912133891213285,-0.035146443514644354,-0.03179916317991627,-0.03723849372384935,-0.0702928870292886,0.0071129707112970175,-0.012970711297071169,0.013807531380752969
39,39,0.8410041841004184,0.8020833333333334,0.8402469683525584,0.94824016563147,0.0029288702928871313,0.020502092050209253,0.014225941422594257,0.005857740585774152,-0.02050209205020903,0.008368200836820106,0.03472803347280329,0.009205020920502127
40,40,0.9079497907949791,0.8888888888888888,0.9170363797692991,0.9758947057083703,0.04435146443514659,0.009205020920502238,0.00041841004184106634,0.0313807531380752,-0.019246861924686276,-0.0004184100418409553,0.028451882845188403,0.053974895397489564
41,41,0.8242677824267782,0.79,0.8307083703046436,0.929902395740905,0.00794979079497904,0.0004184100418408443,-0.0008368200836821327,-0.0020920502092051096,-0.04184100418410042,0.02845188284518818,-0.017991631799163077,0.01966527196652701
42,42,0.8284518828451883,0.7875647668393783,0.8280094646554275,0.9386276249630287,0.01757322175732212,-0.008368200836819994,0.0004184100418409553,-0.00794979079497904,-0.043933054393305304,-0.001255230125522977,0.03179916317991638,0.02887029288702936
43,43,0.8075313807531381,0.7653061224489796,0.8089692398698609,0.9268707482993197,0.0004184100418409553,0.002510460251045954,0.011297071129707126,-0.0008368200836820217,-0.046025104602510414,-0.0016736401673640433,0.015062761506276168,0.02970711297071138
44,44,0.8242677824267782,0.79,0.8307083703046436,0.9476486246672582,0.004184100418410108,-0.023430962343096273,-0.016317991631799145,-0.015481171548117123,-0.046025104602510414,-0.0020920502092051096,0.006276150627615107,0.0033472803347280866
45,45,0.8117154811715481,0.7486033519553073,0.7961032238982549,0.9390712806861875,-0.024267782426778184,-0.02092050209205021,-0.00878661087866106,-0.02175732217573223,-0.05439330543933052,0.009623430962342971,-0.0020920502092049986,-0.009205020920502016
46,46,0.7907949790794979,0.7191011235955056,0.7729961549837325,0.9324903874593315,-0.05313807531380754,-0.02092050209205021,-0.015062761506276279,-0.025104602510460206,-0.04937238493723839,-0.004184100418410108,0.0020920502092048876,-0.023012552301255207
47,47,0.8284518828451883,0.757396449704142,0.8036083998816919,0.9370748299319728,-0.004184100418409997,-0.001255230125522977,-0.009205020920502016,-0.011297071129707015,-0.02175732217573212,0.02092050209205021,-0.012970711297071169,0.02468619246861914
48,48,0.7866108786610879,0.7329842931937173,0.7817953268263828,0.9215468796214138,-0.021338912133891275,-0.0058577405857740406,-0.0033472803347280866,-0.0016736401673640433,-0.02677824267782425,0.0046025104602509526,0.007531380753138195,0.00502092050209213
49,49,0.8242677824267782,0.78125,0.8225746820467317,0.9389233954451346,-0.014644351464435101,0.01380753138075308,0.010460251046025104,0.022175732217573185,-0.02468619246861925,0.010460251046025104,0.0033472803347280866,0.02050209205020903
50,50,0.8702928870292888,0.8442211055276382,0.878290446613428,0.9602188701567583,1.1102230246251565e-16,0.00711297071129724,0.003765690376569042,-0.0008368200836819106,-0.024267782426778073,0.03347280334728042,0.02175732217573223,0.03556485355648542
51,51,0.8451882845188284,0.7909604519774012,0.8294143744454303,0.9413635019225081,-0.00794979079497904,0.008368200836820106,0.004184100418409886,0.0004184100418409553,-0.016317991631799034,0.010041841004184149,0.02761506276150627,0.015062761506276057
52,52,0.8368200836820083,0.7796610169491526,0.820578231292517,0.9397367642709258,0.004184100418409997,0.0008368200836820217,0.007531380753137973,0.00878661087866095,-0.04225941422594148,0.015481171548117123,0.024267782426778184,0.04016736401673637
53,53,0.8284518828451883,0.768361581920904,0.8117420881396036,0.9443212067435669,-0.0016736401673640433,-0.011297071129707015,-0.015481171548117123,-0.022175732217573185,-0.0514644351464435,0.015062761506276168,0.028451882845188292,0.003765690376569042
54,54,0.8577405857740585,0.826530612244898,0.8619860987873411,0.9496450754214729,0.013389121338912013,0.016317991631799034,0.030962343096234246,0.029707112970711158,0.00041841004184106634,0.0368200836820084,0.03054393305439318,0.035983263598326376
55,55,0.8326359832635983,0.7894736842105263,0.8293774031351671,0.9548210588583259,0.006694560669455951,-0.011297071129707126,-0.015062761506276168,-0.008368200836819994,-0.060669456066945515,0.022175732217573185,-0.0033472803347279756,0.023012552301255207
56,56,0.8200836820083682,0.7839195979899497,0.8252735876959479,0.9346347234545992,0.010460251046025104,0.010460251046025104,0.007531380753138084,0.006276150627615107,-0.04435146443514648,0.02970711297071127,0.011297071129707015,0.01966527196652723
57,57,0.8410041841004184,0.8080808080808081,0.8463472345459924,0.9429902395740904,0.02677824267782425,-0.02259414225941425,-0.0029288702928870203,-0.0016736401673639323,-0.048953974895397545,0.003765690376569153,0.005439330543933085,0.03138075313807531
58,58,0.8744769874476988,0.8387096774193549,0.8694912747707779,0.9549689440993788,0.035983263598326376,0.014225941422594257,0.024267782426778295,0.020083682008368298,-0.011715481171548081,0.041004184100418395,0.018410041841004254,0.07280334728033477
59,59,0.8368200836820083,0.7845303867403315,0.8246450754214729,0.9477965099083111,-0.0071129707112970175,-0.004602510460251175,-0.002510460251045954,-0.015481171548117123,-0.033054393305439356,0.004184100418409997,0.03430962343096233,0.02468619246861914
60,60,0.8619246861924686,0.8216216216216217,0.8552203490091689,0.9445430346051464,0.0029288702928871313,0.02175732217573234,0.0188284518828451,0.03263598326359829,-0.003765690376569042,0.02677824267782436,0.043933054393305526,0.025523012552301272
61,61,0.8493723849372385,0.8043478260869565,0.8409494232475598,0.9537119195504288,0.02761506276150616,0.026359832635983405,0.030543933054393402,0.015481171548117234,-0.028451882845188292,0.015062761506276168,0.030543933054393402,0.04184100418410042
62,62,0.8535564853556485,0.8087431693989071,0.8443507837917776,0.9494232475598935,0.012970711297071169,0.014644351464435212,0.014225941422594257,0.023430962343096162,-0.030125523012552335,0.013389121338912235,0.05020920502092052,-0.0020920502092049986
63,63,0.8158995815899581,0.7608695652173914,0.8056048506359066,0.9400325347530316,-0.021338912133891164,-0.020083682008368187,-0.022175732217573185,-0.01589958158995819,-0.05815899581589956,0.003765690376568931,0.023012552301255096,-0.009205020920502238
64,64,0.8535564853556485,0.8223350253807107,0.8585847382431233,0.9433599526767229,0.02761506276150616,0.012133891213389258,0.012133891213389258,0.01673640167364021,-0.03347280334728031,0.011297071129707237,0.04518828451882839,0.0326359832635984
65,65,0.8158995815899581,0.7582417582417582,0.8035714285714286,0.9406980183377699,-0.012133891213389258,-0.013389121338912235,-0.0016736401673640433,-0.01004184100418426,-0.044769874476987326,0.012133891213388925,0.018410041841004143,0.02677824267782425
66,66,0.8410041841004184,0.8080808080808081,0.8463472345459924,0.9517894114167406,0.00878661087866106,-0.014644351464435101,-0.015062761506276057,-0.016317991631799034,-0.05146443514644339,0.012133891213389147,0.03682008368200829,-0.0020920502092051096
67,67,0.8451882845188284,0.8195121951219512,0.8578822833481219,0.9453564034309375,0.01087866108786606,-1.1102230246251565e-16,0.010460251046025104,0.005857740585774152,-0.03263598326359818,0.038075313807531264,0.03347280334728031,0.01087866108786606
68,68,0.8242677824267782,0.7613636363636364,0.806307305530908,0.9452085181898846,-0.03933054393305446,-0.011715481171548081,-0.010041841004184149,-0.01966527196652723,-0.04142259414225946,-0.007531380753138084,0.005439330543933085,-0.004602510460251064
69,69,0.8242677824267782,0.7878787878787878,0.8286749482401656,0.9384797397219757,0.014644351464435101,-0.005439330543933085,-0.009205020920502127,-0.014644351464435101,-0.060669456066945626,-0.0033472803347280866,0.010041841004184038,0.025523012552301272
70,70,0.8619246861924686,0.8390243902439024,0.8755545696539486,0.9568914522330672,0.030125523012552335,0.010460251046025104,0.02175732217573234,0.020502092050209142,-0.02761506276150616,0.003765690376569153,0.01087866108786617,0.04058577405857744
71,71,0.8326359832635983,0.7619047619047619,0.8070097604259094,0.9387755102040816,-0.009205020920502127,-0.0071129707112970175,-0.0029288702928870203,-0.01087866108786617,-0.0033472803347279756,0.010460251046024993,0.009205020920502016,0.01589958158995819
72,72,0.8158995815899581,0.7821782178217822,0.8239056492162082,0.9333776989056493,0.0167364016736401,-0.0020920502092049986,-0.01004184100418426,-0.025104602510460206,-0.05313807531380754,0.006694560669455951,0.007531380753137973,0.01171548117154797
73,73,0.8535564853556485,0.8022598870056498,0.8382505175983437,0.9458740017746229,0.0008368200836820217,0.006276150627614996,0.013389121338912235,0.001255230125523088,-0.019665271966527342,0.006276150627614996,0.04351464435146435,0.033054393305439356
74,74,0.8242677824267782,0.7741935483870968,0.8164744158532978,0.9392191659272404,-0.010041841004184149,0.007531380753138084,-0.002510460251046065,0.004602510460251064,-0.028033472803347226,0.01380753138075308,0.01087866108786606,0.03054393305439329
75,75,0.8368200836820083,0.8,0.8388790298728187,0.9547471162377994,0.0004184100418409553,0.0033472803347279756,-0.011297071129707126,0.010460251046024993,-0.03849372384937255,0.029288702928870203,0.001255230125522977,0.02761506276150616
76,76,0.8451882845188284,0.8140703517587939,0.8517820171546879,0.9366311742088139,0.009205020920502127,0.014225941422594146,0.023012552301255318,0.024267782426778295,-0.012552301255230103,0.01757322175732212,0.05020920502092041,0.013389121338912124
77,77,0.8535564853556485,0.8205128205128205,0.8565513161786453,0.9569653948535936,0.012970711297071169,-0.006694560669456173,-0.007949790794978928,-0.008368200836819994,-0.018410041841004143,0.006276150627614996,0.00878661087866106,0.005439330543933085
78,78,0.8158995815899581,0.7659574468085106,0.8096716947648626,0.938997338065661,-0.016317991631799256,-0.00711297071129724,-0.01882845188284521,-0.015062761506276168,-0.05313807531380754,0.01171548117154797,0.02175732217573212,0.010041841004183927
79,79,0.8493723849372385,0.8217821782178217,0.8592502218278616,0.9642117716651878,0.01673640167364021,-0.02468619246861914,-0.017154811715481166,-0.0033472803347279756,-0.05397489539748945,-0.016317991631799145,-0.014644351464435101,0.038075313807531375
80,80,0.8493723849372385,0.8144329896907216,0.8511165335699498,0.9466873706004141,0.00878661087866106,0.0,-0.002510460251045954,-0.006276150627614996,-0.020502092050209142,0.014225941422594257,0.023012552301255207,0.012970711297071169
81,81,0.8828451882845189,0.8461538461538461,0.8742605737947353,0.9534900916888494,0.03933054393305435,0.02677824267782436,0.030125523012552335,0.015062761506276168,-0.01171548117154797,0.02384937238493734,0.03640167364016733,0.07531380753138073
82,82,0.8828451882845189,0.8613861386138614,0.894594794439515,0.9677610174504584,0.02970711297071138,0.0,0.0033472803347281976,0.019246861924686165,-0.04728033472803361,0.032217573221757334,0.023430962343096384,0.0368200836820084
83,83,0.8242677824267782,0.7741935483870968,0.8164744158532978,0.9355959775214433,-0.004602510460251064,-0.0029288702928871313,-0.00502092050209213,0.004602510460251064,-0.04937238493723839,0.011715481171548081,0.027196652719665204,0.010041841004184038
84,84,0.8410041841004184,0.8061224489795918,0.8443138124815144,0.9489795918367346,-0.0008368200836819106,0.003765690376569153,-0.010041841004184038,0.0029288702928871313,-0.03054393305439318,0.005857740585774152,0.012133891213389147,0.03347280334728031
85,85,0.8326359832635983,0.797979797979798,0.837511091393079,0.9446169772256728,0.012970711297071169,-0.012552301255230214,-0.012970711297071169,-0.01966527196652712,-0.051046025104602544,0.0008368200836820217,-0.0058577405857740406,0.03430962343096233
86,86,0.8577405857740585,0.8316831683168316,0.8680863649807748,0.9458740017746229,0.01589958158995808,0.027196652719665204,0.019246861924686165,0.026359832635983182,-0.02384937238493734,0.029288702928870203,0.015062761506276168,0.047698744769874346
87,87,0.8284518828451883,0.7807486631016043,0.8219091984619935,0.9339692398698609,0.008368200836820217,0.004602510460251175,0.0071129707112971285,0.006694560669456173,-0.017991631799163188,0.025523012552301383,0.005020920502092019,0.035983263598326376
88,88,0.799163179916318,0.7362637362637363,0.7858991422656019,0.9327861579414374,-0.025104602510460317,-0.014225941422594146,-0.024267782426778295,-0.004602510460251175,-0.05857740585774063,-0.0004184100418409553,0.01087866108786606,0.012133891213389147
89,89,0.8451882845188284,0.7955801104972375,0.8334812185743863,0.9337474120082816,-0.010041841004184038,-1.1102230246251565e-16,-0.0029288702928870203,-0.004602510460251064,-0.009205020920502016,0.030962343096234246,0.028451882845188292,0.03472803347280329
90,90,0.8200836820083682,0.7817258883248731,0.8232401656314701,0.9361875184856552,-0.013389121338912124,0.004184100418410108,0.019246861924686276,0.011297071129707015,-0.017154811715481055,0.006276150627615107,-0.01087866108786606,-0.002510460251046065
91,91,0.8451882845188284,0.8042328042328042,0.8416149068322981,0.9549689440993788,-0.003765690376569042,-0.007531380753138084,-0.002510460251046065,-0.007531380753138084,-0.048953974895397434,0.002510460251046065,0.041841004184100306,0.03054393305439329
92,92,0.8410041841004184,0.7934782608695652,0.8321132800946465,0.9475746820467317,-0.008368200836820106,-0.002510460251046065,0.006276150627615107,0.0020920502092051096,-0.038912133891213396,0.004602510460251064,0.025104602510460317,0.03472803347280329
93,93,0.8619246861924686,0.8341708542713567,0.8694543034605147,0.9567435669920141,0.02175732217573234,0.0033472803347281976,0.0020920502092051096,0.011297071129707126,-0.039748953974895196,0.03640167364016733,0.02970711297071127,0.03179916317991627
94,94,0.8410041841004184,0.81,0.8483806566104704,0.9329340431824904,0.016317991631799145,0.0029288702928871313,0.002510460251046065,-0.006276150627615107,-0.038912133891213174,-0.0016736401673640433,-0.0058577405857740406,0.05732217573221754
95,95,0.8326359832635983,0.7938144329896907,0.833444247264123,0.9353002070393375,0.025941422594142116,0.003765690376569042,0.0029288702928870203,-0.0029288702928870203,-0.04351464435146446,0.016317991631799145,0.021338912133891164,0.04016736401673637
96,96,0.8535564853556485,0.8148148148148148,0.8504510499852115,0.9372227151730257,0.022175732217573185,0.007949790794979261,0.009205020920502016,0.009623430962343082,-0.020502092050209142,-0.014644351464435101,0.003765690376569042,0.07112970711297062
97,97,0.8368200836820083,0.8020304568527918,0.8409124519372967,0.9423986986098787,0.015062761506276168,0.016317991631799145,0.01966527196652712,-0.0016736401673640433,-0.043096234309623505,0.017991631799163188,0.026778242677824138,0.015062761506276168
98,98,0.8577405857740585,0.83,0.866052942916297,0.9517894114167406,0.05230125523012541,0.004184100418409997,0.005439330543933085,0.00041841004184106634,-0.041004184100418284,0.028870292887029247,0.006694560669456062,0.06108786610878658
99,99,0.7949790794979079,0.73224043715847,0.7824977817213843,0.9435078379177758,-0.028451882845188292,-0.03347280334728042,-0.035983263598326376,-0.03640167364016744,-0.08786610878661094,-0.004602510460251064,-0.0033472803347280866,-0.019246861924686276
100,100,0.8619246861924686,0.8374384236453202,0.8735211475894706,0.953416149068323,0.005857740585774152,0.025523012552301272,0.03430962343096233,0.015062761506276168,-0.025104602510460317,0.01589958158995819,0.005439330543933196,0.0451882845188285
101,101,0.8535564853556485,0.8148148148148148,0.8504510499852115,0.9474267968056788,0.0,0.011297071129707015,0.004184100418409997,0.028033472803347226,-0.025523012552301272,0.004184100418409997,0.02259414225941425,0.02845188284518818
102,102,0.8326359832635983,0.7938144329896907,0.833444247264123,0.9362614611061816,0.023012552301255207,0.005439330543932974,0.003765690376569042,0.0020920502092049986,-0.033054393305439356,0.014644351464435212,0.025104602510460206,0.015481171548117123
103,103,0.8242677824267782,0.7878787878787878,0.8286749482401656,0.9401804199940846,0.012552301255230103,-0.010460251046025104,-0.0020920502092051096,0.004184100418410108,-0.04644351464435148,0.003765690376569042,0.027196652719665204,0.0016736401673640433
104,104,0.8284518828451883,0.768361581920904,0.8117420881396036,0.936335403726708,-0.0033472803347279756,-0.00878661087866095,0.011297071129707126,0.007531380753138195,-0.03389121338912138,0.0016736401673640433,0.022175732217573185,0.00794979079497915
105,105,0.8493723849372385,0.8181818181818182,0.8551833776989057,0.9435078379177757,0.010460251046025215,0.02092050209205021,0.022175732217573185,0.02970711297071138,-0.012133891213388925,0.02092050209205021,0.01882845188284521,0.01673640167364021
106,106,0.8200836820083682,0.7839195979899497,0.8252735876959479,0.9398846495119787,0.011297071129707015,-0.015481171548117123,-0.012970711297071058,-0.015062761506276057,-0.03933054393305424,0.002510460251046065,-0.005439330543932974,0.007531380753138084
107,107,0.8326359832635983,0.7938144329896907,0.833444247264123,0.9412895593019817,0.0,0.018410041841004143,0.02970711297071138,0.012133891213389147,-0.019246861924686165,0.020502092050209142,0.009205020920502016,0.03556485355648531
108,108,0.8326359832635983,0.797979797979798,0.837511091393079,0.9519372966577935,0.003765690376569042,-0.02175732217573212,-0.025104602510460206,-0.024267782426778184,-0.05020920502092052,-0.0004184100418409553,-0.005439330543932974,0.014644351464435212
109,109,0.8410041841004184,0.7934782608695652,0.8321132800946465,0.9520851818988465,0.033891213389121266,-0.005020920502092019,-0.005020920502092019,0.0016736401673641543,-0.05355648535564839,0.010041841004184149,0.01380753138075308,0.03472803347280329
110,110,0.8619246861924686,0.8253968253968254,0.8592871931381247,0.9476486246672582,0.020502092050209142,0.011297071129707126,0.015481171548117123,0.024267782426778295,-0.002510460251046065,0.006276150627615107,0.02970711297071127,0.038075313807531486
111,111,0.8284518828451883,0.7759562841530054,0.8178423543330375,0.9419550428867199,-0.015481171548117012,-0.0016736401673640433,-0.0004184100418409553,-0.003765690376569042,-0.05020920502092052,0.02970711297071138,0.017154811715481166,0.004184100418409997
112,112,0.8786610878661087,0.8527918781725888,0.8850931677018633,0.9556344276841171,0.02970711297071127,0.015481171548117234,0.023012552301255207,0.033891213389121266,0.003765690376569042,0.025104602510460206,0.04476987447698744,0.03974895397489542
