,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backtop_CO2_scaled,feature_importance.backtop_CO2_fd1_scaled,feature_importance.backtop_CO2_fd2_scaled,feature_importance.backtop_CO2_fd3_scaled
157,157,0.8949771689497716,0.8715083798882681,0.8884799726121191,0.9041424169804861,0.3780821917808219,0.1876712328767124,0.0730593607305936,0.16164383561643825
158,158,0.8538812785388128,0.8072289156626506,0.8365713796644985,0.9009756932557342,0.18173515981735167,0.16621004566210051,0.01689497716894972,0.10867579908675806
159,159,0.8493150684931506,0.8047337278106509,0.8341321465251625,0.9275077028414924,0.043835616438356095,0.17397260273972592,0.1424657534246575,0.04474885844748855
160,160,0.8949771689497716,0.8729281767955801,0.8899777473467991,0.9123587812393016,0.5237442922374429,0.182648401826484,0.16666666666666663,0.07899543378995433
161,161,0.8812785388127854,0.8539325842696629,0.8736733995207121,0.9014892160219103,0.23059360730593614,0.12191780821917808,0.004109589041095818,0.09771689497716907
162,162,0.863013698630137,0.8275862068965517,0.8519342690859295,0.9338411502909962,0.07534246575342463,0.08995433789954344,0.08264840182648414,0.007762557077625631
163,163,0.8538812785388128,0.813953488372093,0.8410647038685382,0.919976035604245,0.015981735159817267,0.15433789954337906,0.01187214611872156,0.08721461187214619
164,164,0.7534246575342466,0.6197183098591549,0.7155083875385142,0.9097055802807259,0.24703196347031964,-0.010045662100456543,-0.008675799086757974,-0.02100456621004565
165,165,0.8584474885844748,0.8165680473372781,0.8435039370078741,0.9008901061280383,-0.016438356164383494,0.0840182648401826,0.13424657534246565,0.16757990867579897
166,166,0.8493150684931506,0.7975460122699386,0.8296388223211228,0.9418007531667237,0.03378995433789944,0.08858447488584476,0.058447488584474794,-0.01963470319634697
167,167,0.8721461187214612,0.8352941176470589,0.858310510099281,0.9247689147552207,0.09589041095890405,0.08721461187214619,0.14155251141552516,0.20365296803652966
168,168,0.8447488584474886,0.8,0.8301951386511468,0.9159534406025334,0.22876712328767135,0.0022831050228312444,0.010958904109589107,0.015981735159817267
169,169,0.8538812785388128,0.8048780487804879,0.8350736049298185,0.8705922629236564,0.05936073059360736,0.08173515981735158,0.1515981735159817,0.05159817351598173
170,170,0.821917808219178,0.7417218543046358,0.7925368024649093,0.920831906881205,-0.07488584474885851,0.16210045662100458,0.022831050228310446,0.016438356164383494
171,171,0.8356164383561644,0.7777777777777778,0.8148322492297159,0.922543649435125,0.008675799086757974,0.2004566210045663,0.029680365296803735,0.07031963470319635
172,172,0.817351598173516,0.7560975609756098,0.797586442998973,0.9053406367682301,-0.023287671232876672,-0.01187214611872145,-0.001369863013698458,-0.02374429223744301
173,173,0.8127853881278538,0.7248322147651006,0.781667237247518,0.9301609038000686,0.004109589041095929,0.15662100456620998,0.017351598173515947,0.014611872146118698
174,174,0.8721461187214612,0.8352941176470589,0.858310510099281,0.9216877781581649,0.020091324200913085,0.07260273972602749,0.14292237442922373,0.12511415525114156
175,175,0.5799086757990868,0.0,0.5,0.889592605272167,0.0,0.0,0.0,0.0
176,176,0.8310502283105022,0.7784431137724551,0.8138907908250599,0.9014036288942143,0.3831050228310502,0.014611872146118587,-0.0009132420091325644,0.017351598173515947
177,177,0.8767123287671232,0.850828729281768,0.8712341663813763,0.906881205066758,0.40091324200913236,0.0712328767123287,0.04611872146118723,-0.00273972602739736
178,178,0.8538812785388128,0.8367346938775511,0.8590380006846969,0.889335843889079,0.42602739726027394,0.1296803652968037,0.0639269406392694,0.1041095890410959
179,179,0.8721461187214612,0.8372093023255814,0.859808284833961,0.9257959602875727,0.23242009132420094,0.07899543378995433,0.058447488584474905,0.1388127853881279
