,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.righttop_CO2_scaled,feature_importance.righttop_CO2_fd1_scaled,feature_importance.righttop_CO2_fd2_scaled,feature_importance.righttop_CO2_fd3_scaled,feature_importance.righttop_temperature_scaled,feature_importance.righttop_temperature_fd1_scaled,feature_importance.righttop_temperature_fd2_scaled,feature_importance.righttop_temperature_fd3_scaled,feature_importance.righttop_humidity_scaled,feature_importance.righttop_humidity_fd1_scaled,feature_importance.righttop_humidity_fd2_scaled,feature_importance.righttop_humidity_fd3_scaled
10,10,0.867704280155642,0.8316831683168316,0.877733860342556,0.9523715415019762,0.00428015564202322,0.0038910505836574627,-0.0035019455252919274,-0.0007782101167316258,0.008560311284046551,0.014785992217898891,0.0015564202334629185,0.0058365758754862496,0.0019455252918286758,0.006225680933852007,-0.0015564202334629185,0.014396887159533134
11,11,0.8793774319066148,0.837696335078534,0.8772068511198946,0.9725955204216075,-0.017120622568093435,0.006225680933852007,-0.0015564202334631405,-0.013618677042801619,-0.0077821011673152585,-0.01050583657587556,-0.028015564202334642,-0.008560311284046773,-0.005836575875486472,-0.01945525291828798,-0.0077821011673152585,0.01595330739299594
12,12,0.8715953307392996,0.8235294117647058,0.8639328063241107,0.9380105401844533,-0.005058365758754957,0.010505836575875338,-0.00894941634241253,-0.011284046692607075,-0.02996108949416343,-0.00311284046692617,-0.009727626459144045,0.007003891050583522,-0.007003891050583744,0.014007782101167376,-0.0035019455252919274,0.00038910505836564635
13,13,0.7626459143968871,0.5343511450381679,0.6780961791831357,0.9438735177865613,0.029961089494163318,-0.0035019455252918164,-0.009727626459144045,0.01478599221789878,0.0011673151750972721,-0.003112840466926059,0.024513618677042714,0.028793774319066046,-0.022957198443579907,0.0237354085603112,0.029961089494163318,0.0237354085603112
14,14,0.8599221789883269,0.788235294117647,0.8307971014492754,0.9515151515151515,0.056031128404669284,0.005836575875486472,0.010116731517509803,-0.004280155642023442,-0.0038910505836576847,0.015953307392996274,0.05058365758754868,0.052918287937743225,0.01206225680933859,0.012840466926070104,0.0330739299610896,0.022957198443579907
15,15,0.8715953307392996,0.8272251308900523,0.868741765480896,0.9525032938076416,0.010505836575875338,0.01011673151750958,0.011284046692606853,0.0046692607003889774,0.009727626459143823,0.0019455252918286758,0.002334630350194433,0.007003891050583522,-0.0035019455252919274,-0.00894941634241253,-0.006614785992217986,0.020233463035019494
16,16,0.6809338521400778,0.24074074074074073,0.5615612648221344,0.947957839262187,-0.02957198443579756,-0.010505836575875449,0.009338521400778177,0.008560311284046662,-0.008560311284046662,-0.003112840466926059,-0.010116731517509692,-0.0019455252918287869,0.00739299610894939,0.01945525291828787,0.018287937743190597,0.010116731517509692
17,17,0.8949416342412452,0.8571428571428571,0.8917325428194993,0.9652173913043479,-0.008560311284046662,0.0046692607003890885,-0.005058365758754846,-0.00038910505836575737,-0.014396887159533023,0.003112840466926059,-0.009338521400778177,-0.0038910505836575737,-0.010894941634241206,-0.011673151750972721,0.006225680933852118,-0.006614785992217875
18,18,0.8871595330739299,0.8497409326424871,0.8880764163372858,0.9681159420289855,-0.01050583657587556,0.00428015564202322,-1.1102230246251565e-16,0.011284046692606853,-0.005058365758754957,-0.0027237354085604126,0.001167315175097161,0.001167315175097161,-0.0007782101167316258,0.005447470817120492,0.008949416342412309,0.007782101167315036
19,19,0.8988326848249028,0.8395061728395061,0.8635046113306983,0.9746376811594204,0.024124513618676957,0.01789883268482484,-0.0038910505836575737,-0.008171206225680905,-0.020622568093385252,0.005447470817120603,-0.0011673151750972721,0.02062256809338514,-0.0023346303501945442,0.031906614785992105,0.0264591439688715,0.03735408560311271
