,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.rightlow_CO2_scaled,feature_importance.rightlow_temperature_scaled,feature_importance.rightlow_humidity_scaled
164,164,0.8786764705882353,0.8216216216216217,0.8658212560386473,0.9492753623188406,0.1547794117647059,0.012867647058823373,0.012867647058823484
165,165,0.8823529411764706,0.8297872340425532,0.8739130434782609,0.9631038647342994,0.19595588235294126,0.009191176470588314,0.017647058823529238
166,166,0.8382352941176471,0.6944444444444444,0.7661835748792271,0.9359903381642511,0.17279411764705888,0.0007352941176470562,0.04448529411764712
167,167,0.875,0.8111111111111111,0.855072463768116,0.9452898550724638,0.13051470588235292,0.0022058823529411686,0.0051470588235293935
168,168,0.8455882352941176,0.7236842105263158,0.7850241545893719,0.9577898550724637,0.15661764705882342,-0.005514705882353033,0.038235294117647145
169,169,0.8492647058823529,0.7354838709677419,0.7931159420289855,0.9522342995169082,0.1680147058823528,-0.00808823529411773,0.03749999999999998
170,170,0.8823529411764706,0.8297872340425532,0.8739130434782609,0.966304347826087,0.19301470588235303,0.004779411764705754,0.012867647058823484
171,171,0.8823529411764706,0.8297872340425532,0.8739130434782609,0.9593599033816425,0.21066176470588238,0.006249999999999867,0.007352941176470562
172,172,0.8419117647058824,0.7074829931972789,0.7742753623188405,0.9554347826086957,0.16985294117647054,-0.011397058823529371,0.03676470588235303
173,173,0.7389705882352942,0.39316239316239315,0.6194444444444445,0.9513888888888888,0.07610294117647065,0.003308823529411753,0.06911764705882362
174,174,0.8897058823529411,0.8387096774193549,0.8794685990338165,0.9615942028985507,0.2110294117647059,0.00992647058823537,0.016544117647058876
175,175,0.8602941176470589,0.7625,0.8120772946859903,0.9054951690821256,0.16801470588235312,0.0003676470588235281,0.04669117647058818
176,176,0.8529411764705882,0.7368421052631579,0.7932367149758455,0.9591787439613526,0.17279411764705876,0.0007352941176470562,0.05698529411764708
177,177,0.6801470588235294,0.10309278350515463,0.5271739130434783,0.9528381642512077,0.018382352941176405,0.007352941176470562,0.018382352941176405
178,178,0.8639705882352942,0.7885714285714286,0.8361111111111111,0.9141908212560385,0.10808823529411771,-0.0011029411764704733,0.005882352941176561
179,179,0.8713235294117647,0.8087431693989071,0.854951690821256,0.9085748792270532,0.14522058823529416,0.003676470588235392,0.002941176470588225
180,180,0.8713235294117647,0.8087431693989071,0.854951690821256,0.9289251207729469,0.13602941176470595,0.008088235294117618,0.009191176470588314
181,181,0.8455882352941176,0.7162162162162162,0.7797101449275362,0.9571256038647342,0.1654411764705883,-0.007352941176470562,0.05845588235294119
182,182,0.8713235294117647,0.8066298342541437,0.8522946859903382,0.9507850241545893,0.13124999999999998,0.004779411764705865,0.013235294117647012
183,183,0.8786764705882353,0.8216216216216217,0.8658212560386473,0.9258454106280193,0.1275735294117647,0.013970588235294179,0.020220588235294157
184,184,0.8823529411764706,0.8297872340425532,0.8739130434782609,0.9599637681159421,0.20257352941176465,0.0007352941176470562,-0.003308823529411864
185,185,0.8676470588235294,0.7954545454545454,0.8415458937198068,0.9298309178743962,0.11029411764705876,0.004779411764705865,0.04264705882352948
186,186,0.9044117647058824,0.8586956521739131,0.8932367149758454,0.9364130434782609,0.27132352941176463,0.01360294117647054,0.016911764705882404
187,187,0.875,0.8131868131868132,0.8577294685990338,0.9544082125603865,0.1393382352941177,0.010294117647058676,0.01544117647058818
188,188,0.8713235294117647,0.7878787878787878,0.8310386473429952,0.9556763285024155,0.17389705882352935,-0.0014705882352941124,0.03125
189,189,0.8786764705882353,0.8070175438596491,0.8472222222222222,0.9553743961352658,0.14522058823529416,0.0007352941176470562,0.007352941176470562
190,190,0.8713235294117647,0.8044692737430168,0.8496376811594203,0.9404589371980676,0.12022058823529413,0.004779411764705865,0.008088235294117618
