,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backtop_temperature_scaled,feature_importance.backtop_temperature_fd1_scaled,feature_importance.backtop_temperature_fd2_scaled,feature_importance.backtop_temperature_fd3_scaled,feature_importance.backtop_humidity_scaled,feature_importance.backtop_humidity_fd1_scaled,feature_importance.backtop_humidity_fd2_scaled,feature_importance.backtop_humidity_fd3_scaled
69,69,0.8666666666666667,0.8202247191011236,0.8528202115158636,0.8647914218566393,0.18041666666666667,0.03125000000000011,0.06625000000000003,0.04208333333333347,-0.015416666666666634,0.07833333333333337,0.050000000000000044,0.022083333333333455
70,70,0.8166666666666667,0.725,0.7814336075205641,0.8755875440658049,0.006250000000000089,-0.01750000000000007,-0.02124999999999999,-0.02458333333333329,0.0029166666666666785,-0.009166666666666656,-0.008750000000000036,-0.007916666666666683
71,71,0.8625,0.8047337278106509,0.839159811985899,0.8737514688601646,0.08416666666666672,0.025000000000000022,-0.00374999999999992,-0.006666666666666599,-0.0012499999999998623,0.023333333333333428,-0.005416666666666625,0.013333333333333308
72,72,0.8541666666666666,0.7928994082840237,0.8303466509988249,0.8758813160987075,0.07999999999999996,-0.012083333333333557,-0.012083333333333335,-0.005833333333333357,-0.0004166666666668428,0.004583333333333273,0.008333333333333193,0.00708333333333333
73,73,0.8833333333333333,0.8390804597701149,0.8663337250293772,0.8773501762632196,0.14541666666666675,0.025000000000000133,0.046666666666666634,0.02083333333333326,-0.0050000000000000044,0.04874999999999996,0.022083333333333233,0.03416666666666657
74,74,0.875,0.8255813953488372,0.8554641598119859,0.8682432432432432,0.15083333333333337,0.04125000000000001,0.06958333333333333,-0.0025000000000000577,-0.011250000000000093,0.06874999999999998,0.05791666666666673,0.03125
75,75,0.8625,0.8047337278106509,0.839159811985899,0.8760282021151586,0.036666666666666736,0.004583333333333273,0.0029166666666666785,0.0050000000000001155,0.02416666666666656,0.021666666666666723,0.018750000000000044,0.01666666666666683
76,76,0.8791666666666667,0.8361581920903954,0.8650117508813161,0.8692714453584018,0.05249999999999988,0.012083333333333224,-0.0016666666666667052,0.0008333333333333526,0.0004166666666667318,0.026249999999999996,0.03374999999999995,0.01791666666666658
77,77,0.8625,0.8092485549132948,0.8432726204465335,0.8750734430082255,0.03541666666666665,-0.00749999999999984,-0.004166666666666541,-0.007916666666666683,0.0008333333333333526,0.019166666666666665,0.012083333333333446,0.00666666666666671
78,78,0.8625,0.8047337278106509,0.839159811985899,0.8468713278495887,0.1283333333333333,0.00666666666666671,0.018750000000000044,0.010416666666666852,-0.022083333333333233,0.046250000000000124,0.0004166666666667318,0.007916666666666572
79,79,0.8458333333333333,0.7730061349693251,0.8153642773207991,0.8668478260869565,0.05874999999999997,0.0029166666666665675,0.0029166666666665675,0.007916666666666461,0.02124999999999999,0.007083333333333219,0.004166666666666541,0.007500000000000062
80,80,0.8666666666666667,0.813953488372093,0.8466509988249119,0.8672150411280845,0.08125000000000004,0.009166666666666545,0.004166666666666874,0.030000000000000027,0.009166666666666767,0.016250000000000098,0.020000000000000018,0.022916666666666696
81,81,0.8833333333333333,0.8390804597701149,0.8663337250293772,0.8799941245593419,0.07958333333333334,0.029166666666666674,0.026666666666666616,0.047083333333333255,0.0050000000000000044,0.04416666666666669,0.039999999999999925,0.05541666666666667
82,82,0.8625,0.8092485549132948,0.8432726204465335,0.8635428907168037,0.043749999999999845,0.014583333333333282,-0.0008333333333332416,0.006250000000000089,0.005833333333333357,0.029166666666666674,0.015833333333333366,0.011250000000000093
83,83,0.7833333333333333,0.6388888888888888,0.7297297297297297,0.9229582843713278,0.03833333333333322,0.012083333333333335,0.025416666666666532,-0.005416666666666625,0.026249999999999996,0.010000000000000009,0.005833333333333246,0.013333333333333308
84,84,0.8416666666666667,0.7625,0.8078730904817861,0.8745593419506463,0.06166666666666665,-0.0033333333333334103,0.006249999999999867,0.0004166666666667318,0.012916666666666687,0.025000000000000022,0.010833333333333361,-0.0004166666666667318
85,85,0.8833333333333333,0.8390804597701149,0.8663337250293772,0.8740452408930671,0.11083333333333334,0.016666666666666496,0.0379166666666666,0.006666666666666599,0.008333333333333304,0.022083333333333455,0.01416666666666666,0.012499999999999956
