,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.frontlow_CO2_scaled,feature_importance.frontlow_CO2_fd1_scaled,feature_importance.frontlow_CO2_fd2_scaled,feature_importance.frontlow_CO2_fd3_scaled,feature_importance.frontlow_temperature_scaled,feature_importance.frontlow_temperature_fd1_scaled,feature_importance.frontlow_temperature_fd2_scaled,feature_importance.frontlow_temperature_fd3_scaled,feature_importance.frontlow_humidity_scaled,feature_importance.frontlow_humidity_fd1_scaled,feature_importance.frontlow_humidity_fd2_scaled,feature_importance.frontlow_humidity_fd3_scaled
10,10,0.8666666666666667,0.8095238095238095,0.8425381903642772,0.8661133960047004,0.09291666666666676,0.0012499999999999734,0.0033333333333331883,0.0004166666666667318,0.053750000000000075,-0.005833333333333246,-0.010833333333333361,-0.008333333333333304,0.006250000000000089,0.0025000000000001688,0.012500000000000067,0.030416666666666647
11,11,0.8458333333333333,0.7757575757575758,0.8174206815511162,0.8855757931844889,0.053333333333333344,0.0004166666666666208,0.016249999999999876,-0.006249999999999867,0.026666666666666727,0.007916666666666683,-0.008333333333333415,0.0033333333333334103,-0.00708333333333333,0.014583333333333282,0.002083333333333326,0.00374999999999992
12,12,0.85,0.7831325301204819,0.822855464159812,0.911427732079906,0.060416666666666674,0.0,0.0004166666666668428,-0.0012499999999999734,-0.00708333333333333,0.0008333333333334636,-0.003750000000000031,-0.01041666666666663,0.006249999999999978,0.02083333333333337,0.012083333333333335,-0.0004166666666666208
13,13,0.8541666666666666,0.7878787878787878,0.8262338425381903,0.9122356051703878,0.07250000000000012,0.018749999999999822,0.01416666666666655,0.014583333333333282,0.011666666666666603,-0.0025000000000000577,-0.01750000000000007,-0.014583333333333393,-0.005833333333333357,0.010000000000000009,0.010000000000000009,0.011249999999999871
14,14,0.8333333333333334,0.75,0.799059929494712,0.9239864864864864,0.013333333333333308,-0.0024999999999998357,0.00374999999999992,0.009583333333333499,-0.0025000000000000577,-0.0012499999999999734,-0.01041666666666663,-0.014583333333333282,0.0,-0.002083333333333215,-0.01083333333333325,0.0033333333333332993
15,15,0.8625,0.8,0.8350470035252644,0.8835193889541717,0.018750000000000044,0.0050000000000001155,-0.007083333333333441,0.0025000000000000577,0.03708333333333336,0.011250000000000093,-0.004583333333333162,0.021250000000000102,-0.0008333333333332416,0.002083333333333437,0.012500000000000067,0.006250000000000089
16,16,0.8333333333333334,0.7530864197530864,0.8011163337250293,0.8598707403055229,0.02833333333333332,0.002083333333333326,0.013333333333333308,-0.0012500000000000844,0.05625000000000002,-0.008333333333333193,0.006666666666666821,-0.015833333333333366,-0.015833333333333366,0.006666666666666821,-0.0050000000000001155,0.007500000000000062
17,17,0.8458333333333333,0.7784431137724551,0.8194770857814336,0.88689776733255,0.016250000000000098,-0.005833333333333246,-0.005833333333333246,-0.005833333333333468,0.03833333333333322,-0.011250000000000093,-0.009166666666666767,-0.01708333333333334,-0.020000000000000018,-0.009166666666666767,-0.010000000000000009,-0.0050000000000001155
18,18,0.8333333333333334,0.7530864197530864,0.8011163337250293,0.8938748531139835,0.023333333333333428,0.0050000000000000044,-0.007916666666666572,0.0025000000000000577,0.004166666666666541,-0.01041666666666663,-0.005416666666666736,-0.011249999999999871,-0.0008333333333333526,-0.003750000000000031,0.005833333333333468,0.008750000000000036
19,19,0.8625,0.8047337278106509,0.839159811985899,0.9232520564042304,0.028750000000000053,0.004166666666666652,0.005833333333333357,0.012500000000000067,0.02041666666666664,-0.00374999999999992,0.002083333333333215,-0.023333333333333428,0.019166666666666665,0.004583333333333273,0.005416666666666736,0.003750000000000031
20,20,0.8458333333333333,0.7701863354037267,0.8133078730904818,0.9153202115158636,0.01416666666666666,0.0024999999999999467,0.01375000000000004,0.011249999999999982,0.0050000000000000044,0.005416666666666625,-0.0029166666666667895,-0.008333333333333415,0.005833333333333246,0.011249999999999982,-0.005833333333333246,0.00374999999999992
21,21,0.8458333333333333,0.7757575757575758,0.8174206815511162,0.9244271445358403,0.02083333333333337,0.006249999999999978,-0.0012499999999999734,0.01083333333333314,0.05166666666666664,-0.002083333333333326,0.0004166666666666208,-0.013333333333333308,0.004166666666666541,-0.011250000000000093,0.004166666666666541,-0.002083333333333326
22,22,0.8125,0.7019867549668874,0.7677732079905992,0.9291274970622797,0.01041666666666663,-0.002083333333333437,0.010000000000000009,0.01333333333333342,0.0008333333333332416,-0.01041666666666663,-0.009166666666666656,-0.018333333333333313,0.0004166666666666208,0.0004166666666666208,0.007499999999999951,0.009583333333333277
23,23,0.8416666666666667,0.7654320987654321,0.8099294947121034,0.8917450058754405,-0.01333333333333342,-0.0012500000000000844,0.0008333333333333526,-0.0008333333333333526,0.023333333333333317,-0.012083333333333335,-0.002083333333333326,-0.009583333333333277,1.1102230246251565e-16,-0.002083333333333326,-0.004583333333333384,-0.007916666666666461
24,24,0.8666666666666667,0.8095238095238095,0.8425381903642772,0.8927732079905992,0.10041666666666671,0.017916666666666803,0.0050000000000000044,0.00666666666666671,0.1050000000000001,0.0016666666666668162,0.00041666666666650976,0.011249999999999982,-0.023333333333333317,0.01375000000000004,-0.009583333333333277,-0.0024999999999999467
