,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.frontlow_CO2_scaled,feature_importance.frontlow_CO2_fd1_scaled,feature_importance.frontlow_CO2_fd2_scaled,feature_importance.frontlow_CO2_fd3_scaled
63,63,0.7955555555555556,0.7604166666666666,0.7952353710362863,0.8875449493298464,0.15200000000000002,0.033777777777777684,0.0324444444444445,0.05377777777777781
64,64,0.8533333333333334,0.7950310559006211,0.8290290944753187,0.8895063746322329,0.1026666666666668,0.08844444444444444,0.028888888888888853,0.06177777777777782
65,65,0.8622222222222222,0.8208092485549133,0.8482755802549853,0.8801896044458974,0.15022222222222226,0.014222222222222136,0.007111111111111068,0.014666666666666717
66,66,0.8622222222222222,0.8208092485549133,0.8482755802549853,0.8846845374305328,0.1471111111111112,0.008444444444444366,0.009333333333333416,0.004444444444444473
67,67,0.7822222222222223,0.7487179487179487,0.7839571755475645,0.8989048708728343,0.22711111111111115,0.0702222222222223,0.04933333333333334,0.0795555555555556
68,68,0.8133333333333334,0.7920792079207921,0.8220006538084341,0.894655116050997,0.20133333333333348,0.12266666666666659,0.08622222222222231,0.07866666666666677
69,69,0.8666666666666667,0.8275862068965517,0.853710362863681,0.9267734553775745,0.23199999999999998,0.20799999999999996,0.12977777777777777,0.15200000000000002
70,70,0.7333333333333333,0.7,0.7375776397515528,0.8465184700882642,0.19688888888888878,0.053333333333333344,0.045777777777777695,0.0040000000000000036
71,71,0.7777777777777778,0.7422680412371134,0.7785223929388689,0.8903236351748938,0.25022222222222223,0.06444444444444442,0.01866666666666661,0.046666666666666634
72,72,0.8044444444444444,0.7684210526315789,0.8027541680287675,0.8632723112128147,0.21866666666666668,0.015111111111111186,-0.0013333333333334085,0.028444444444444383
73,73,0.8088888888888889,0.7772020725388601,0.8098643347499183,0.8990683229813664,0.1982222222222222,0.10622222222222222,0.07822222222222219,0.10044444444444445
74,74,0.7511111111111111,0.582089552238806,0.7006783262504086,0.8608205295848317,0.032444444444444276,0.033777777777777795,0.03466666666666651,0.040000000000000036
75,75,0.8222222222222222,0.7872340425531915,0.8194671461261851,0.9020921869892121,0.2155555555555555,0.19599999999999995,0.14222222222222225,0.21377777777777773
76,76,0.8,0.7540983606557377,0.7922932330827068,0.8642530238640079,0.22977777777777775,-0.012888888888888728,0.05555555555555558,0.0031111111111111756
77,77,0.8533333333333334,0.8070175438596491,0.8374060150375939,0.8942464857796666,0.051555555555555466,0.02577777777777779,0.0022222222222222365,0.007555555555555538
78,78,0.8,0.7887323943661971,0.8174239947695325,0.8976789800588426,0.27200000000000013,0.10622222222222222,0.14177777777777778,0.15955555555555556
79,79,0.7777777777777778,0.7549019607843137,0.7868993135011442,0.901111474338019,0.27555555555555555,0.0995555555555554,0.15333333333333332,0.20977777777777784
80,80,0.8266666666666667,0.7979274611398963,0.8282526969597908,0.9151683556717881,0.2666666666666667,0.19644444444444442,0.06222222222222229,0.2035555555555557
81,81,0.7777777777777778,0.7619047619047619,0.7919254658385093,0.8939195815626022,0.28266666666666673,0.09288888888888891,0.12,0.06266666666666676
82,82,0.7644444444444445,0.736318407960199,0.7705949656750573,0.8756129454069959,0.2186666666666668,0.046666666666666745,0.005777777777777771,0.04888888888888898
83,83,0.7733333333333333,0.7411167512690355,0.7764383785550834,0.8823962079110821,0.2342222222222221,0.03066666666666662,0.012888888888888839,0.033333333333333326
84,84,0.8355555555555556,0.7612903225806451,0.805614579928081,0.8754494932984636,0.07422222222222219,0.033777777777777906,0.04444444444444451,0.033777777777777684
85,85,0.8266666666666667,0.8097560975609757,0.838305001634521,0.9083033671134357,0.2764444444444444,0.16533333333333344,0.13822222222222225,0.23777777777777775
86,86,0.8577777777777778,0.813953488372093,0.8428407976462897,0.9054429552141222,0.1644444444444444,0.03866666666666663,0.12622222222222212,0.1426666666666666
87,87,0.7955555555555556,0.7766990291262136,0.8069630598234717,0.9039718862373325,0.29555555555555557,0.008000000000000007,0.04800000000000004,0.07288888888888889
88,88,0.8577777777777778,0.813953488372093,0.8428407976462897,0.9041353383458647,0.046222222222222165,0.01244444444444448,0.03066666666666651,0.032888888888888856
89,89,0.8,0.7567567567567568,0.7939686171951619,0.8719352729650212,0.19866666666666666,0.0364444444444445,0.05422222222222228,0.023555555555555552
90,90,0.8533333333333334,0.8070175438596491,0.8374060150375939,0.8899967309578294,0.15866666666666673,0.05511111111111122,0.03777777777777769,0.05022222222222228
91,91,0.7866666666666666,0.7575757575757576,0.7910673422687152,0.8966165413533834,0.2857777777777778,0.17333333333333323,0.04177777777777769,0.22444444444444445
92,92,0.7777777777777778,0.7524752475247525,0.7852239293886891,0.8758581235697941,0.25288888888888883,0.02577777777777779,0.09511111111111104,-0.009777777777777663
93,93,0.7155555555555555,0.49206349206349204,0.6572000653808434,0.8949002942137952,0.04933333333333334,0.039111111111110985,0.06755555555555559,0.10844444444444445
94,94,0.8577777777777778,0.813953488372093,0.8428407976462897,0.8787185354691076,0.18622222222222218,0.0364444444444445,0.06044444444444452,0.03733333333333333
95,95,0.8622222222222222,0.8248587570621468,0.8516263484798954,0.8998038574697613,0.025333333333333208,0.05688888888888877,0.046222222222222165,0.04444444444444451
96,96,0.8444444444444444,0.8066298342541437,0.836588754494933,0.8908139915004905,0.25422222222222224,0.03022222222222215,0.05555555555555558,0.08311111111111114
97,97,0.7644444444444445,0.7253886010362695,0.7638934292252371,0.8761850277868585,0.22799999999999998,0.07244444444444453,0.058666666666666645,0.022222222222222365
98,98,0.7866666666666666,0.7473684210526316,0.784365805818895,0.8711997384766265,0.22311111111111104,0.04888888888888887,0.06044444444444452,0.051111111111110996
