,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.rightlow_CO2_scaled,feature_importance.rightlow_CO2_fd1_scaled,feature_importance.rightlow_CO2_fd2_scaled,feature_importance.rightlow_CO2_fd3_scaled,feature_importance.rightlow_temperature_scaled,feature_importance.rightlow_temperature_fd1_scaled,feature_importance.rightlow_temperature_fd2_scaled,feature_importance.rightlow_temperature_fd3_scaled,feature_importance.rightlow_humidity_scaled,feature_importance.rightlow_humidity_fd1_scaled,feature_importance.rightlow_humidity_fd2_scaled,feature_importance.rightlow_humidity_fd3_scaled
10,10,0.8653061224489796,0.835820895522388,0.874822392725206,0.9659704461494742,-0.0032653061224490187,0.006938775510204165,1.1102230246251565e-16,0.0032653061224490187,0.01632653061224487,-0.006122448979591688,-0.00897959183673458,-0.005714285714285672,-0.03428571428571414,0.004897959183673528,0.008571428571428563,0.008571428571428674
11,11,0.8816326530612245,0.8497409326424871,0.8835606706450696,0.9673202614379084,-0.003673469387755035,0.022040816326530766,0.004897959183673417,0.008979591836734802,0.00040816326530612734,0.015918367346938855,0.004081632653061273,0.0016326530612246204,-0.003673469387755035,0.0028571428571427804,0.0008163265306122547,0.004897959183673417
12,12,0.9020408163265307,0.8736842105263158,0.9020673486786019,0.9706592782040352,-0.006938775510204054,0.011836734693877582,0.011836734693877582,0.0028571428571427804,-0.004489795918367401,0.002448979591836875,0.002448979591836653,0.004081632653061162,0.0,0.011020408163265327,0.006122448979591799,0.009387755102040818
13,13,0.889795918367347,0.8556149732620321,0.8857630008525149,0.9635549872122762,-0.003673469387755146,0.026938775510204183,0.0151020408163266,-0.003673469387755146,-0.013061224489795853,0.015918367346938744,0.01632653061224487,0.020816326530612272,-0.003673469387755146,0.015918367346938744,0.008163265306122325,0.020816326530612272
14,14,0.9142857142857143,0.8934010152284264,0.9227053140096618,0.9708724069337881,-0.019999999999999907,0.0151020408163266,0.011836734693877582,0.0032653061224490187,0.02693877551020396,-0.005714285714285894,0.0016326530612243983,0.001224489795918382,-0.007346938775510181,0.020408163265306145,0.011836734693877582,0.003673469387755035
15,15,0.8816326530612245,0.8497409326424871,0.8835606706450696,0.9612105711849958,-0.02081632653061216,0.014285714285714346,0.01959183673469389,0.011020408163265327,-0.01795918367346927,0.006938775510204165,0.006122448979591799,0.0065306122448979265,-0.009387755102040818,0.008163265306122436,0.002448979591836764,0.0008163265306122547
16,16,0.8979591836734694,0.8677248677248677,0.8966325660699062,0.974850809889173,-0.017959183673469492,-0.0008163265306122547,-0.0032653061224489077,0.002448979591836542,-0.01510204081632649,-0.004081632653061273,-0.004489795918367512,-0.006938775510204165,-0.013061224489795853,-0.006938775510203943,-0.0028571428571430024,0.008163265306122436
17,17,0.9020408163265307,0.8811881188118812,0.915068201193521,0.9646206308610401,-0.017142857142857126,0.015918367346938744,0.01632653061224487,0.013469387755102091,0.0028571428571427804,0.0065306122448981485,0.010204081632653073,0.007346938775510181,0.007346938775510403,0.013877551020408219,0.025306122448979562,0.025306122448979562
18,18,0.8938775510204081,0.865979381443299,0.8976982097186701,0.9747797669792555,-0.016326530612245094,0.018775510204081525,0.0032653061224490187,0.018367346938775397,0.006938775510204054,0.005714285714285672,0.0053061224489796555,0.0032653061224490187,-0.020816326530612272,0.006938775510204165,0.0032653061224490187,0.024897959183673435
19,19,0.889795918367347,0.8556149732620321,0.8857630008525149,0.9675333901676613,-0.012244897959183598,0.0212244897959184,0.02448979591836742,-0.007346938775510181,-0.014693877551020362,0.013469387755102091,0.01836734693877562,0.02285714285714291,-0.0016326530612242873,0.006938775510204054,0.011836734693877582,0.022040816326530654
