,repeat,fold,split_id,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.C_top_CO2_fd3_scaled,feature_importance.C_top_CO2_fd2_scaled,feature_importance.C_top_CO2_fd1_scaled,feature_importance.C_top_CO2_scaled
33,6,3,33,0.8179133858267716,0.8184041891424649,0.8207890149066619,0.8921940804293748,-0.7037910778813948,-0.7277586405441174,1.0368346395961976,2.1613243067002017,3.9921434685231865,0.18395669291338584,0.14714566929133854,0.12017716535433072,-0.0006889763779527547
34,6,4,34,0.9793510324483776,0.9780363661329519,0.855570530098832,0.9039799008352467,3.0152832191354593,0.2514407423595151,1.797777845869215,-3.508324260781765,3.1095983443776887,0.053687315634218316,0.043756145526057076,0.043756145526057055,0.0014749262536873475
35,7,0,35,0.8657214345287739,0.8633150141745694,0.8419029412990787,0.8830983986326741,1.499409086797968,0.6824805721150758,1.8552439274428636,0.6503437347107079,0.6757892639287599,0.15929941618015006,0.12535446205170975,0.10391993327773137,0.009424520433694693
36,7,1,36,0.8029141104294478,0.7953303881367232,0.7877957983591786,0.8910561009152559,0.3287536826720012,-0.9592673369356801,1.6290966049772508,-2.076787041122475,6.0493855528588005,0.10590490797546011,0.08596625766871163,0.05820552147239259,0.004217791411042904
37,7,2,37,0.9270833333333334,0.9280599163170087,0.8836318105934133,0.950251107217263,1.8196446536914679,-0.49908178756978727,0.2598573733440761,-2.0120906137981356,5.581979506116191,0.14527777777777778,0.11347222222222224,0.0913888888888889,0.0012500000000000067
38,7,3,38,0.8532986111111112,0.8449420577291407,0.8000029955366503,0.8996328803416245,0.4742713356803657,-0.30092343657501447,2.0502857835556645,0.3086341675215048,2.784808724580687,0.13203125000000004,0.08524305555555564,0.06805555555555562,0.0010416666666667074
39,7,4,39,0.9220430107526881,0.9217499991301967,0.909025641025641,0.9539181286549707,-0.6990801219500644,-0.38257481393910037,1.2910833888668882,1.3193371940670287,4.081784523269889,0.19256272401433688,0.15465949820788527,0.12706093189964154,0.02204301075268813
40,8,0,40,0.8226495726495726,0.8172331391837787,0.8131794156287236,0.9118921286064915,2.1875785516841506,0.10768330238726392,0.4560774430985305,-2.1055778460719514,3.62112467552909,0.12108262108262105,0.08575498575498573,0.06801994301994299,0.006054131054131029
41,8,1,41,0.9173611111111111,0.9173008869423138,0.8620902767993237,0.9458121453548692,0.7868806678552298,0.6948538851878749,0.8060016986063238,-0.7418987019271241,4.0379267331150945,0.13374999999999995,0.11215277777777773,0.09305555555555553,0.013333333333333286
42,8,2,42,0.804961505560308,0.7968353132552529,0.7821913806568538,0.8650015798353393,-1.4694580041312308,0.27225893751318087,2.4379384220561633,2.4921255673369935,0.27622696653170775,0.09298545765611636,0.05303678357570578,0.06432848588537216,0.01736526946107787
43,8,3,43,0.8451242829827916,0.8443213825611461,0.8422961920675403,0.8893566968604345,-0.7216007604001364,0.07152765659084322,0.647836884508132,1.436547990511416,3.79077110737449,0.1686424474187381,0.13030592734225627,0.1050669216061186,0.0003824091778203198
44,8,4,44,0.9453125,0.9454063854678034,0.8623429998079508,0.9083695025926638,-1.289324685830788,-0.09881667263655494,1.6845403424364003,2.5986319264076627,2.779933126587684,0.09730902777777778,0.07291666666666666,0.07178819444444443,0.0016493055555555469
45,9,0,45,0.9067796610169492,0.9044200082997361,0.867267060896321,0.9401641963682229,0.12158464977756682,-0.5492594765517901,0.8001580238328245,-0.472613653185008,5.102830574577147,0.15223420647149463,0.12403697996918339,0.0935285053929122,0.006163328197226525
46,9,1,46,0.9013888888888889,0.9000567944764988,0.8606990698400661,0.9159758004753654,0.45700319878691936,0.833865239502904,2.476384717106473,-0.35500469422346703,0.5647505417673931,0.13118055555555558,0.06770833333333334,0.08444444444444446,0.00347222222222221
47,9,2,47,0.8381944444444445,0.8337022204738033,0.8035535117056856,0.8337499999999999,0.16206897911863885,-0.8890477605901389,-0.11278244174390446,-0.3346905459207089,6.920598314743892,0.14902777777777781,0.1197916666666667,0.0805555555555556,0.023541666666666693
48,9,3,48,0.8410896708286039,0.8250823735017854,0.7532728470475506,0.8839681398969936,0.07610126822036102,0.29164238589924224,0.8491935455408257,0.21734089554638572,2.3425272698376096,0.08615209988649264,0.06254256526674234,0.059704880817253114,0.00669693530079456
49,9,4,49,0.828125,0.8257428792774824,0.8146618163881867,0.8456039213268388,-1.1345793039867784,0.18957295236143065,0.8508657941120362,2.2195339349645598,3.7211834911079484,0.16319444444444445,0.12352430555555556,0.10104166666666665,-0.011545138888888884
50,10,0,50,0.848575712143928,0.8439475340920244,0.8183990100894727,0.8924638301922712,1.1910011372804332,-1.0233337258539263,-0.8632222839137771,-2.348840512269004,8.05013771864679,0.15172413793103445,0.11281859070464768,0.08298350824587704,0.008920539730134925
51,10,1,51,0.8354166666666667,0.8303044306509552,0.7997333410987512,0.8694328194290752,-0.007772769691287448,-0.29130109934135096,2.5047248966481326,1.5772959074920303,1.5995169402249332,0.1355555555555556,0.09312500000000001,0.07590277777777782,-0.00347222222222221
52,10,2,52,0.8986111111111111,0.8974650547461138,0.8796169458194317,0.9398925128791251,-0.11369432107577958,1.5838189541538756,0.8851681583361598,0.22284525904560737,0.6388697272785862,0.1596527777777778,0.11444444444444449,0.10486111111111114,0.007500000000000029
53,10,3,53,0.9065880039331367,0.9010309149046898,0.7926594550863824,0.8081841432225063,-0.59011183844243,-0.22066320323894745,2.082779990603691,0.9377721778994786,2.536668275974914,0.09734513274336282,0.07010816125860372,0.06116027531956734,-0.000884955752212413
54,10,4,54,0.8969387755102041,0.8929249453960786,0.8534756178141932,0.9350610734580603,-0.23594316420866396,-1.3795594078979734,2.3082212674998654,-1.2278460691279602,6.07858532419226,0.1501020408163265,0.10622448979591836,0.07336734693877549,0.0049999999999999715
