,repeat,fold,split_id,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.B_top_CO2_fd3_scaled,feature_importance.B_top_CO2_fd2_scaled,feature_importance.B_top_CO2_fd1_scaled,feature_importance.B_top_CO2_scaled
10,2,0,10,0.8496932515337423,0.8478604009297691,0.8440250859496015,0.8769315047791758,-0.019070508955470324,-0.09999041447363471,0.7228733505653957,1.3849025394033567,3.7151102930860285,0.15621165644171775,0.12009202453987729,0.09524539877300611,0.011886503067484632
11,2,1,11,0.9202279202279202,0.9197279967609258,0.8592810681273536,0.933892502567614,0.17044753579618124,0.8270156287321033,0.2166868140607664,-1.514829587164861,5.743609933905037,0.1420940170940171,0.11310541310541308,0.0814102564102564,0.0024928774928774876
12,2,2,12,0.9137931034482759,0.9078445042264542,0.8051766871521335,0.8780909380797773,-0.6265971385351116,0.7116391208797198,2.128772068098065,-2.107508228183319,4.946380233293782,0.11004497751124442,0.08965517241379316,0.060719640179910085,0.003448275862069028
13,2,3,13,0.8637152777777778,0.8638091874144228,0.8625165060889128,0.9297451948941164,-0.6563375591866787,0.7020573016873577,0.4664286617135189,0.091769009055745,4.566490570640975,0.17725694444444445,0.14730902777777777,0.11250000000000002,0.017447916666666695
14,2,4,14,0.8584070796460177,0.8564638302999211,0.8447486952169871,0.886672545141123,1.292497513680694,-1.1811598420164204,0.49768468698357654,-0.31200760147458606,5.54701728582393,0.17541789577187808,0.13559488692232055,0.10216322517207473,-0.012291052114060962
15,3,0,15,0.88125,0.8791768515876068,0.8568979933110368,0.9192056856187292,0.8242645985765382,-1.0035044657540024,0.2679260069808371,0.4025659505659012,5.025651708624542,0.16652777777777775,0.1311111111111111,0.10111111111111108,-0.0011805555555555514
16,3,1,16,0.8784722222222222,0.8765498899486427,0.8259319988157865,0.863575059653491,-1.3460434321084052,-0.437221433754246,2.320892334289525,-0.30636601618739884,5.04119407497131,0.15909722222222222,0.125,0.09527777777777777,-0.008958333333333313
17,3,2,17,0.849768875192604,0.8484228445272766,0.8516412267222728,0.8984769283018688,-0.18748561722124055,1.5517742803597454,2.630880679705514,-1.599537503278717,2.0742057828301386,0.14784283513097074,0.10007704160246536,0.08073959938366718,0.005161787365177195
18,3,3,18,0.8947885939036382,0.8932127776878174,0.8611369497144963,0.9338828513538405,-0.3883158201853342,0.23783635574543197,-0.12269157185116261,-0.09394507416725961,5.711501862546142,0.16951819075712887,0.1330383480825959,0.10127826941986237,-0.0025565388397246537
19,3,4,19,0.9242125984251969,0.9224402372740916,0.8590574733693496,0.9299575740927265,-0.5222327502980587,-1.4567024161660216,0.2812097046349538,1.1498887534392466,6.260104000694522,0.14340551181102362,0.11417322834645671,0.07933070866141735,0.003543307086614167
20,4,0,20,0.8934049079754601,0.8926982176039902,0.8772550775430172,0.9359790851287753,1.434737344365815,-0.20717494753681578,0.521870458054933,0.4965402510136487,3.286339426897691,0.17530674846625766,0.1404141104294479,0.11587423312883435,0.0019938650306748572
