,repeat,fold,split_id,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.B_low_CO2_fd3_scaled,feature_importance.B_low_CO2_fd2_scaled,feature_importance.B_low_CO2_fd1_scaled,feature_importance.B_low_CO2_scaled
58,11,3,58,0.7951388888888888,0.7931489970424397,0.7864984204042302,0.8348102655428565,-1.5574891093220677,0.25149886431639423,4.567437586921486,0.33950652918084623,1.7307916852397487,0.13810763888888883,0.09322916666666663,0.0727430555555555,-0.02204861111111115
59,11,4,59,0.8663194444444444,0.8643162152050584,0.791435034985883,0.8922452343791103,0.2095084050699327,0.20872015059754714,1.3703661418764035,-0.5512112131141305,3.3164629455789623,0.12725694444444444,0.09592013888888887,0.07239583333333331,-0.006510416666666685
60,12,0,60,0.8173611111111111,0.8142143272150332,0.7843444983392656,0.8438399918449868,-0.47221690843368264,0.1010600537579733,1.283721390745547,-0.7984077342096985,4.678716926031019,0.1640972222222222,0.11833333333333332,0.0840972222222222,-0.0058333333333333345
61,12,1,61,0.878927203065134,0.875557883551549,0.8461239235260587,0.9245351327201862,0.3653532804192024,0.6648668649277824,3.102656351944639,-0.9458151665283705,1.7574701291871124,0.16597701149425284,0.1068965517241379,0.08076628352490416,-0.003141762452107322
62,12,2,62,0.8243451463790447,0.8135017990896467,0.7794226907630522,0.9025175702811246,0.3088867713092808,-0.6897483303657013,2.0330688670903854,-1.0726886957973127,4.855249659090465,0.12249614791987669,0.073959938366718,0.06263482280431432,0.007935285053929087
63,12,3,63,0.8395669291338582,0.8327870045695142,0.7865427502765729,0.8820789506031925,-1.5977982775499129,1.2961468405224248,3.943085761779706,-0.35501294986921467,1.6983835460971093,0.11919291338582672,0.06053149606299209,0.06358267716535429,0.03139763779527553
64,12,4,64,0.8741319444444444,0.8660641133091436,0.768842704380821,0.8457959641255604,-1.2777089212951653,0.7200085206871979,2.754163335970997,0.07834308651182259,1.7746409961445908,0.08828124999999999,0.05902777777777775,0.044357638888888884,0.0052083333333333036
65,13,0,65,0.8076388888888889,0.799908049519994,0.7576031984691088,0.858413921541826,-0.9738511492554035,0.31660987536882157,2.5101629783383084,0.6144020425852731,2.702952897495108,0.12270833333333335,0.07951388888888891,0.05687500000000002,-0.007152777777777753
66,13,1,66,0.7963272120200334,0.7923371234946615,0.8000061353799472,0.8913898308866182,0.9587704221495331,0.6685135020995021,1.3931272830808494,-0.9581494434014524,2.8851277562641893,0.12020033388981641,0.10025041736227051,0.07629382303839735,-0.014524207011686108
67,13,2,67,0.880220646178093,0.8758572504499673,0.8046119311611455,0.8698387864771103,1.1554059744890801,0.5198003691373769,2.939960439084609,-1.7864175356837266,2.101876213406796,0.12773837667454696,0.06942474389282907,0.06713947990543742,0.008037825059101666
68,13,3,68,0.7960069444444444,0.7865287730481898,0.7420393613515861,0.7723924685551861,-1.6830983710850826,0.23626771398669885,0.9703450644056586,1.227576537557586,4.911025253160005,0.13984375,0.10885416666666665,0.0745659722222222,-0.02083333333333336
69,13,4,69,0.8975694444444444,0.8969328203564432,0.8396149305240215,0.9196349105440015,-0.23980147010573283,0.4304363866543335,2.89869326633374,-0.22263568146911772,2.4550439362341323,0.13151041666666666,0.08281249999999996,0.0706597222222222,0.010069444444444419
70,14,0,70,0.8459770114942529,0.8420590008223977,0.7731108924211471,0.8299678608799641,-0.023426060286162818,0.370594422638748,2.422873684299863,-0.02323037974609427,2.5151795511725017,0.1497318007662835,0.09402298850574711,0.07547892720306512,-0.004521072796934878
71,14,1,71,0.8347676419965576,0.8322415720568643,0.8367547706530758,0.9167535853976532,1.3359515355564622,-0.010730328476851757,0.3301513456649187,-0.14268738456352886,3.878019440989609,0.142512908777969,0.10240963855421685,0.08519793459552491,0.015576592082616136
72,14,2,72,0.8791666666666667,0.8756062834224598,0.8157409305185488,0.9041951017082532,0.07545057963278673,-0.16246113393073025,1.0806585783156115,-0.40011290556667156,4.797028363362331,0.13729166666666665,0.1015972222222222,0.07277777777777775,0.0036111111111110984
73,14,3,73,0.8723958333333334,0.8744735980633952,0.8251975297429843,0.8924075924075924,0.3376813929470659,0.7720619134149945,2.5605138713057953,-0.7369611946731279,2.5469084220138987,0.14522569444444447,0.10156250000000004,0.0743055555555556,0.01102430555555558
74,14,4,74,0.7881944444444444,0.7837051253958565,0.7773235826479914,0.8558655960349373,1.2285555947116942,1.261833146330918,2.585570121294903,-0.20610246575513413,-0.30466688428838734,0.12526041666666665,0.06701388888888886,0.05711805555555551,0.010937499999999966
75,15,0,75,0.8613026819923372,0.8510507914653773,0.7630712417294969,0.8189752269579935,-0.4755705192471364,0.1817451618510503,2.659008506758594,-0.08141285121861963,3.038600423036097,0.1290421455938697,0.08268199233716475,0.05647509578544061,-0.013180076628352489
76,15,1,76,0.8782051282051282,0.8824919420791842,0.8266347562623575,0.8846069045959517,1.1910412355081241,0.7109348960398177,2.8364846288543166,-1.7219418053217097,2.215383367076388,0.1400997150997151,0.08205128205128202,0.08169515669515667,0.010398860398860389
77,15,2,77,0.7861111111111111,0.7736202307885506,0.726097741231237,0.8103067474239504,-2.633308348627491,1.1769230605297467,1.6319697894627987,1.5477912129235598,1.858386945625491,0.08930555555555553,0.06291666666666665,0.03701388888888887,-0.005347222222222214
78,15,3,78,0.844488188976378,0.8427070671150628,0.8375516317384538,0.9075406715733882,-1.1259015038185012,0.3284710446583671,1.9443631549774283,-0.8780186149365612,4.194988412018008,0.1648622047244095,0.12086614173228354,0.09202755905511817,0.015157480314960715
