,repeat,fold,split_id,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.A_top_CO2_fd3_scaled,feature_importance.A_top_CO2_fd2_scaled,feature_importance.A_top_CO2_fd1_scaled,feature_importance.A_top_CO2_scaled
79,15,4,79,0.8384321223709369,0.8357525987506824,0.8354550775534094,0.8980721393034825,0.7778679316830737,-2.4549630526583055,-0.2892794300645937,0.7049809347517204,7.017726728575409,0.1341300191204589,0.10592734225621414,0.08814531548757168,0.002676864244741861
80,16,0,80,0.8847222222222222,0.8852874216892305,0.8569293569182039,0.9194555354801613,-1.0922986308060134,-1.149203697953718,1.2050861073920343,1.3141489413400407,5.364730771857861,0.15555555555555553,0.1414583333333333,0.10944444444444441,0.0005555555555555424
81,16,1,81,0.8694444444444445,0.8692791580946353,0.8669501881805832,0.9152963235107812,0.8941133296820485,2.196630833397616,2.415329764139325,-0.763622718097947,-0.020571955902491255,0.17381944444444447,0.130625,0.11013888888888893,0.013472222222222264
82,16,2,82,0.9333333333333333,0.9332228216921201,0.8791443038673271,0.9342913119662247,0.2866693683708339,1.2391779814977384,0.10021621699972608,0.2554525639295921,3.5226035128850812,0.1463888888888889,0.12034722222222224,0.09534722222222222,0.005763888888888869
83,16,3,83,0.863905325443787,0.861780889306312,0.8550959909655562,0.9224675324675324,1.498530704719048,0.5195347337451031,-0.12379759206959527,1.9939503268875214,1.523352655602131,0.1559763313609467,0.10698224852071003,0.08331360946745558,0.010414201183431915
84,16,4,84,0.8221797323135756,0.8144807678810673,0.7845889153086276,0.8439096058303853,0.15733018672139257,-0.8009441921292226,-1.37725958991542,4.263505931309826,3.4319854515871655,0.14005736137667307,0.11108986615678777,0.09149139579349905,-0.022753346080305915
85,17,0,85,0.8297161936560935,0.8253006844385,0.8077424366665228,0.8671989412052422,1.2142678191158296,-0.9567087588168935,-1.0333715080946493,2.4090534199407228,4.28251100334073,0.14474123539232056,0.11727879799666115,0.10058430717863107,-0.027629382303839732
86,17,1,86,0.9444444444444444,0.9426234857978278,0.8709833193062818,0.9630134245781536,0.4291667080694301,-0.9506206921240256,-0.70956017115889,2.0310907622564374,4.492376367302702,0.12895833333333334,0.10756944444444441,0.07076388888888886,0.0016666666666666607
87,17,2,87,0.8208333333333333,0.8157225194765405,0.802466055391942,0.8928762984021329,-0.41777016901463593,-0.3780014142017725,2.6434311668341173,0.7576496739929685,2.8947255063145745,0.12187499999999996,0.08638888888888883,0.07541666666666663,-0.0037499999999999977
88,17,3,88,0.8915770609318996,0.892454871137944,0.8874008097165992,0.9371300044984257,0.4541459594232688,0.7400936146169911,0.9334674486431647,-1.6378903962787117,3.1728796845246134,0.19310035842293902,0.17455197132616485,0.12992831541218633,0.004390681003584196
89,17,4,89,0.8711897738446411,0.8651479438206903,0.8162467322739804,0.8834905113266298,1.8901806827300573,-1.4725424503451496,-0.6473006732796098,1.7533104474771761,4.102157592602681,0.12989183874139626,0.10511307767944937,0.08446411012782698,0.0026548672566372167
90,18,0,90,0.8174846625766872,0.8161425051563544,0.809714590964591,0.8664005265567765,1.0777597986933443,2.3858047847238106,3.2157348599380207,-1.4974086309303622,-0.9120376071339359,0.15023006134969327,0.06779141104294484,0.09677914110429454,-0.0052914110429447495
91,18,1,91,0.915954415954416,0.912997965800035,0.8640866372641836,0.9395607074042431,2.6103525959624942,-0.6685517401720255,0.21301944006787873,0.03687919738752025,3.382033255420712,0.14280626780626782,0.11787749287749287,0.09074074074074075,0.008475783475783483
92,18,2,92,0.8367816091954023,0.8338279302296995,0.8228055489117436,0.8843912939488161,0.4975672509208813,0.09152345912399099,2.484614704372234,0.7928322450392213,2.564701236731362,0.14245210727969354,0.10666666666666669,0.089808429118774,-0.001915708812260486
93,18,3,93,0.8732638888888888,0.8718660398927098,0.8110626453266349,0.8723883636857381,1.764490137343416,-0.7351268869763533,-0.9037878934637986,2.314901834477639,3.110493077317889,0.1481770833333333,0.11258680555555552,0.08802083333333328,-0.008159722222222266
94,18,4,94,0.9158699808795411,0.9159722186583233,0.8908558109196947,0.940399224954917,1.084166926443544,-0.45534602900885923,-0.25909794913492074,2.681592592832146,2.8154568527934813,0.161472275334608,0.13957934990439766,0.11692160611854678,-0.0030592734225621697
95,19,0,95,0.8582621082621082,0.8575251824497455,0.8528939945638239,0.9140817477819375,1.0081303875829457,-0.4073400504328863,-0.3066484746333191,1.359454528430988,3.703498164282799,0.17136752136752134,0.13497150997150995,0.11680911680911676,-0.004772079772079785
96,19,1,96,0.9110350727117195,0.9092216983722591,0.8540055248618785,0.9046040515653775,1.4895846185322055,-1.4759980395303425,-1.2090050667449677,1.871883376182539,5.12016437086269,0.14576561163387516,0.13045337895637302,0.10384944396920451,0.006501283147989789
97,19,2,97,0.8451388888888889,0.8415572947395205,0.8129375330907379,0.8531464564546898,-0.10064929508487969,1.3258774786683079,2.738874588153024,-0.2753092707679557,0.5374818737514024,0.1277083333333333,0.07305555555555551,0.08375,0.008194444444444416
98,19,3,98,0.9254302103250478,0.924091769531398,0.8841817261255647,0.9461510749337902,0.9972384329703009,-0.5902182070704256,-0.8747718728009776,3.2958539069753696,2.7688995366841245,0.1529636711281071,0.13298279158699808,0.10200764818355638,0.013097514340344164
