,repeat,fold,split_id,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.A_mid_CO2_fd3_scaled,feature_importance.A_mid_CO2_fd2_scaled,feature_importance.A_mid_CO2_fd1_scaled,feature_importance.A_mid_CO2_scaled
40,8,0,40,0.7998575498575499,0.7937450285567947,0.790301555132344,0.8803861861066696,0.18278729238860675,1.2820071433368432,2.9204956523916614,-1.6579398894799933,1.7734596934397788,0.10235042735042739,0.08226495726495729,0.07122507122507123,-0.0044871794871794825
41,8,1,41,0.94375,0.9437907839715545,0.9073503605692255,0.9664952415109322,-1.9212373720580598,-0.4313907796486104,1.8550766569037347,0.2698789857562905,5.6906484670948565,0.13833333333333328,0.11597222222222223,0.10041666666666664,0.003819444444444431
42,8,2,42,0.795551753635586,0.7885319241225182,0.7748317326322441,0.8556537239401689,0.42482748378315977,1.931677398520385,3.2198286737257775,0.10757030080900835,-1.8748923813111178,0.09127459366980321,0.05141146278870826,0.05739948674080407,0.011719418306244633
43,8,3,43,0.8432122370936902,0.8401216447800482,0.8372651188696392,0.9237753935449827,0.2488352416713283,-0.4543368756486787,2.8169326722879044,1.3855905798793497,1.7378980796409462,0.13871892925430204,0.10095602294455061,0.0689292543021032,0.007839388145315419
44,8,4,44,0.953125,0.9534425509786537,0.8874284616861916,0.9439139619742655,-0.2837311048503906,-0.6130307989299617,2.563563858253261,0.20989900661293642,3.8748889037709717,0.09418402777777778,0.07986111111111113,0.0572048611111111,0.00078125
45,9,0,45,0.8929121725731896,0.889321197438384,0.8448661061478898,0.927336178347912,-0.013343857804599521,0.25244410975696324,2.7255032493635785,-0.8123815661956616,3.090250739501942,0.127195685670262,0.10077041602465334,0.08605546995377508,0.008782742681047806
46,9,1,46,0.8729166666666667,0.8703809036665273,0.8186559895310537,0.8839642211862327,0.9563575274351952,0.4603695683717098,3.0157404697219565,1.18706236421795,-0.8827838758028488,0.11298611111111112,0.07402777777777779,0.08131944444444447,0.012222222222222223
47,9,2,47,0.8243055555555555,0.8109837986719958,0.765510033444816,0.8105142140468228,-0.03047784534350819,-0.45994185226891404,3.0950740509056764,0.6325110089696006,2.2912212844297613,0.11499999999999995,0.10347222222222219,0.07048611111111108,-0.012777777777777843
48,9,3,48,0.8626560726447219,0.8522898778315033,0.7896634327464367,0.8779734099892202,-1.4631194426992356,1.107410184867426,1.7349600531223615,2.0394421250642423,0.08274948309072835,0.0977298524404086,0.06231555051078317,0.06288308740068102,0.011010215664018141
49,9,4,49,0.8333333333333334,0.82971569628873,0.8162772057463469,0.8543097601578397,-2.186877094813663,1.6404090972059966,4.494965738046173,2.8237665164731434,-1.4146354161434145,0.12144097222222228,0.09904513888888893,0.08750000000000005,-0.004687499999999956
